Matchup,TEX @ STL
Pitcher,Jacob deGrom
Pitcher Team,TEX
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,59.2,238,0.213,0.282,0.418,0.204,1.01,13,1.96,5.0%,33.9%,29.4%,23.2%,18.0%,10.56,61.9%,6.4%,11.5%,45.5%,33.3%,25.0%,22.4%
vsLHB,35.0,136,0.189,0.278,0.433,0.244,0.91,9,2.31,5.9%,32.3%,28.7%,22.2%,16.1%,10.03,55.7%,6.7%,13.5%,49.4%,34.8%,29.0%,22.5%
vsRHB,24.2,102,0.245,0.289,0.398,0.153,1.14,4,1.46,3.9%,35.8%,30.4%,24.6%,20.6%,11.31,70.2%,6.0%,9.0%,40.3%,31.3%,19.0%,22.4%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
JJ Wetherholt LHB,+490,20,4.00,1,2,0.263,0.300,0.421,0.158,0.315,5.0%,24.4%,30.0%,11.5%,96.9,7.7%,-,15.4%,69.2%,38.5%,72.2,15.4%,33.3%,10.3%,95.1%,38.5%,20.0%,30.8%,23.1%,30.8%,38.5%,30.8%,22.2%
Jordan Walker RHB,+407,19,4.00,1,1,0.316,0.316,0.526,0.211,0.365,-,27.9%,21.1%,17.1%,89.2,6.7%,-,13.3%,33.3%,26.7%,79.4,87.2%,15.4%,12.8%,90.7%,13.3%,0.0%,33.3%,26.7%,33.3%,46.7%,20.0%,63.2%
Ivan Herrera RHB,+588,18,4.00,1,1,0.176,0.222,0.471,0.294,0.292,5.6%,27.6%,38.9%,13.1%,96.3,20.0%,-,-,70.0%,30.0%,73.2,44.0%,32.0%,16.0%,86.2%,40.0%,25.0%,20.0%,30.0%,30.0%,40.0%,20.0%,47.1%
Pedro Pages RHB,N/A,17,3.20,1,1,0.235,0.235,0.412,0.176,0.281,-,18.2%,23.5%,8.9%,79.9,7.7%,-,15.4%,23.1%,30.8%,72.6,26.3%,31.6%,10.5%,86.4%,46.2%,16.7%,15.4%,23.1%,30.8%,23.1%,46.2%,30.0%
Alec Burleson LHB,+448,16,4.00,1,1,0.333,0.375,0.600,0.267,0.418,6.2%,41.4%,25.0%,21.8%,96.4,9.1%,9.1%,27.3%,54.5%,36.4%,73.1,26.9%,26.9%,19.2%,89.7%,36.4%,25.0%,9.1%,27.3%,45.5%,18.2%,27.3%,38.5%
Bryan Torres LHB,+1068,13,3.80,1,1,0.333,0.385,0.583,0.250,0.417,7.7%,26.1%,15.4%,11.3%,85.3,10.0%,-,20.0%,40.0%,60.0%,66.4,-,28.6%,4.8%,91.3%,40.0%,25.0%,40.0%,20.0%,40.0%,30.0%,30.0%,33.3%
Jose Fermin RHB,N/A,12,2.60,1,2,0.250,0.250,0.583,0.333,0.355,-,5.6%,-,3.1%,81.8,8.3%,8.3%,41.7%,33.3%,16.7%,67.0,7.7%,61.5%,15.4%,72.2%,41.7%,20.0%,8.3%,25.0%,41.7%,33.3%,25.0%,37.5%
Nolan Gorman LHB,+460,21,2.20,0,0,-,0.143,-,-,0.093,14.3%,46.8%,47.6%,26.5%,88.9,-,-,25.0%,25.0%,-,74.5,48.9%,8.5%,2.1%,100.0%,75.0%,0.0%,-,12.5%,37.5%,12.5%,50.0%,36.8%
Masyn Winn RHB,+990,18,3.80,0,0,-,0.222,-,-,0.148,16.7%,20.0%,22.2%,7.9%,89.2,-,-,10.0%,40.0%,10.0%,69.1,12.0%,20.0%,8.0%,83.3%,10.0%,0.0%,20.0%,70.0%,20.0%,30.0%,50.0%,21.7%
Victor Scott II LHB,+1300,16,2.60,0,0,0.231,0.375,0.308,0.077,0.312,18.8%,10.8%,12.5%,5.3%,92.3,-,-,27.3%,27.3%,54.5%,67.1,-,26.5%,8.8%,94.4%,27.3%,0.0%,36.4%,36.4%,45.5%,45.5%,9.1%,29.4%
Thomas Saggese RHB,N/A,10,2.00,0,0,-,-,-,-,-,-,41.4%,60.0%,26.1%,98.5,25.0%,-,-,75.0%,75.0%,72.4,25.0%,10.7%,7.1%,100.0%,25.0%,0.0%,50.0%,25.0%,-,75.0%,25.0%,33.3%
Jimmy Crooks LHB,+820,2,3.00,0,1,-,-,-,-,-,-,0.0%,-,-,90.5,-,-,-,50.0%,-,68.6,-,33.3%,-,100.0%,50.0%,0.0%,-,50.0%,50.0%,-,50.0%,33.3%
