Matchup,SD @ STL
Pitcher,Lucas Giolito
Pitcher Team,SD
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,20.2,94,0.237,0.340,0.368,0.132,1.69,3,1.31,18.1%,24.5%,14.9%,13.3%,9.7%,6.10,50.5%,7.0%,3.2%,40.3%,30.6%,15.8%,29.0%
vsLHB,10.1,50,0.333,0.411,0.436,0.103,2.23,1,0.87,20.0%,19.8%,6.0%,5.0%,8.1%,2.61,54.0%,7.7%,-,36.1%,27.8%,10.0%,38.9%
vsRHB,10.1,44,0.135,0.261,0.297,0.162,1.16,2,1.74,15.9%,30.1%,25.0%,24.4%,11.4%,9.58,46.7%,6.2%,7.7%,46.2%,34.6%,22.2%,15.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Alec Burleson LHB,,+475,22,11,4.60,2,2,0.444,0.545,1.333,0.889,0.731,18.2%,19.0%,18.2%,8.3%,96.2,267.2,2,2,28.6%,28.6%,42.9%,57.1%,42.9%,72.3,23.8%,28.6%,14.3%,100.0%,28.6%,100.0%,28.6%,28.6%,71.4%,-,28.6%,42.9%
Masyn Winn RHB,,+1000,15,19,4.00,1,1,0.235,0.316,0.471,0.235,0.343,5.3%,20.0%,10.5%,9.5%,87.7,253.3,3,2,13.3%,6.7%,13.3%,46.7%,46.7%,70.9,7.1%,32.1%,17.9%,93.3%,20.0%,33.3%,20.0%,46.7%,26.7%,53.3%,20.0%,30.0%
Bryan Torres LHB,,+826,16,18,3.40,1,1,0.250,0.333,0.438,0.188,0.337,11.1%,25.0%,11.1%,13.8%,87.0,287.5,4,4,14.3%,7.1%,14.3%,42.9%,35.7%,66.1,-,32.3%,3.2%,100.0%,42.9%,16.7%,21.4%,35.7%,35.7%,42.9%,21.4%,36.8%
Lars Nootbaar LHB,,+650,24,18,4.00,1,2,0.176,0.222,0.412,0.235,0.273,5.6%,7.7%,16.7%,3.3%,93.9,304.4,5,2,14.3%,7.1%,21.4%,57.1%,42.9%,75.0,52.0%,36.0%,20.0%,96.2%,35.7%,20.0%,35.7%,28.6%,42.9%,42.9%,14.3%,20.0%
Pedro Pages RHB,—,N/A,20,18,3.00,1,1,0.278,0.278,0.500,0.222,0.336,-,16.7%,16.7%,8.7%,83.1,243.7,1,1,6.7%,-,20.0%,33.3%,33.3%,72.3,28.6%,38.1%,19.0%,87.5%,40.0%,16.7%,20.0%,26.7%,40.0%,20.0%,40.0%,36.4%
JJ Wetherholt LHB,,+570,22,17,4.80,1,2,0.294,0.294,0.471,0.176,0.333,-,14.8%,17.6%,7.7%,93.0,251.8,4,2,7.1%,7.1%,14.3%,42.9%,28.6%,72.7,26.9%,38.5%,11.5%,96.3%,42.9%,16.7%,35.7%,14.3%,21.4%,35.7%,42.9%,35.7%
Jose Fermin RHB,—,N/A,21,14,3.40,1,2,0.143,0.143,0.357,0.214,0.214,-,15.0%,14.3%,7.7%,82.3,256.2,2,1,8.3%,8.3%,25.0%,25.0%,25.0%,66.9,5.3%,47.4%,5.3%,95.0%,33.3%,25.0%,8.3%,41.7%,33.3%,33.3%,33.3%,20.0%
Blaze Jordan RHB,—,N/A,1,5,4.00,1,1,0.600,0.600,1.200,0.600,0.776,-,21.4%,-,15.0%,100.9,417.6,1,1,20.0%,20.0%,20.0%,100.0%,20.0%,72.2,21.4%,35.7%,14.3%,100.0%,20.0%,100.0%,-,80.0%,20.0%,60.0%,20.0%,60.0%
Jordan Walker RHB,,+400,15,21,4.60,0,0,0.190,0.190,0.286,0.095,0.206,-,29.7%,47.6%,13.1%,93.0,251.8,3,0,-,-,9.1%,36.4%,18.2%,79.1,87.9%,15.2%,9.1%,89.2%,18.2%,0.0%,27.3%,45.5%,27.3%,45.5%,27.3%,32.0%
Nathan Church LHB,,+980,25,15,3.60,0,0,0.400,0.400,0.467,0.067,0.381,-,26.8%,40.0%,16.0%,82.8,215.0,0,0,-,-,-,33.3%,11.1%,69.0,4.1%,8.2%,4.1%,87.5%,-,-,11.1%,88.9%,22.2%,44.4%,33.3%,34.8%
Jimmy Crooks LHB,,+760,5,11,3.80,0,1,0.100,0.182,0.100,-,0.140,9.1%,30.0%,27.3%,13.3%,92.1,290.3,3,1,14.3%,-,-,42.9%,42.9%,69.0,6.7%,6.7%,-,83.3%,28.6%,0.0%,42.9%,28.6%,14.3%,28.6%,57.1%,15.4%
Ivan Herrera RHB,,+625,20,11,4.60,0,0,0.250,0.455,0.250,-,0.345,18.2%,18.8%,9.1%,7.9%,90.7,154.9,0,0,-,-,14.3%,42.9%,14.3%,75.6,56.2%,31.2%,18.8%,100.0%,-,-,14.3%,71.4%,42.9%,57.1%,-,22.2%
Nelson Velazquez RHB,—,N/A,-,2,2.60,0,0,0.500,0.500,0.500,-,0.445,-,50.0%,50.0%,10.0%,67.2,-,0,0,-,-,-,-,-,74.2,50.0%,-,-,100.0%,-,-,-,100.0%,-,-,100.0%,50.0%
