Matchup,BOS @ NYY
Pitcher,Ranger Suarez
Pitcher Team,BOS
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,58.2,238,0.227,0.283,0.347,0.120,1.16,4,0.61,8.0%,22.2%,23.9%,21.8%,10.1%,8.74,63.4%,6.2%,6.2%,34.4%,22.5%,11.1%,21.2%
vsLHB,13.2,60,0.273,0.334,0.436,0.164,1.32,2,1.32,5.0%,29.1%,31.7%,28.4%,13.9%,12.51,70.0%,7.4%,8.3%,30.6%,19.4%,28.6%,27.8%
vsRHB,45.0,178,0.211,0.266,0.317,0.106,1.11,2,0.40,9.0%,19.8%,21.3%,19.6%,8.9%,7.60,61.2%,5.8%,5.6%,35.5%,23.4%,6.9%,19.4%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Paul Goldschmidt RHB,+410,17,4.20,2,2,0.625,0.647,1.188,0.562,0.775,-,12.5%,5.9%,5.1%,91.0,20.0%,6.7%,13.3%,60.0%,46.7%,72.2,19.0%,47.6%,28.6%,87.5%,20.0%,66.7%,33.3%,46.7%,40.0%,20.0%,40.0%,38.9%
Amed Rosario RHB,+490,16,3.00,1,2,0.286,0.312,0.643,0.357,0.386,6.2%,24.2%,6.2%,15.4%,90.4,14.3%,14.3%,28.6%,35.7%,21.4%,73.8,45.2%,22.6%,9.7%,96.9%,28.6%,25.0%,14.3%,50.0%,42.9%,28.6%,28.6%,50.0%
Anthony Volpe RHB,+920,11,3.80,1,1,0.400,0.455,0.800,0.400,0.527,9.1%,25.0%,18.2%,7.3%,84.9,12.5%,-,-,12.5%,25.0%,70.9,13.3%,26.7%,6.7%,93.8%,50.0%,25.0%,12.5%,37.5%,12.5%,75.0%,12.5%,18.2%
Jose Caballero RHB,+920,14,3.40,0,0,0.154,0.214,0.231,0.077,0.201,7.1%,25.7%,42.9%,11.7%,82.9,-,-,14.3%,28.6%,57.1%,68.2,3.1%,12.5%,-,91.4%,28.6%,0.0%,28.6%,42.9%,28.6%,42.9%,28.6%,20.0%
Cody Bellinger LHB,+490,13,4.20,0,0,0.333,0.308,0.417,0.083,0.303,-,15.4%,15.4%,8.7%,87.8,-,-,18.2%,36.4%,45.5%,69.1,-,36.4%,18.2%,84.6%,18.2%,0.0%,27.3%,36.4%,54.5%,27.3%,18.2%,38.5%
Max Schuemann RHB,N/A,13,2.60,0,1,0.375,0.615,0.625,0.250,0.513,38.5%,35.0%,15.4%,13.0%,83.4,-,-,-,33.3%,50.0%,71.4,11.8%,5.9%,5.9%,89.5%,33.3%,0.0%,-,33.3%,16.7%,33.3%,50.0%,33.3%
Ryan McMahon LHB,N/A,12,2.80,0,1,0.250,0.250,0.333,0.083,0.254,-,15.0%,16.7%,8.8%,88.9,10.0%,-,-,30.0%,20.0%,74.3,47.4%,31.6%,10.5%,95.0%,30.0%,0.0%,10.0%,50.0%,30.0%,20.0%,40.0%,41.7%
Trent Grisham LHB,+520,12,4.40,0,0,0.300,0.417,0.300,-,0.331,16.7%,5.3%,-,2.6%,87.8,-,-,10.0%,30.0%,30.0%,70.1,7.1%,42.9%,14.3%,77.8%,40.0%,0.0%,20.0%,40.0%,30.0%,60.0%,10.0%,66.7%
J.C. Escarra LHB,N/A,11,3.00,0,0,0.500,0.545,0.600,0.100,0.498,9.1%,11.1%,9.1%,6.7%,91.8,11.1%,-,22.2%,33.3%,55.6%,68.8,-,50.0%,21.4%,77.8%,22.2%,0.0%,55.6%,22.2%,33.3%,33.3%,33.3%,0.0%
Austin Wells LHB,+590,11,3.20,0,1,0.100,0.182,0.100,-,0.140,9.1%,31.6%,27.3%,12.8%,85.2,14.3%,-,28.6%,28.6%,28.6%,73.8,33.3%,13.3%,6.7%,88.2%,14.3%,0.0%,14.3%,28.6%,42.9%,28.6%,28.6%,33.3%
Ben Rice LHB,+360,11,4.40,0,1,0.444,0.545,0.667,0.222,0.508,18.2%,27.3%,9.1%,14.0%,91.3,12.5%,-,-,37.5%,50.0%,73.6,25.0%,20.0%,15.0%,90.9%,-,-,50.0%,50.0%,37.5%,37.5%,25.0%,45.5%
Jazz Chisholm Jr. LHB,+540,9,4.00,0,0,0.333,0.333,0.444,0.111,0.339,-,25.0%,33.3%,11.4%,91.5,-,-,33.3%,50.0%,50.0%,73.3,38.9%,27.8%,5.6%,90.0%,16.7%,0.0%,50.0%,33.3%,50.0%,16.7%,33.3%,25.0%
Spencer Jones LHB,N/A,1,2.20,0,0,-,1.000,-,-,0.649,100.0%,0.0%,-,-,-,-,-,-,-,-,74.7,50.0%,-,-,100.0%,-,-,-,-,-,-,-,66.7%
