Matchup,CWS @ MIN
Pitcher,David Sandlin
Pitcher Team,CWS
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,6.0,19,0.053,0.106,0.211,0.158,0.17,1,1.50,-,24.1%,21.1%,23.5%,11.5%,6.00,63.2%,8.2%,6.7%,40.0%,40.0%,-,26.7%
vsLHB,3.1,10,-,-,-,-,-,0,-,-,29.4%,30.0%,30.0%,17.2%,8.10,80.0%,13.8%,-,42.9%,57.1%,-,42.9%
vsRHB,2.2,9,0.111,0.223,0.444,0.333,0.38,1,3.38,-,16.7%,11.1%,14.3%,6.2%,3.38,44.4%,3.1%,12.5%,37.5%,25.0%,-,12.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brooks Lee SHB,+820,19,3.20,2,4,0.333,0.368,0.889,0.556,0.521,5.3%,31.8%,26.3%,17.7%,88.0,15.4%,15.4%,30.8%,46.2%,23.1%,68.9,2.6%,18.4%,7.9%,88.4%,46.2%,33.3%,15.4%,30.8%,46.2%,23.1%,30.8%,55.0%
Trevor Larnach LHB,+800,25,4.00,1,1,0.250,0.280,0.417,0.167,0.306,-,20.5%,20.0%,11.7%,87.3,5.3%,5.3%,21.1%,31.6%,31.6%,70.3,16.7%,27.8%,13.9%,81.8%,31.6%,16.7%,21.1%,42.1%,42.1%,31.6%,26.3%,42.1%
Kody Clemens LHB,+440,24,4.00,1,3,0.261,0.292,0.522,0.261,0.346,4.2%,25.0%,25.0%,14.1%,94.2,11.8%,-,11.8%,41.2%,29.4%,72.6,19.5%,31.7%,12.2%,93.2%,41.2%,14.3%,17.6%,29.4%,29.4%,35.3%,29.4%,36.4%
Victor Caratini SHB,+880,21,3.60,1,1,0.267,0.381,0.533,0.267,0.369,19.0%,14.3%,9.5%,5.6%,89.1,6.7%,-,13.3%,33.3%,40.0%,70.9,16.0%,40.0%,12.0%,89.3%,20.0%,33.3%,26.7%,46.7%,20.0%,53.3%,26.7%,23.8%
Byron Buxton RHB,+271,9,4.20,1,1,0.250,0.333,0.750,0.500,0.454,-,18.2%,22.2%,8.7%,95.2,16.7%,-,-,50.0%,33.3%,74.7,50.0%,20.0%,15.0%,90.9%,33.3%,0.0%,33.3%,33.3%,16.7%,66.7%,16.7%,28.6%
Ryan Kreidler RHB,N/A,6,1.60,1,1,0.167,0.167,0.667,0.500,0.350,-,22.2%,50.0%,13.3%,100.5,33.3%,-,-,66.7%,66.7%,74.3,37.5%,25.0%,25.0%,88.9%,66.7%,50.0%,33.3%,-,-,100.0%,-,66.7%
Josh Bell SHB,+585,23,3.80,0,0,0.150,0.261,0.200,0.050,0.217,13.0%,38.3%,30.4%,19.8%,91.1,7.7%,-,23.1%,46.2%,30.8%,71.7,15.4%,25.6%,5.1%,84.8%,23.1%,0.0%,23.1%,53.8%,61.5%,23.1%,15.4%,44.0%
James Outman LHB,N/A,20,2.20,0,0,0.222,0.300,0.389,0.167,0.298,10.0%,38.6%,40.0%,18.9%,86.9,-,-,40.0%,30.0%,40.0%,72.2,17.1%,14.6%,4.9%,93.2%,30.0%,0.0%,30.0%,40.0%,70.0%,20.0%,10.0%,50.0%
Tristan Gray LHB,+820,19,3.20,0,2,0.294,0.368,0.353,0.059,0.323,10.5%,36.8%,26.3%,20.9%,90.4,-,-,41.7%,50.0%,58.3%,72.1,28.6%,22.9%,8.6%,92.1%,33.3%,0.0%,41.7%,25.0%,41.7%,41.7%,16.7%,37.5%
Austin Martin RHB,+1260,13,3.80,0,0,-,0.077,-,-,0.050,7.7%,10.3%,-,6.1%,91.2,-,-,16.7%,25.0%,25.0%,68.7,3.6%,39.3%,3.6%,96.6%,33.3%,0.0%,25.0%,41.7%,50.0%,16.7%,33.3%,63.6%
Luke Keaschall RHB,+1120,12,3.80,0,0,0.273,0.333,0.273,-,0.282,-,5.6%,8.3%,2.6%,88.5,-,-,-,40.0%,20.0%,68.2,6.2%,37.5%,6.2%,94.1%,40.0%,0.0%,20.0%,40.0%,20.0%,40.0%,40.0%,9.1%
Orlando Arcia RHB,N/A,5,2.80,0,0,0.200,0.200,0.200,-,0.178,-,28.6%,40.0%,16.7%,98.6,-,-,33.3%,100.0%,33.3%,71.7,14.3%,42.9%,14.3%,100.0%,66.7%,0.0%,-,33.3%,33.3%,66.7%,-,100.0%
Alex Jackson RHB,N/A,5,3.25,0,0,0.200,0.200,0.400,0.200,0.254,-,37.5%,60.0%,14.3%,84.3,-,-,-,-,-,71.8,25.0%,12.5%,-,100.0%,100.0%,0.0%,-,-,-,50.0%,50.0%,33.3%
