Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Jose Siri,RHB,LAA,Robert Gasser,L,17.5,55.7,32.8,55.7,45
Jonathan Aranda,LHB,TB,Jordan Hicks,R,19.9,50.3,36.7,50.3,43.2
Ronald Acuna Jr.,RHB,ATL,Miles Mikolas,R,38.8,34.6,32.7,66.4,42.4
Derek Hill,RHB,PHI,Shane Baz,R,18.6,37.3,38.7,62.2,42.1
Esteury Ruiz,RHB,MIA,Zach Thornton,L,33,45,38.7,45,41.9
Victor Mesa Jr.,LHB,TB,Jordan Hicks,R,36.9,37.2,32.7,57.4,40.9
Bryce Eldridge,LHB,SF,Walker Buehler,R,36.8,42.8,23.8,52.7,39
Junior Caminero,RHB,TB,Jordan Hicks,R,34.4,36.2,41.9,33.9,37.2
Heriberto Hernandez,RHB,MIA,Zach Thornton,L,58.8,34.6,39.3,27.7,36.7
Pete Alonso,RHB,BAL,Cristopher Sanchez,L,25.8,39.8,51.5,18,36.5
Esmerlyn Valdez,RHB,PIT,Andrew Abbott,L,23.6,46.3,20.3,46.6,36.3
Corey Seager,LHB,TEX,Ronel Blanco,R,36,26,31.2,56.2,36.1
Francisco Lindor,SHB,NYM,Tyler Phillips,R,38.7,38.9,9.7,62.6,36
Randy Arozarena,RHB,SEA,Connor Prielipp,L,44.5,29.4,23.4,56.9,36
Brandon Lowe,LHB,PIT,Andrew Abbott,L,43.6,37,31.9,32.1,34.9
Munetaka Murakami,LHB,CWS,Drew Rasmussen,R,29.1,43.4,29.5,31.4,34.8
Jose Ramirez,SHB,CLE,Kohl Drake,L,20.5,34.7,18,60.8,34.8
Carson Benge,LHB,NYM,Tyler Phillips,R,17.2,42.2,15.4,54.1,34.6
Drake Baldwin,LHB,ATL,Miles Mikolas,R,27.5,25.9,20.7,64.2,34.1
Cole Carrigg,SHB,COL,Luinder Avila,R,49.9,23.8,34.5,40,33.7
TJ Rumfield,LHB,COL,Luinder Avila,R,32.6,26.8,25.8,53.1,33.7
Yordan Alvarez,LHB,HOU,Jacob deGrom,R,29.1,37.7,17.8,48.5,33.6
Luis Campusano,RHB,SD,Tyler Mahle,R,49.4,28.7,20.4,49.6,33.5
Randal Grichuk,RHB,CWS,Drew Rasmussen,R,53.6,20,20.8,57.1,32.9
Jake McCarthy,LHB,COL,Luinder Avila,R,47.1,34.6,15,45.8,32.8
Austin Riley,RHB,ATL,Miles Mikolas,R,59.1,27.3,24.2,39.6,32.6
Kyle Schwarber,LHB,PHI,Shane Baz,R,36.2,29.9,28.7,39.3,32.5
Mickey Moniak,LHB,COL,Luinder Avila,R,28.6,24.1,21.7,58.4,32.4
Henry Bolte,RHB,ATH,Framber Valdez,L,27,13.9,17.9,76.9,32.2
James Wood,LHB,WSH,Reynaldo Lopez,R,27.9,39.1,15.7,43.7,32.1
Josh Bell,SHB,MIN,Logan Gilbert,R,26.8,29.3,29.9,39.5,31.8
Coby Mayo,RHB,BAL,Cristopher Sanchez,L,28.3,48.8,24.2,18,31.7
Zach Neto,RHB,LAA,Robert Gasser,L,42.1,26.8,32.8,31.3,31.3
Ryan Jeffers,RHB,MIN,Logan Gilbert,R,40.9,15.6,32.8,47.6,31.3
Shohei Ohtani,LHB,LAD,Payton Tolle,L,48.3,27.2,21.7,39.6,30.8
Gabriel Moreno,RHB,ARI,Parker Messick,L,8.1,28.1,28.1,47,30.8
Willson Contreras,RHB,BOS,Yoshinobu Yamamoto,R,35.2,24.3,29.4,39.3,30.7
Jake Burger,RHB,TEX,Ronel Blanco,R,33.1,12.2,43.9,39.6,30.6
Trent Grisham,LHB,NYY,David Peterson,L,59.2,25,22,37.3,30.6
Ty France,RHB,SD,Tyler Mahle,R,25.6,37.4,18.2,38,30.6
Brandon Valenzuela,SHB,TOR,Matthew Liberatore,L,25.2,36.7,26.8,28.5,30.5
Dylan Crews,RHB,WSH,Reynaldo Lopez,R,30.6,34.7,32.1,22.5,30.5
Seiya Suzuki,RHB,CHC,Max Fried,L,33.7,31,29.1,30.1,30.5
Rodolfo Durán,RHB,SD,Tyler Mahle,R,41,24.4,27.8,34,29.5
Jakob Marsee,LHB,MIA,Zach Thornton,L,45.6,11.2,12.9,67.4,29.2
Nick Kurtz,LHB,ATH,Framber Valdez,L,42,26.1,29,28.8,29.2
Tyrone Taylor,RHB,NYM,Tyler Phillips,R,43.1,27.4,18.7,37.5,28.9
Justin Foscue,RHB,TEX,Ronel Blanco,R,42,11.1,11.4,69.5,28.9
Richie Palacios,LHB,TB,Jordan Hicks,R,39.4,33,21.9,26.9,28.8
Pedro Pages,RHB,STL,Kevin Gausman,R,37.8,31,33,17,28.8
Willi Castro,SHB,COL,Luinder Avila,R,35.8,30.1,21.2,33,28.7
Julio Rodriguez,RHB,SEA,Connor Prielipp,L,25,24.5,16.2,50.9,28.7
Kevin McGonigle,LHB,DET,Jack Perkins,R,20.9,29.8,18.6,41.4,28.4
Miguel Vargas,RHB,CWS,Drew Rasmussen,R,41.2,17.7,27.4,38.7,28.2
Tyler Stephenson,RHB,CIN,Braxton Ashcraft,R,39.3,19.3,24.8,40.1,28.2
Teoscar Hernandez,RHB,LAD,Payton Tolle,L,45.1,19,12.3,52.6,28
Trevor Larnach,LHB,MIN,Logan Gilbert,R,29,16.5,10.8,63.5,27.8
Jordan Walker,RHB,STL,Kevin Gausman,R,46.4,20.7,16.8,43.7,27.8
Hunter Goodman,RHB,COL,Luinder Avila,R,29.8,28.8,29.4,23.3,27.7
Evan Carter,LHB,TEX,Ronel Blanco,R,36,28.8,7.4,46.6,27.6
Mike Yastrzemski,LHB,ATL,Miles Mikolas,R,40,19.9,27.1,33.2,27.4
Marcell Ozuna,RHB,PIT,Andrew Abbott,L,13,37.5,16,32.9,27.4
Matt Olson,LHB,ATL,Miles Mikolas,R,29.1,25.8,18.3,39.2,27.2
Angel Martinez,SHB,CLE,Kohl Drake,L,15.7,23.4,27.9,36.2,27.2
Edmundo Sosa,RHB,PHI,Shane Baz,R,21.5,33.9,21.4,26.2,27
Jared Young,LHB,NYM,Tyler Phillips,R,41.8,16,19.2,45.7,27
Bryce Harper,LHB,PHI,Shane Baz,R,34.2,23.2,26.3,29.9,26.9
LaMonte Wade Jr.,LHB,HOU,Jacob deGrom,R,34.3,17.4,19.8,45.1,26.7
CJ Abrams,LHB,WSH,Reynaldo Lopez,R,31.2,15.7,20.6,47.6,26.7
Joey Bart,RHB,ATL,Miles Mikolas,R,35,14.7,32.7,32.7,26.6
Miguel Rojas,RHB,LAD,Payton Tolle,L,36,24.5,11,44,26.5
Nathaniel Lowe,LHB,CIN,Braxton Ashcraft,R,33.7,17.8,28.3,33.4,26.4
Ildemaro Vargas,SHB,ARI,Parker Messick,L,38.3,9,21.1,52,26.3
Cal Raleigh,SHB,SEA,Connor Prielipp,L,20.1,27.5,19.1,35.6,26.3
Kody Clemens,LHB,MIN,Logan Gilbert,R,29.6,31.7,15.3,30.1,26.2
Riley Greene,LHB,DET,Jack Perkins,R,29.8,30.9,19.1,26.2,26.1
Jac Caglianone,LHB,KC,Ryan Feltner,R,28.1,20.7,18.4,41.9,26
Oswald Peraza,RHB,LAA,Robert Gasser,L,19.9,26.5,21.9,32.2,25.9
Taylor Trammell,LHB,HOU,Jacob deGrom,R,35.8,21.6,8.5,48.6,25.8
Alejandro Osuna,LHB,TEX,Ronel Blanco,R,27.3,16.4,14.9,51.6,25.8
Gunnar Henderson,LHB,BAL,Cristopher Sanchez,L,49.9,10.9,21.9,41.3,25.7
Jonah Heim,SHB,ATH,Framber Valdez,L,32.1,21.1,28.3,26,25.6
Christian Yelich,LHB,MIL,Jose Soriano,R,31.3,21.7,17.3,38.2,25.5
Brady House,RHB,WSH,Reynaldo Lopez,R,56.8,10.4,18.3,42.5,25.4
Carson Kelly,RHB,CHC,Max Fried,L,43.2,13.6,18.1,43.1,25.3
Andrew Benintendi,LHB,CWS,Drew Rasmussen,R,24.7,27.1,27.2,20.9,25.3
Carter Jensen,LHB,KC,Ryan Feltner,R,22.7,22.2,28.1,26.7,25.1
Freddie Freeman,LHB,LAD,Payton Tolle,L,43.4,10.1,11.6,54.4,25
Daylen Lile,LHB,WSH,Reynaldo Lopez,R,29.2,24.9,15,35.5,25
Francisco Alvarez,RHB,NYM,Tyler Phillips,R,35.8,22.9,22.2,26.7,24.9
Pete Crow-Armstrong,LHB,CHC,Max Fried,L,30.3,16.9,22.9,36.3,24.9
