Matchup,WSH @ BOS
Pitcher,Cade Cavalli
Pitcher Team,WSH
Opposing Team,BOS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,53.0,231,0.259,0.312,0.371,0.112,1.28,6,1.02,6.5%,23.0%,22.1%,19.4%,11.2%,8.66,65.4%,9.2%,8.3%,42.0%,21.7%,11.8%,14.0%
vsLHB,31.2,142,0.252,0.325,0.382,0.130,1.33,4,1.14,7.7%,24.1%,22.5%,21.3%,10.9%,9.09,60.6%,9.0%,6.5%,38.0%,26.1%,16.7%,16.3%
vsRHB,21.1,89,0.268,0.292,0.354,0.085,1.22,2,0.84,4.5%,21.5%,21.3%,16.8%,11.6%,8.02,73.0%,9.6%,10.8%,47.7%,15.4%,-,10.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Caleb Durbin RHB,,+1040,13,23,4.00,2,2,0.455,0.478,0.818,0.364,0.553,4.3%,12.2%,17.4%,5.8%,83.6,238.4,3,1,-,-,27.8%,33.3%,27.8%,69.7,13.9%,30.6%,8.3%,87.8%,38.9%,11.1%,100.0%,27.8%,33.3%,55.6%,27.8%,16.7%,48.0%
Willson Contreras RHB,,+498,30,22,3.60,2,2,0.333,0.455,0.778,0.444,0.509,13.6%,24.4%,9.1%,12.8%,96.9,302.4,6,3,18.8%,6.2%,6.2%,68.8%,37.5%,76.4,62.5%,32.5%,15.0%,88.9%,68.7%,37.5%,33.3%,31.2%,31.2%,18.8%,62.5%,18.8%,43.5%
Masataka Yoshida LHB,,+900,34,18,3.20,1,1,0.412,0.444,0.647,0.235,0.470,5.6%,14.3%,5.6%,7.0%,88.5,275.2,3,1,6.2%,6.2%,25.0%,37.5%,37.5%,72.5,24.0%,36.0%,20.0%,89.3%,50.0%,12.5%,50.0%,37.5%,50.0%,37.5%,50.0%,12.5%,40.0%
Anthony Seigler SHB,,+1060,16,17,3.60,1,1,0.312,0.353,0.562,0.250,0.393,5.9%,23.1%,17.6%,11.1%,94.6,304.4,4,1,-,-,7.7%,61.5%,30.8%,67.6,-,50.0%,16.7%,96.0%,46.2%,23.1%,33.3%,23.1%,53.8%,23.1%,61.5%,15.4%,20.0%
Nate Eaton RHB,—,N/A,1,8,3.00,1,1,0.143,0.250,0.571,0.429,0.344,12.5%,28.6%,25.0%,11.1%,95.1,296.0,3,1,20.0%,20.0%,60.0%,60.0%,60.0%,73.6,36.4%,27.3%,18.2%,78.6%,60.0%,20.0%,100.0%,40.0%,20.0%,60.0%,-,40.0%,12.5%
Connor Wong RHB,,+800,17,21,3.20,0,1,0.333,0.476,0.467,0.133,0.406,19.0%,17.9%,19.0%,7.2%,90.9,228.1,2,2,8.3%,8.3%,25.0%,58.3%,16.7%,72.8,26.9%,30.8%,19.2%,92.9%,58.3%,25.0%,0.0%,33.3%,33.3%,58.3%,16.7%,25.0%,17.6%
Wilyer Abreu LHB,,+440,22,19,4.00,0,1,0.176,0.263,0.294,0.118,0.247,10.5%,27.3%,21.1%,15.0%,88.6,291.3,3,2,7.7%,-,15.4%,38.5%,30.8%,74.3,44.4%,29.6%,14.8%,81.8%,46.2%,23.1%,0.0%,23.1%,53.8%,61.5%,30.8%,7.7%,35.3%
Carlos Narvaez RHB,,+770,11,19,3.40,0,1,0.059,0.105,0.059,-,0.081,5.3%,38.1%,47.4%,21.3%,88.9,341.3,4,3,-,-,11.1%,66.7%,44.4%,70.4,5.6%,19.4%,8.3%,85.7%,44.4%,11.1%,0.0%,33.3%,44.4%,55.6%,11.1%,33.3%,47.4%
Jarren Duran LHB,,+525,36,19,3.60,0,0,-,-,-,-,-,-,29.8%,42.1%,18.9%,86.9,189.7,0,0,-,-,9.1%,36.4%,18.2%,74.2,33.3%,9.5%,4.8%,89.4%,45.5%,18.2%,0.0%,27.3%,54.5%,36.4%,18.2%,45.5%,43.5%
Ceddanne Rafaela RHB,,+800,13,18,4.20,0,0,0.222,0.222,0.278,0.056,0.219,-,17.9%,16.7%,10.8%,87.4,267.3,3,1,-,-,6.7%,26.7%,40.0%,70.6,8.3%,30.6%,2.8%,92.3%,46.7%,20.0%,0.0%,26.7%,46.7%,46.7%,20.0%,33.3%,31.6%
Andruw Monasterio RHB,—,N/A,12,11,2.60,0,0,0.091,0.091,0.091,-,0.081,-,14.3%,36.4%,7.5%,91.6,253.4,1,1,-,-,-,28.6%,28.6%,68.8,-,22.7%,4.5%,78.6%,85.8%,42.9%,0.0%,42.9%,14.3%,-,71.4%,28.6%,30.0%
Tsung-Che Cheng LHB,,+1000,10,5,3.50,0,1,0.200,0.200,0.400,0.200,0.254,-,0.0%,-,-,84.0,396.0,2,2,20.0%,-,-,40.0%,40.0%,67.1,-,28.6%,28.6%,100.0%,40.0%,40.0%,0.0%,-,60.0%,20.0%,80.0%,-,40.0%
Romy Gonzalez RHB,—,N/A,-,1,4.00,0,0,-,-,-,-,-,-,0.0%,-,-,93.8,-,0,0,-,-,-,-,-,69.7,-,100.0%,-,100.0%,-,-,-,-,100.0%,-,100.0%,-,100.0%
