Matchup,SD @ PHI
Pitcher,Cristopher Sanchez
Pitcher Team,PHI
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,79.1,322,0.240,0.264,0.319,0.079,1.12,3,0.34,5.0%,33.6%,29.2%,29.4%,16.7%,10.66,68.1%,5.9%,8.5%,44.1%,17.1%,8.3%,13.3%
vsLHB,22.1,79,0.143,0.159,0.195,0.052,0.58,1,0.40,2.5%,32.6%,36.7%,42.0%,18.6%,11.69,79.7%,8.1%,4.2%,41.7%,20.8%,10.0%,10.4%
vsRHB,56.1,243,0.273,0.298,0.361,0.088,1.35,2,0.32,5.8%,33.9%,26.7%,25.9%,16.2%,10.38,64.3%,5.3%,9.8%,44.8%,16.0%,7.7%,14.1%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ty France RHB,+1020,10,2.60,1,1,0.400,0.400,0.700,0.300,0.477,-,52.6%,50.0%,29.4%,96.5,20.0%,20.0%,20.0%,60.0%,-,72.8,35.3%,17.6%,11.8%,94.4%,20.0%,100.0%,-,80.0%,40.0%,60.0%,-,11.1%
Jackson Merrill LHB,+1120,10,4.20,1,1,0.300,0.300,0.700,0.400,0.426,-,24.0%,20.0%,11.8%,89.0,12.5%,12.5%,25.0%,50.0%,50.0%,74.2,36.4%,18.2%,18.2%,91.7%,37.5%,33.3%,25.0%,25.0%,37.5%,25.0%,37.5%,26.7%
Xander Bogaerts RHB,+870,14,4.20,0,0,0.143,0.143,0.143,-,0.127,-,26.5%,21.4%,14.3%,86.7,-,-,-,27.3%,-,71.7,28.6%,21.4%,10.7%,90.3%,18.2%,0.0%,-,81.8%,54.5%,36.4%,9.1%,23.1%
Manny Machado RHB,+670,13,4.20,0,2,-,-,-,-,-,-,47.8%,46.2%,25.6%,83.8,14.3%,-,14.3%,28.6%,14.3%,74.4,38.1%,14.3%,9.5%,95.5%,42.9%,0.0%,-,42.9%,28.6%,28.6%,42.9%,35.7%
Fernando Tatis Jr. RHB,+770,13,4.40,0,0,0.250,0.308,0.250,-,0.255,7.7%,39.1%,23.1%,20.0%,87.8,11.1%,-,-,44.4%,33.3%,78.1,73.7%,31.6%,21.1%,86.4%,11.1%,0.0%,22.2%,55.6%,22.2%,44.4%,33.3%,44.4%
Nick Castellanos RHB,+474,11,2.40,0,0,0.091,0.091,0.091,-,0.081,-,33.3%,27.3%,19.1%,77.3,-,-,25.0%,37.5%,12.5%,69.7,12.0%,12.0%,4.0%,96.2%,37.5%,0.0%,12.5%,50.0%,50.0%,25.0%,25.0%,50.0%
Gavin Sheets LHB,+1080,11,4.40,0,0,-,0.091,-,-,0.059,9.1%,33.3%,36.4%,11.1%,95.7,-,-,16.7%,66.7%,16.7%,75.3,50.0%,31.2%,18.8%,88.9%,16.7%,0.0%,16.7%,66.7%,33.3%,66.7%,-,0.0%
Miguel Andujar RHB,+1000,11,3.80,0,0,0.273,0.273,0.364,0.091,0.277,-,25.7%,27.3%,15.5%,83.1,-,-,25.0%,25.0%,25.0%,71.2,20.0%,16.7%,3.3%,88.2%,-,-,25.0%,62.5%,50.0%,25.0%,25.0%,53.3%
Freddy Fermin RHB,+1320,10,2.40,0,0,0.250,0.400,0.375,0.125,0.346,20.0%,25.0%,20.0%,12.1%,91.2,-,-,16.7%,33.3%,50.0%,71.2,-,30.8%,-,81.2%,16.7%,0.0%,50.0%,33.3%,50.0%,50.0%,-,33.3%
Rodolfo Durán RHB,+724,4,3.20,0,0,-,-,-,-,-,-,50.0%,50.0%,22.7%,96.8,-,-,-,50.0%,-,72.0,22.2%,11.1%,11.1%,90.0%,50.0%,0.0%,-,50.0%,-,-,100.0%,66.7%
Bryce Johnson SHB,N/A,4,2.80,0,0,-,-,-,-,-,-,30.0%,-,14.3%,74.6,-,-,-,-,-,68.5,-,12.5%,-,88.9%,-,-,-,100.0%,25.0%,75.0%,-,20.0%
Sung-Mun Song LHB,N/A,3,2.20,0,0,-,-,-,-,-,-,20.0%,-,12.5%,83.4,-,-,-,33.3%,-,69.5,-,40.0%,20.0%,100.0%,-,-,-,100.0%,-,66.7%,33.3%,50.0%
