Matchup,WSH @ BOS
Pitcher,Ranger Suarez
Pitcher Team,BOS
Opposing Team,WSH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,55.2,230,0.220,0.264,0.306,0.086,1.13,1,0.16,7.4%,26.9%,28.3%,24.3%,12.5%,10.51,63.9%,5.5%,2.7%,24.7%,26.0%,2.6%,20.5%
vsLHB,14.1,66,0.295,0.343,0.443,0.148,1.47,1,0.63,4.5%,30.5%,31.8%,28.4%,15.1%,13.19,66.7%,6.9%,5.0%,30.0%,17.5%,14.3%,17.5%
vsRHB,41.1,164,0.189,0.231,0.250,0.061,1.02,0,-,8.5%,25.3%,26.8%,22.8%,11.4%,9.58,62.8%,4.8%,1.9%,22.6%,29.2%,-,21.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Curtis Mead RHB,,+562,14,20,3.60,2,3,0.211,0.250,0.526,0.316,0.331,5.0%,16.2%,15.0%,8.0%,86.8,250.5,5,4,18.8%,12.5%,12.5%,43.8%,25.0%,72.4,31.0%,27.6%,17.2%,80.6%,62.5%,50.0%,25.0%,12.5%,18.8%,18.8%,56.2%,25.0%,21.1%
Dylan Crews RHB,,+690,22,18,4.40,1,1,0.588,0.611,0.824,0.235,0.619,5.6%,31.2%,16.7%,16.1%,93.0,265.4,2,1,7.1%,-,7.1%,57.1%,42.9%,72.3,29.0%,25.8%,19.4%,100.0%,42.9%,14.3%,50.0%,28.6%,57.1%,21.4%,57.1%,21.4%,47.1%
Jacob Young RHB,,+1400,4,21,2.80,0,1,0.286,0.286,0.429,0.143,0.307,-,13.5%,14.3%,6.8%,91.1,275.6,2,1,5.6%,-,22.2%,44.4%,33.3%,69.5,2.9%,32.4%,14.7%,94.4%,61.1%,22.2%,0.0%,38.9%,38.9%,38.9%,50.0%,11.1%,28.6%
Andres Chaparro RHB,,+800,15,17,2.80,0,0,0.133,0.235,0.267,0.133,0.226,11.8%,29.4%,29.4%,13.5%,92.3,269.4,1,0,-,-,20.0%,50.0%,10.0%,75.3,56.2%,21.9%,9.4%,94.1%,30.0%,30.0%,0.0%,-,60.0%,70.0%,20.0%,10.0%,36.8%
Keibert Ruiz SHB,,+960,7,17,3.80,0,0,0.375,0.412,0.438,0.062,0.375,5.9%,13.3%,11.8%,7.0%,79.3,224.6,0,0,-,-,7.1%,21.4%,28.6%,67.4,-,33.3%,8.3%,82.8%,50.0%,21.4%,0.0%,28.6%,42.9%,35.7%,50.0%,14.3%,42.1%
Nasim Nuñez SHB,,+1900,9,17,3.60,0,0,0.286,0.412,0.357,0.071,0.346,17.6%,23.1%,23.5%,9.8%,87.5,245.2,0,0,-,-,10.0%,20.0%,10.0%,71.5,20.8%,25.0%,8.3%,92.3%,20.0%,10.0%,0.0%,10.0%,80.0%,60.0%,20.0%,20.0%,41.2%
Jorbit Vivas LHB,—,N/A,6,12,3.20,0,0,0.273,0.333,0.273,-,0.277,8.3%,25.0%,8.3%,14.3%,75.0,186.4,0,0,-,-,-,10.0%,30.0%,67.7,-,11.1%,-,90.0%,30.0%,10.0%,0.0%,20.0%,60.0%,20.0%,30.0%,50.0%,50.0%
Drew Millas SHB,—,N/A,1,11,3.80,0,0,0.250,0.455,0.250,-,0.339,27.3%,27.3%,27.3%,11.1%,77.3,227.9,0,0,-,-,-,20.0%,20.0%,67.8,-,23.1%,-,81.2%,20.0%,-,-,20.0%,60.0%,40.0%,40.0%,20.0%,38.5%
James Wood LHB,,+475,26,9,4.80,0,0,0.111,0.111,0.222,0.111,0.141,-,7.7%,44.4%,2.6%,93.8,240.3,0,0,-,-,-,60.0%,20.0%,79.5,75.0%,25.0%,16.7%,92.3%,-,-,-,-,80.0%,80.0%,20.0%,-,42.9%
Daylen Lile LHB,,+1060,19,9,4.00,0,0,0.375,0.444,0.375,-,0.377,-,15.4%,-,8.9%,79.9,237.1,2,0,-,-,-,12.5%,37.5%,69.1,-,16.7%,-,96.0%,62.5%,37.5%,0.0%,25.0%,37.5%,25.0%,25.0%,50.0%,53.3%
CJ Abrams LHB,,+730,26,8,3.60,0,0,0.250,0.250,0.375,0.125,0.270,-,30.0%,37.5%,15.8%,88.2,242.5,1,1,20.0%,-,20.0%,40.0%,20.0%,73.7,35.7%,7.1%,7.1%,73.7%,40.0%,20.0%,0.0%,20.0%,20.0%,20.0%,40.0%,40.0%,57.1%
Luis Garcia Jr. LHB,,+469,19,7,3.40,0,0,0.429,0.429,0.429,-,0.381,-,16.7%,28.6%,12.0%,94.2,155.2,0,0,-,-,-,60.0%,20.0%,73.4,26.7%,20.0%,20.0%,83.3%,20.0%,-,-,20.0%,80.0%,40.0%,40.0%,20.0%,75.0%
Jose Tena LHB,—,N/A,2,5,2.60,0,0,0.333,0.600,1.000,0.667,0.598,20.0%,57.1%,20.0%,18.2%,76.1,252.2,0,0,-,-,-,-,50.0%,71.2,20.0%,-,-,100.0%,50.0%,-,-,50.0%,50.0%,-,50.0%,50.0%,20.0%
