Matchup,WSH @ TEX
Pitcher,Andrew Alvarez
Pitcher Team,WSH
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,75.0,317,0.240,0.298,0.341,0.100,1.33,3,0.36,10.4%,26.2%,21.8%,20.1%,11.7%,8.28,53.0%,6.4%,5.2%,42.5%,18.4%,7.7%,15.6%
vsLHB,21.0,89,0.238,0.294,0.350,0.112,1.33,1,0.43,10.1%,25.5%,20.2%,17.3%,11.2%,7.71,53.3%,7.6%,4.8%,43.5%,17.7%,9.1%,11.3%
vsRHB,53.0,228,0.241,0.300,0.337,0.095,1.36,2,0.34,10.5%,26.4%,22.4%,21.2%,11.9%,8.66,52.8%,5.9%,5.3%,42.0%,18.7%,7.1%,17.3%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Corey Seager LHB,,+420,22,3.80,10,1,2,94.8,282.3,2,2,20.0%,10.0%,10.0%,60.0%,30.0%,72.1,28.6%,50.0%,35.7%,100.0%,50.0%,40.0%,25.0%,10.0%,40.0%,40.0%,30.0%,30.0%,50.0%
Jake Burger RHB,,+470,33,4.00,10,1,2,94.8,307.5,4,2,20.0%,-,-,60.0%,50.0%,75.1,42.9%,57.1%,28.6%,93.3%,70.0%,40.0%,25.0%,30.0%,30.0%,10.0%,70.0%,20.0%,28.6%
Elias Diaz RHB,—,N/A,25,3.20,10,0,0,87.8,183.3,1,1,10.0%,-,10.0%,50.0%,30.0%,74.1,33.3%,20.8%,12.5%,92.3%,30.0%,10.0%,0.0%,20.0%,50.0%,40.0%,30.0%,30.0%,28.6%
Joc Pederson LHB,—,N/A,17,3.00,10,0,1,94.3,285.5,1,1,10.0%,-,10.0%,70.0%,30.0%,70.8,5.3%,42.1%,36.8%,82.6%,40.0%,10.0%,0.0%,30.0%,60.0%,40.0%,50.0%,10.0%,44.4%
Brandon Nimmo LHB,,+600,16,4.20,10,0,0,92.8,213.2,1,0,-,-,10.0%,50.0%,10.0%,73.7,37.5%,37.5%,25.0%,100.0%,40.0%,20.0%,0.0%,20.0%,50.0%,40.0%,20.0%,40.0%,22.2%
Nicky Lopez LHB,—,N/A,7,3.00,10,0,0,87.0,216.9,1,1,-,-,20.0%,30.0%,20.0%,66.7,6.7%,40.0%,6.7%,78.9%,40.0%,20.0%,0.0%,20.0%,60.0%,40.0%,40.0%,20.0%,40.0%
Ezequiel Duran RHB,,+1000,19,4.00,10,0,1,87.1,257.0,3,1,-,-,20.0%,50.0%,40.0%,73.0,33.3%,33.3%,11.1%,90.0%,60.0%,40.0%,0.0%,20.0%,40.0%,40.0%,20.0%,40.0%,25.0%
Justin Foscue RHB,,+900,36,2.20,10,0,0,85.5,210.0,2,1,-,-,30.0%,40.0%,30.0%,72.4,23.5%,35.3%,11.8%,94.4%,40.0%,10.0%,0.0%,30.0%,40.0%,60.0%,20.0%,20.0%,33.3%
Wyatt Langford RHB,,+520,13,4.40,10,0,1,90.9,239.4,1,1,-,-,30.0%,40.0%,20.0%,73.7,50.0%,50.0%,21.4%,100.0%,30.0%,10.0%,0.0%,20.0%,60.0%,60.0%,40.0%,-,55.6%
Evan Carter LHB,,+900,10,3.40,10,0,0,79.4,271.6,1,0,-,-,-,30.0%,30.0%,69.3,16.7%,83.3%,16.7%,75.0%,30.0%,10.0%,0.0%,20.0%,60.0%,40.0%,40.0%,20.0%,30.0%
Cody Freeman RHB,,+1060,1,2.60,9,0,0,74.0,176.0,1,0,-,-,11.1%,11.1%,11.1%,67.1,-,23.1%,-,92.9%,22.2%,22.2%,0.0%,-,33.3%,44.4%,11.1%,44.4%,20.0%
Danny Jansen RHB,,+800,10,4.00,7,0,0,76.5,192.5,1,1,-,-,28.6%,14.3%,28.6%,68.5,-,9.1%,-,100.0%,57.2%,28.6%,0.0%,28.6%,14.3%,42.9%,14.3%,42.9%,20.0%
Jarred Kelenic LHB,—,N/A,-,2.00,4,0,0,95.9,266.8,0,0,-,-,-,50.0%,50.0%,76.4,50.0%,50.0%,50.0%,100.0%,75.0%,25.0%,0.0%,50.0%,25.0%,-,75.0%,25.0%,50.0%
