Matchup,MIA @ PHI
Pitcher,Jesus Luzardo
Pitcher Team,PHI
Opposing Team,MIA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,78.2,337,0.264,0.320,0.399,0.135,1.35,8,0.92,7.7%,31.0%,26.1%,21.6%,14.3%,10.07,58.6%,6.3%,6.4%,28.9%,20.6%,17.8%,13.8%
vsLHB,19.0,75,0.211,0.227,0.268,0.056,0.89,1,0.47,2.7%,30.8%,25.3%,25.3%,14.9%,9.00,68.0%,7.8%,3.8%,28.3%,9.4%,20.0%,5.7%
vsRHB,58.1,262,0.280,0.347,0.440,0.159,1.53,7,1.08,9.2%,31.0%,26.3%,20.7%,14.1%,10.65,55.9%,5.9%,7.3%,29.1%,24.2%,17.5%,16.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Javier Sanoja RHB,,+1260,18,11,3.00,1,1,0.364,0.364,0.727,0.364,0.468,-,11.1%,9.1%,7.7%,80.4,223.1,2,2,10.0%,10.0%,30.0%,40.0%,30.0%,70.5,13.3%,40.0%,20.0%,93.8%,-,-,30.0%,30.0%,40.0%,30.0%,30.0%,60.0%
Esteury Ruiz RHB,,+920,21,9,1.80,1,2,0.500,0.667,1.333,0.833,0.736,22.2%,54.5%,33.3%,13.6%,97.8,336.0,2,1,33.3%,33.3%,33.3%,66.7%,33.3%,71.8,9.1%,27.3%,9.1%,100.0%,66.7%,50.0%,-,33.3%,66.7%,-,33.3%,14.3%
Heriberto Hernandez RHB,,+610,33,8,3.60,1,1,0.500,0.500,0.875,0.375,0.596,-,15.4%,12.5%,6.2%,86.3,263.0,1,1,14.3%,14.3%,28.6%,28.6%,28.6%,75.9,61.5%,30.8%,15.4%,100.0%,28.6%,50.0%,14.3%,57.1%,85.7%,14.3%,-,28.6%
Christopher Morel RHB,—,N/A,16,14,3.40,0,1,0.286,0.286,0.357,0.071,0.281,-,42.9%,50.0%,25.5%,95.2,267.5,2,2,14.3%,14.3%,14.3%,71.4%,57.1%,76.9,77.8%,22.2%,11.1%,96.4%,42.9%,0.0%,42.9%,14.3%,28.6%,57.1%,14.3%,53.8%
Leo Jimenez RHB,,+1120,12,13,2.80,0,0,0.154,0.154,0.154,-,0.137,-,39.1%,38.5%,20.0%,90.6,272.5,2,2,12.5%,-,12.5%,37.5%,62.5%,74.6,42.1%,26.3%,10.5%,90.5%,37.5%,0.0%,37.5%,25.0%,12.5%,87.5%,-,16.7%
Otto Lopez RHB,,+920,9,11,4.40,0,0,0.455,0.455,0.545,0.091,0.439,-,11.1%,18.2%,6.7%,83.8,264.6,0,0,-,-,-,44.4%,11.1%,70.0,18.8%,25.0%,12.5%,100.0%,-,-,11.1%,77.8%,33.3%,33.3%,33.3%,25.0%
Kyle Stowers LHB,,+790,8,10,4.40,0,0,-,-,-,-,-,-,7.1%,20.0%,3.0%,90.1,318.7,1,0,-,-,-,50.0%,12.5%,75.4,66.7%,41.7%,25.0%,85.7%,12.5%,0.0%,-,87.5%,62.5%,12.5%,25.0%,14.3%
Connor Norby RHB,,+980,14,9,2.80,0,1,0.125,0.222,0.250,0.125,0.221,-,32.0%,22.2%,21.1%,89.0,312.3,3,2,-,-,33.3%,50.0%,50.0%,71.1,8.7%,17.4%,8.7%,92.0%,50.0%,0.0%,33.3%,16.7%,33.3%,33.3%,33.3%,70.0%
Owen Caissie LHB,—,N/A,12,9,3.00,0,0,0.125,0.222,0.125,-,0.171,11.1%,27.8%,55.6%,10.2%,85.2,305.2,1,0,-,-,-,-,66.7%,71.9,31.2%,12.5%,-,88.9%,-,-,33.3%,66.7%,33.3%,66.7%,-,11.1%
Liam Hicks LHB,,+1260,11,9,4.60,0,0,-,0.333,-,-,0.216,33.3%,8.3%,11.1%,2.4%,57.4,127.9,0,0,-,-,-,-,20.0%,68.5,10.0%,-,-,90.9%,-,-,20.0%,20.0%,20.0%,40.0%,40.0%,25.0%
Joe Mack LHB,,+1050,6,8,3.40,0,0,0.250,0.250,0.250,-,0.222,-,26.7%,37.5%,12.9%,68.5,85.3,0,0,-,-,20.0%,20.0%,20.0%,73.3,33.3%,16.7%,8.3%,80.0%,-,-,20.0%,40.0%,40.0%,20.0%,40.0%,11.1%
Xavier Edwards SHB,,+1260,25,8,4.20,0,0,0.286,0.375,0.286,-,0.304,12.5%,14.3%,12.5%,4.8%,77.0,236.7,1,0,-,-,33.3%,-,50.0%,70.1,-,7.7%,-,92.9%,16.7%,0.0%,33.3%,33.3%,66.7%,33.3%,-,18.2%
Jakob Marsee LHB,—,N/A,13,6,3.80,0,0,0.333,0.667,0.333,-,0.485,33.3%,28.6%,16.7%,6.2%,69.7,90.0,0,0,-,-,50.0%,-,-,69.9,-,-,-,100.0%,-,-,-,50.0%,50.0%,50.0%,-,9.1%
