Matchup,DET @ TB
Pitcher,Jack Flaherty
Pitcher Team,DET
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,52.2,249,0.262,0.354,0.452,0.190,1.61,8,1.37,12.0%,26.4%,25.3%,18.7%,11.5%,10.77,60.5%,6.2%,9.3%,46.7%,29.3%,15.9%,22.0%
vsLHB,26.2,131,0.278,0.374,0.463,0.185,1.88,4,1.35,15.3%,25.0%,21.4%,18.2%,10.5%,9.45,56.5%,5.6%,9.8%,47.6%,30.5%,16.0%,20.7%
vsRHB,26.0,118,0.245,0.332,0.441,0.196,1.35,4,1.38,8.5%,27.7%,29.7%,19.1%,12.6%,12.12,65.0%,6.8%,8.8%,45.6%,27.9%,15.8%,23.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jonathan Aranda LHB,+410,19,4.60,2,3,0.200,0.316,0.600,0.400,0.370,15.8%,23.7%,36.8%,10.7%,90.6,22.2%,22.2%,33.3%,44.4%,44.4%,71.8,17.2%,20.7%,10.3%,78.4%,44.4%,50.0%,22.2%,11.1%,33.3%,33.3%,33.3%,37.5%
Ryan Vilade RHB,N/A,13,3.00,2,2,0.273,0.385,0.818,0.545,0.491,15.4%,28.0%,23.1%,11.7%,91.7,25.0%,25.0%,25.0%,62.5%,37.5%,75.4,60.0%,15.0%,15.0%,90.9%,37.5%,66.7%,12.5%,37.5%,25.0%,50.0%,25.0%,20.0%
Yandy Diaz RHB,+540,16,4.60,1,1,0.308,0.438,0.538,0.231,0.424,12.5%,23.8%,18.8%,10.6%,95.7,20.0%,-,10.0%,50.0%,40.0%,75.1,47.4%,31.6%,26.3%,90.5%,50.0%,20.0%,10.0%,40.0%,10.0%,60.0%,30.0%,36.4%
Hunter Feduccia LHB,+1050,16,2.80,1,2,0.188,0.188,0.438,0.250,0.266,-,33.3%,50.0%,21.4%,81.4,12.5%,-,12.5%,37.5%,25.0%,70.0,9.7%,16.1%,6.5%,88.6%,50.0%,25.0%,12.5%,-,12.5%,50.0%,37.5%,46.7%
Victor Mesa Jr. LHB,+600,11,3.40,1,1,0.250,0.455,0.625,0.375,0.449,27.3%,35.0%,9.1%,16.7%,91.7,14.3%,14.3%,28.6%,42.9%,28.6%,74.2,31.6%,15.8%,15.8%,95.0%,28.6%,50.0%,14.3%,28.6%,57.1%,28.6%,14.3%,33.3%
Taylor Walls SHB,+1220,21,4.40,0,0,0.250,0.286,0.450,0.200,0.314,4.8%,26.7%,28.6%,9.9%,86.1,14.3%,7.1%,14.3%,28.6%,35.7%,67.1,7.1%,35.7%,3.6%,93.3%,14.3%,0.0%,28.6%,42.9%,50.0%,21.4%,28.6%,20.0%
Chandler Simpson LHB,+2200,21,4.20,0,0,0.316,0.381,0.316,-,0.316,9.5%,3.8%,4.8%,1.7%,84.7,-,-,-,16.7%,16.7%,65.4,4.5%,63.6%,4.5%,91.7%,16.7%,0.0%,16.7%,55.6%,38.9%,22.2%,38.9%,24.0%
Richie Palacios LHB,+850,18,4.20,0,1,0.143,0.333,0.214,0.071,0.264,22.2%,30.0%,22.2%,14.8%,91.8,10.0%,10.0%,40.0%,40.0%,30.0%,69.8,3.8%,34.6%,7.7%,89.7%,20.0%,0.0%,30.0%,40.0%,70.0%,20.0%,10.0%,33.3%
Cedric Mullins LHB,+730,16,4.00,0,0,0.167,0.375,0.250,0.083,0.297,25.0%,20.0%,25.0%,7.8%,94.8,-,-,50.0%,37.5%,75.0%,70.5,3.3%,26.7%,6.7%,100.0%,50.0%,0.0%,50.0%,-,50.0%,50.0%,-,29.4%
Ben Williamson RHB,N/A,14,2.20,0,0,0.333,0.429,0.333,-,0.347,14.3%,14.3%,14.3%,6.1%,89.5,-,-,10.0%,40.0%,30.0%,67.7,15.0%,25.0%,5.0%,83.3%,10.0%,0.0%,30.0%,60.0%,20.0%,50.0%,30.0%,5.9%
Junior Caminero RHB,+330,12,4.60,0,0,0.091,0.167,0.091,-,0.128,8.3%,16.7%,16.7%,5.7%,91.6,-,-,-,55.6%,22.2%,78.5,68.8%,31.2%,12.5%,88.9%,22.2%,0.0%,11.1%,66.7%,33.3%,55.6%,11.1%,14.3%
Nick Fortes RHB,+556,9,3.20,0,0,-,-,-,-,-,-,33.3%,33.3%,20.9%,89.1,-,-,33.3%,33.3%,16.7%,71.9,13.0%,13.0%,8.7%,85.2%,16.7%,0.0%,16.7%,33.3%,66.7%,16.7%,16.7%,66.7%
Oliver Dunn LHB,N/A,5,2.20,0,0,-,0.200,-,-,0.130,20.0%,14.3%,20.0%,5.9%,91.8,-,-,-,33.3%,-,75.2,50.0%,16.7%,-,100.0%,-,-,-,66.7%,-,66.7%,33.3%,0.0%
