Matchup,CLE @ MIL
Pitcher,Shane Drohan
Pitcher Team,MIL
Opposing Team,CLE

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,42.2,177,0.238,0.283,0.366,0.128,1.17,3,0.63,6.2%,29.0%,24.9%,23.7%,14.6%,9.28,69.5%,7.9%,9.0%,37.7%,28.7%,8.6%,9.8%
vsLHB,17.2,74,0.286,0.313,0.414,0.129,1.30,0,-,4.1%,32.1%,21.6%,22.5%,15.7%,8.15,66.2%,9.0%,9.1%,34.5%,27.3%,-,9.1%
vsRHB,25.0,103,0.202,0.262,0.330,0.128,1.08,3,1.08,7.8%,27.0%,27.2%,24.3%,13.8%,10.08,71.8%,7.2%,9.0%,40.3%,29.9%,15.0%,10.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Rhys Hoskins RHB,,+350,19,14,4.00,1,1,0.250,0.357,0.583,0.333,0.397,14.3%,29.2%,21.4%,13.5%,92.5,212.9,2,1,11.1%,11.1%,55.6%,44.4%,33.3%,72.8,26.1%,21.7%,8.7%,95.8%,22.2%,50.0%,33.3%,11.1%,66.7%,-,33.3%,23.1%
Daniel Schneemann LHB,—,N/A,18,12,2.80,1,1,0.182,0.250,0.455,0.273,0.303,8.3%,32.0%,16.7%,16.0%,93.9,321.8,5,1,11.1%,11.1%,11.1%,55.6%,22.2%,70.4,9.1%,36.4%,9.1%,88.0%,44.4%,25.0%,22.2%,33.3%,44.4%,44.4%,11.1%,30.8%
Travis Bazzana LHB,,+880,14,17,4.00,0,0,0.154,0.353,0.154,-,0.257,23.5%,27.8%,17.6%,14.5%,85.1,240.8,2,1,-,-,-,40.0%,10.0%,71.0,22.6%,9.7%,3.2%,88.6%,20.0%,0.0%,10.0%,50.0%,20.0%,70.0%,10.0%,52.9%
David Fry RHB,,+710,14,17,3.00,0,0,0.143,0.294,0.143,-,0.219,17.6%,32.1%,41.2%,12.3%,84.0,201.7,0,0,-,-,14.3%,28.6%,42.9%,71.4,12.0%,12.0%,4.0%,89.3%,14.3%,0.0%,28.6%,57.1%,57.1%,42.9%,-,35.3%
Steven Kwan LHB,,+1500,8,17,3.40,0,0,0.062,0.118,0.062,-,0.091,5.9%,14.3%,11.8%,5.9%,85.5,240.8,2,0,-,-,15.4%,15.4%,46.2%,63.3,-,45.5%,-,81.5%,23.1%,0.0%,38.5%,38.5%,15.4%,76.9%,7.7%,18.8%
Stuart Fairchild RHB,,+820,-,13,2.60,0,0,-,0.462,-,-,0.305,38.5%,66.7%,46.2%,23.8%,99.8,369.1,1,1,-,-,-,100.0%,-,71.1,8.3%,8.3%,8.3%,85.7%,100.0%,0.0%,-,-,-,100.0%,-,22.2%
Kyle Manzardo LHB,,+570,15,13,3.60,0,1,0.417,0.462,0.500,0.083,0.421,7.7%,35.7%,30.8%,22.7%,81.6,266.4,1,1,12.5%,-,25.0%,25.0%,50.0%,69.8,4.8%,14.3%,9.5%,75.0%,25.0%,0.0%,37.5%,37.5%,50.0%,37.5%,12.5%,41.7%
Austin Hedges RHB,,+920,10,12,3.40,0,0,0.200,0.333,0.200,-,0.256,16.7%,22.7%,8.3%,10.9%,63.9,206.8,0,0,-,-,-,11.1%,11.1%,70.1,21.1%,15.8%,-,90.5%,-,-,11.1%,66.7%,77.8%,22.2%,-,43.8%
Brayan Rocchio SHB,,+980,16,11,3.60,0,0,0.182,0.182,0.273,0.091,0.196,-,34.4%,18.2%,21.2%,87.6,265.9,1,0,-,-,-,33.3%,33.3%,69.2,-,13.3%,3.3%,96.8%,44.4%,0.0%,11.1%,44.4%,33.3%,22.2%,44.4%,53.8%
Patrick Bailey SHB,—,N/A,10,10,4.00,0,1,0.143,0.300,0.143,-,0.219,20.0%,36.8%,20.0%,16.7%,93.7,339.7,2,1,-,-,16.7%,33.3%,16.7%,72.5,20.0%,40.0%,13.3%,78.9%,16.7%,0.0%,16.7%,66.7%,16.7%,33.3%,50.0%,50.0%
Petey Halpin LHB,—,N/A,-,10,2.00,0,0,-,-,-,-,-,-,42.1%,30.0%,27.6%,72.9,124.8,0,0,-,-,14.3%,14.3%,14.3%,70.5,11.1%,16.7%,5.6%,94.7%,14.3%,0.0%,14.3%,42.9%,57.1%,28.6%,14.3%,55.6%
Gabriel Arias RHB,,+590,-,3,3.20,0,0,0.333,0.333,0.333,-,0.297,-,33.3%,33.3%,16.7%,95.2,197.3,0,0,-,-,-,50.0%,50.0%,73.4,25.0%,12.5%,-,88.9%,-,-,50.0%,50.0%,50.0%,-,50.0%,16.7%
