Matchup,TB @ COL
Pitcher,Gabriel Hughes
Pitcher Team,COL
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,24.1,99,0.247,0.282,0.326,0.079,1.19,0,-,7.1%,18.1%,21.2%,15.6%,9.4%,7.77,67.7%,8.1%,2.9%,27.1%,31.4%,-,17.1%
vsLHB,14.0,59,0.259,0.277,0.333,0.074,1.21,0,-,5.1%,14.4%,16.9%,11.9%,7.4%,6.43,67.8%,8.3%,2.2%,26.1%,23.9%,-,19.6%
vsRHB,10.0,40,0.229,0.290,0.314,0.086,1.20,0,-,10.0%,24.1%,27.5%,21.6%,12.6%,9.90,67.5%,7.9%,4.2%,29.2%,45.8%,-,12.5%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Junior Caminero RHB,,+230,28,4.20,10,3,4,98.6,347.5,5,4,30.0%,10.0%,10.0%,60.0%,30.0%,78.4,85.7%,57.1%,42.9%,100.0%,50.0%,50.0%,60.0%,-,40.0%,10.0%,50.0%,40.0%,25.0%
Richie Palacios LHB,,+900,20,2.80,10,2,3,89.4,278.2,4,2,20.0%,20.0%,50.0%,40.0%,30.0%,68.9,-,66.7%,25.0%,100.0%,60.0%,50.0%,40.0%,10.0%,20.0%,60.0%,30.0%,10.0%,16.7%
Ryan Vilade RHB,—,N/A,28,2.60,10,1,1,80.1,207.8,3,2,10.0%,-,30.0%,20.0%,50.0%,76.0,58.3%,25.0%,16.7%,85.7%,50.0%,30.0%,33.3%,20.0%,30.0%,50.0%,30.0%,20.0%,22.2%
Cedric Mullins LHB,,+391,25,3.80,10,1,2,90.9,258.4,3,1,-,-,30.0%,30.0%,10.0%,72.1,18.8%,50.0%,-,100.0%,80.0%,70.0%,14.3%,10.0%,-,30.0%,20.0%,50.0%,33.3%
Nick Fortes RHB,—,N/A,23,2.80,10,1,1,87.5,351.5,3,3,10.0%,10.0%,20.0%,40.0%,30.0%,72.3,18.8%,37.5%,25.0%,100.0%,40.0%,10.0%,100.0%,30.0%,60.0%,60.0%,30.0%,10.0%,33.3%
Jonny DeLuca RHB,—,N/A,18,3.00,10,1,1,86.4,243.5,2,1,10.0%,10.0%,10.0%,30.0%,30.0%,72.8,35.0%,25.0%,15.0%,87.0%,50.0%,30.0%,33.3%,20.0%,40.0%,20.0%,60.0%,20.0%,55.6%
Ben Williamson RHB,—,N/A,21,2.80,10,1,1,86.6,275.8,1,1,-,-,10.0%,30.0%,40.0%,69.1,-,50.0%,25.0%,92.3%,40.0%,-,-,40.0%,60.0%,40.0%,30.0%,30.0%,42.9%
Jonathan Aranda LHB,,+400,43,4.40,10,0,0,88.1,287.2,1,1,-,-,10.0%,40.0%,30.0%,70.3,6.2%,43.8%,12.5%,100.0%,40.0%,10.0%,0.0%,30.0%,60.0%,30.0%,50.0%,20.0%,55.6%
Yandy Diaz RHB,,+480,28,4.20,10,0,0,91.3,241.5,3,1,-,-,-,60.0%,40.0%,74.4,46.7%,40.0%,33.3%,100.0%,60.0%,20.0%,0.0%,40.0%,30.0%,-,50.0%,50.0%,62.5%
Taylor Walls SHB,,+1000,18,3.40,10,0,1,72.7,283.0,2,2,-,-,30.0%,30.0%,30.0%,68.3,-,100.0%,14.3%,77.8%,50.0%,20.0%,0.0%,30.0%,20.0%,40.0%,40.0%,20.0%,66.7%
Liam Hicks LHB,,+680,42,4.20,10,0,0,88.8,271.3,2,0,-,-,-,30.0%,50.0%,69.9,10.0%,70.0%,20.0%,90.9%,80.0%,40.0%,0.0%,40.0%,20.0%,20.0%,60.0%,20.0%,33.3%
Victor Mesa Jr. LHB,,+441,38,3.60,10,0,2,87.0,302.2,4,3,20.0%,10.0%,30.0%,40.0%,30.0%,74.3,33.3%,33.3%,20.0%,100.0%,70.0%,50.0%,0.0%,20.0%,10.0%,30.0%,30.0%,40.0%,62.5%
Chandler Simpson LHB,,+3000,10,4.00,10,0,0,90.8,278.1,3,1,-,-,20.0%,30.0%,60.0%,65.4,-,57.1%,-,100.0%,70.0%,10.0%,0.0%,60.0%,30.0%,30.0%,50.0%,20.0%,77.8%
Kenny Piper RHB,—,N/A,-,5.00,4,0,0,91.7,221.0,1,0,-,-,25.0%,25.0%,-,76.1,66.7%,33.3%,16.7%,85.7%,50.0%,50.0%,0.0%,-,25.0%,25.0%,25.0%,50.0%,75.0%
