Matchup,CHC @ NYM
Pitcher,Shota Imanaga
Pitcher Team,CHC
Opposing Team,NYM

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,86.2,349,0.217,0.298,0.424,0.207,1.06,17,1.77,6.3%,30.5%,24.1%,20.9%,15.7%,8.72,58.9%,6.1%,10.4%,38.3%,31.7%,22.4%,19.2%
vsLHB,24.1,99,0.217,0.301,0.435,0.217,1.11,5,1.85,7.1%,32.2%,28.3%,28.6%,15.8%,10.36,61.6%,7.3%,12.5%,42.2%,31.2%,25.0%,18.8%
vsRHB,61.2,250,0.216,0.297,0.420,0.203,1.05,12,1.75,6.0%,29.9%,22.4%,18.5%,15.6%,8.17,57.8%,5.6%,9.7%,36.9%,31.8%,21.4%,19.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Carson Benge LHB,,+630,18,12,4.60,1,2,0.417,0.417,0.667,0.250,0.472,-,25.0%,33.3%,12.0%,92.3,272.1,2,2,25.0%,12.5%,12.5%,50.0%,50.0%,70.9,5.3%,26.3%,10.5%,79.2%,50.0%,25.0%,37.5%,12.5%,12.5%,62.5%,25.0%,18.2%
Juan Soto LHB,,+329,32,11,4.40,1,1,0.545,0.545,0.909,0.364,0.630,-,29.4%,9.1%,17.2%,95.6,291.5,3,1,10.0%,10.0%,20.0%,60.0%,50.0%,69.7,21.4%,64.3%,35.7%,87.5%,50.0%,20.0%,20.0%,30.0%,50.0%,30.0%,20.0%,16.7%
MJ Melendez LHB,—,N/A,-,4,2.00,1,1,0.250,0.250,1.000,0.750,0.525,-,0.0%,25.0%,-,81.5,305.7,1,1,33.3%,33.3%,33.3%,33.3%,-,73.3,33.3%,33.3%,16.7%,100.0%,33.3%,100.0%,-,-,33.3%,66.7%,-,100.0%
Eric Wagaman RHB,,+324,-,4,1.80,1,1,0.667,0.750,1.667,1.000,0.910,25.0%,33.3%,25.0%,12.5%,109.4,414.7,1,1,50.0%,50.0%,50.0%,100.0%,50.0%,76.1,50.0%,100.0%,100.0%,66.7%,50.0%,100.0%,-,50.0%,50.0%,50.0%,-,50.0%
Zack Short RHB,,+960,19,13,2.40,0,0,0.143,0.385,0.143,-,0.268,30.8%,35.3%,23.1%,13.0%,92.9,293.5,4,1,-,-,16.7%,33.3%,-,70.0,-,42.9%,-,82.4%,66.7%,0.0%,-,16.7%,33.3%,33.3%,33.3%,16.7%
A.J. Ewing LHB,,+1000,5,9,3.60,0,1,-,0.111,-,-,0.072,11.1%,40.0%,55.6%,16.7%,91.1,191.1,1,0,-,-,-,-,-,69.6,-,11.8%,-,85.0%,33.3%,0.0%,-,-,-,33.3%,66.7%,10.0%
Brett Baty LHB,—,N/A,12,9,3.00,0,0,0.111,0.111,0.111,-,0.099,-,33.3%,44.4%,13.9%,80.3,317.5,1,1,20.0%,-,-,20.0%,20.0%,73.0,33.3%,16.7%,8.3%,80.0%,40.0%,0.0%,-,60.0%,20.0%,60.0%,20.0%,28.6%
Mark Vientos RHB,,+414,15,8,3.00,0,0,0.125,0.125,0.125,-,0.111,-,31.6%,50.0%,17.1%,90.9,242.9,0,0,-,-,-,50.0%,25.0%,71.4,10.5%,15.8%,5.3%,100.0%,50.0%,0.0%,25.0%,25.0%,-,25.0%,75.0%,14.3%
Marcus Semien RHB,,+506,12,7,4.20,0,1,-,0.143,-,-,0.093,14.3%,12.5%,14.3%,6.1%,92.2,286.5,2,1,-,-,40.0%,60.0%,60.0%,70.0,-,20.0%,13.3%,93.8%,20.0%,0.0%,40.0%,40.0%,60.0%,20.0%,20.0%,50.0%
Francisco Alvarez RHB,,+367,9,7,4.00,0,0,0.333,0.429,0.333,-,0.347,14.3%,28.6%,28.6%,13.8%,89.9,258.1,1,0,-,-,-,25.0%,50.0%,74.3,58.3%,16.7%,-,100.0%,50.0%,0.0%,50.0%,-,-,75.0%,25.0%,0.0%
Luis Torrens RHB,,+800,7,6,3.80,0,0,0.200,0.333,0.200,-,0.268,-,5.3%,33.3%,2.9%,92.8,-,0,0,-,-,-,33.3%,33.3%,70.2,13.3%,13.3%,6.7%,83.3%,-,-,-,100.0%,33.3%,33.3%,33.3%,60.0%
Bo Bichette RHB,,+490,23,6,4.40,0,0,0.200,0.333,0.200,-,0.256,16.7%,11.1%,33.3%,6.5%,94.3,341.8,2,1,33.3%,-,-,33.3%,33.3%,67.3,6.7%,20.0%,6.7%,83.3%,66.7%,0.0%,-,33.3%,-,33.3%,66.7%,28.6%
Jared Young LHB,—,N/A,-,2,3.60,0,0,-,-,-,-,-,-,0.0%,-,-,67.6,174.2,0,0,-,-,-,-,-,70.2,-,-,-,100.0%,-,-,-,50.0%,-,50.0%,50.0%,0.0%
