Matchup,MIA @ CHC
Pitcher,Janson Junk
Pitcher Team,MIA
Opposing Team,CHC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,114.0,485,0.273,0.326,0.427,0.154,1.34,14,1.11,6.4%,15.1%,15.9%,13.8%,7.3%,6.08,62.4%,7.5%,7.0%,38.8%,23.0%,16.3%,17.4%
vsLHB,67.2,305,0.293,0.337,0.432,0.139,1.52,6,0.80,6.9%,16.2%,17.4%,14.1%,7.7%,7.05,63.2%,7.7%,6.6%,41.9%,18.8%,14.0%,18.3%
vsRHB,45.2,180,0.240,0.305,0.419,0.180,1.09,8,1.58,5.6%,13.1%,13.3%,13.0%,6.7%,4.73,61.0%,7.1%,7.6%,33.8%,29.7%,18.6%,15.9%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Pete Crow-Armstrong LHB,,+690,35,5.00,8,3,3,95.0,297.4,5,5,37.5%,25.0%,62.5%,62.5%,50.0%,78.4,86.7%,33.3%,26.7%,100.0%,75.0%,50.0%,75.0%,25.0%,-,62.5%,37.5%,-,42.9%
Dansby Swanson RHB,,+870,20,3.80,8,1,1,90.0,273.6,2,1,-,-,25.0%,37.5%,25.0%,70.8,9.1%,54.5%,18.2%,100.0%,50.0%,25.0%,50.0%,25.0%,37.5%,62.5%,12.5%,25.0%,20.0%
Michael Conforto LHB,,+1060,23,3.60,8,1,2,90.8,228.5,2,1,12.5%,12.5%,50.0%,50.0%,50.0%,75.5,60.0%,33.3%,26.7%,93.8%,50.0%,12.5%,100.0%,37.5%,37.5%,75.0%,12.5%,12.5%,42.9%
Ian Happ SHB,,+1000,30,2.60,8,1,1,96.0,265.1,4,1,12.5%,12.5%,37.5%,62.5%,50.0%,72.4,23.1%,53.8%,23.1%,92.9%,62.5%,37.5%,33.3%,25.0%,25.0%,62.5%,25.0%,12.5%,12.5%
Pedro Ramirez SHB,,+1140,14,4.20,8,0,0,89.8,268.8,3,1,-,-,-,12.5%,25.0%,72.3,33.3%,55.6%,11.1%,100.0%,62.5%,37.5%,0.0%,25.0%,25.0%,12.5%,75.0%,12.5%,33.3%
Miguel Amaya RHB,—,N/A,22,3.40,8,0,0,80.0,252.6,2,1,-,-,12.5%,37.5%,37.5%,69.6,-,23.5%,-,89.5%,37.5%,37.5%,0.0%,-,25.0%,37.5%,50.0%,12.5%,60.0%
Alex Bregman RHB,—,N/A,18,4.00,8,0,0,93.5,248.3,1,1,12.5%,-,37.5%,50.0%,37.5%,68.4,5.6%,44.4%,11.1%,100.0%,87.5%,50.0%,0.0%,37.5%,-,37.5%,37.5%,25.0%,66.7%
Carson Kelly RHB,,+1060,11,3.40,8,0,0,77.5,219.0,0,0,-,-,-,12.5%,50.0%,70.7,16.7%,41.7%,-,100.0%,50.0%,12.5%,0.0%,37.5%,37.5%,12.5%,25.0%,62.5%,33.3%
Tyrone Taylor RHB,—,N/A,15,2.60,8,0,0,82.0,235.6,2,0,-,-,12.5%,12.5%,25.0%,71.8,-,37.5%,-,72.7%,50.0%,25.0%,0.0%,25.0%,25.0%,37.5%,12.5%,50.0%,40.0%
Nico Hoerner RHB,,+1700,11,4.20,8,0,0,82.4,262.0,2,1,-,-,25.0%,12.5%,37.5%,69.4,-,50.0%,-,80.0%,50.0%,25.0%,0.0%,25.0%,37.5%,50.0%,37.5%,12.5%,60.0%
Seiya Suzuki RHB,,+640,30,4.60,8,0,0,91.7,301.8,4,1,25.0%,-,12.5%,50.0%,25.0%,74.4,40.0%,50.0%,10.0%,90.9%,87.5%,75.0%,0.0%,12.5%,12.5%,25.0%,37.5%,37.5%,28.6%
Michael Busch LHB,,+1000,29,4.40,8,0,0,81.4,277.1,1,0,-,-,12.5%,25.0%,12.5%,69.6,15.4%,30.8%,15.4%,92.9%,37.5%,37.5%,0.0%,-,62.5%,62.5%,25.0%,12.5%,14.3%
Gabriel Arias RHB,—,N/A,29,2.20,8,0,1,82.7,235.1,1,0,-,-,-,25.0%,37.5%,73.2,26.7%,20.0%,-,93.8%,37.5%,25.0%,0.0%,12.5%,62.5%,50.0%,12.5%,37.5%,83.3%
Matt Shaw RHB,—,N/A,29,2.40,8,0,2,84.2,310.8,4,3,-,-,12.5%,37.5%,12.5%,71.6,11.1%,33.3%,-,100.0%,75.0%,62.5%,0.0%,12.5%,25.0%,25.0%,50.0%,25.0%,40.0%
