Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Anthony Volpe","NYY","Sean Burke","CWS","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","1"
"Randy Arozarena","SEA","Roki Sasaki","LAD","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Ryan O'Hearn","PIT","Rhett Lowder","CIN","1","1.000","1.00","1.00","2.00","0","1","0","0","1","1","2","0.0","1.000","1"
"Marcell Ozuna","PIT","Rhett Lowder","CIN","1","1.000","1.00","1.00","2.00","0","1","0","0","1","1","2","0.0","1.000","0"
"Masyn Winn","STL","Javier Assad","CHC","7","0.857","0.83","0.43","1.29","5","0","0","1","1","1","9","0.0","0.875","1"
"Michael Busch","CHC","Andre Pallante","STL","9","0.778","0.71","0.78","1.56","4","1","0","2","3","5","14","0.0","0.778","0"
"Jarren Duran","BOS","Mason Barnett","ATH","5","0.600","0.75","0.20","0.80","2","1","0","0","1","1","4","20.0","0.667","1"
"Jimmy Crooks","STL","Javier Assad","CHC","2","0.500","1.00","1.00","1.50","0","0","1","0","1","0","3","50.0","0.500","0"
"Daylen Lile","WSH","Grant Holmes","ATL","2","0.500","1.00","1.00","1.50","0","0","1","0","1","0","3","50.0","0.500","0"
"Colson Montgomery","CWS","Ryan Weathers","NYY","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.667","1"
"Kyle Tucker","LAD","Bryan Woo","SEA","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.667","1"
"Josh Naylor","SEA","Roki Sasaki","LAD","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Jorbit Vivas","WSH","Grant Holmes","ATL","4","0.500","0.33","0.75","1.25","1","0","0","1","1","2","5","0.0","0.600","0"
"Shohei Ohtani","LAD","Bryan Woo","SEA","6","0.500","0.40","0.50","1.00","2","0","0","1","1","2","6","0.0","0.625","2"
"Ryan Jeffers","MIN","Noah Cameron","KC","8","0.500","0.67","0.25","0.75","2","2","0","0","2","0","6","25.0","0.500","0"
"Seiya Suzuki","CHC","Andre Pallante","STL","12","0.500","0.55","0.17","0.67","4","2","0","0","2","0","8","8.3","0.571","2"
"Josh Rojas","KC","Bailey Ober","MIN","5","0.400","0.50","0.20","0.60","1","1","0","0","1","1","3","20.0","0.400","0"
"Ian Happ","CHC","Andre Pallante","STL","18","0.389","0.40","0.33","0.72","3","3","0","1","4","5","13","11.1","0.500","4"
"Bo Bichette","NYM","Eury Perez","MIA","8","0.375","0.43","0.13","0.50","2","1","0","0","1","0","4","12.5","0.375","0"
"Ronald Acuna Jr.","ATL","Jake Irvin","WSH","8","0.375","0.60","0.25","0.63","2","0","1","0","1","0","5","37.5","0.500","0"
"Nico Hoerner","CHC","Andre Pallante","STL","11","0.364","0.33","0.36","0.73","2","1","0","1","2","2","8","9.1","0.462","2"
"Grant McCray","SF","JP Sears","SD","3","0.333","1.00","0.33","0.67","0","1","0","0","1","0","2","66.7","0.333","0"
"Dylan Crews","WSH","Grant Holmes","ATL","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.500","1"
"Noelvi Marte","CIN","Yohan Ramirez","PIT","3","0.333","0.33","0.33","0.67","0","1","0","0","1","1","2","0.0","0.333","0"
"Ryan McMahon","NYY","Sean Burke","CWS","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Keibert Ruiz","WSH","Grant Holmes","ATL","6","0.333","0.40","0.17","0.50","1","1","0","0","1","0","3","16.7","0.333","0"
"Nick Loftin","KC","Bailey Ober","MIN","9","0.333","0.38","0.22","0.56","1","2","0","0","2","0","5","11.1","0.400","1"
"Michael Harris II","ATL","Jake Irvin","WSH","22","0.318","0.37","0.09","0.41","5","2","0","0","2","2","9","13.6","0.375","2"
"Alec Burleson","STL","Javier Assad","CHC","10","0.300","0.27","0.10","0.40","2","1","0","0","1","1","4","0.0","0.273","0"
"Luis Garcia Jr.","WSH","Grant Holmes","ATL","7","0.286","0.33","0.14","0.43","1","1","0","0","1","0","3","14.3","0.286","0"
"Salvador Perez","KC","Bailey Ober","MIN","30","0.267","0.30","0.27","0.53","4","2","0","2","4","9","16","30.0","0.281","0"
"James Wood","WSH","Grant Holmes","ATL","4","0.250","0.00","0.75","1.00","0","0","0","1","1","1","4","25.0","0.500","2"
"Tyrone Taylor","NYM","Eury Perez","MIA","4","0.250","0.50","0.25","0.50","0","1","0","0","1","1","2","50.0","0.250","0"
"Jeff McNeil","ATH","Sonny Gray","BOS","8","0.250","0.29","0.13","0.38","1","1","0","0","1","2","3","12.5","0.250","0"
"Heliot Ramos","SF","JP Sears","SD","12","0.250","0.29","0.33","0.58","1","1","0","1","2","1","7","33.3","0.400","3"
"Matt Olson","ATL","Jake Irvin","WSH","19","0.211","0.17","0.32","0.53","2","0","0","2","2","3","10","26.3","0.286","2"
"Ezequiel Duran","TEX","Shane McClanahan","TB","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","20.0","0.200","0"
"Jake Burger","TEX","Shane McClanahan","TB","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","60.0","0.333","1"
"Royce Lewis","MIN","Noah Cameron","KC","10","0.200","0.25","0.10","0.30","1","1","0","0","1","0","3","20.0","0.200","0"
"Lars Nootbaar","STL","Javier Assad","CHC","11","0.182","0.29","0.18","0.36","0","2","0","0","2","0","4","36.4","0.250","1"
"Rafael Devers","SF","JP Sears","SD","12","0.167","0.22","0.08","0.25","1","1","0","0","1","0","3","25.0","0.167","0"
"Michael Massey","KC","Bailey Ober","MIN","14","0.143","0.10","0.21","0.36","1","0","0","1","1","1","5","21.4","0.143","0"
"Ozzie Albies","ATL","Jake Irvin","WSH","15","0.133","0.14","0.07","0.20","1","1","0","0","1","1","3","6.7","0.235","2"
"Pete Crow-Armstrong","CHC","Andre Pallante","STL","10","0.100","0.14","0.10","0.20","0","1","0","0","1","0","2","30.0","0.100","0"
"Mike Yastrzemski","ATL","Jake Irvin","WSH","12","0.083","0.00","0.25","0.33","0","0","0","1","1","1","4","16.7","0.267","3"
