Matchup,KC @ BAL
Pitcher,Brandon Young
Pitcher Team,BAL
Opposing Team,KC

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,8.1,2.04,="10-34",.294,.324,0.030,0,1,0,1,14.3,7,.415,.739
Batting Second,8.2,1.62,="10-36",.278,.583,0.305,3,2,0,5,12.5,4,.350,.933
Batting Third,9.2,1.03,="8-37",.216,.270,0.054,0,2,0,3,15.0,2,.250,.520
Batting Fourth,10.2,0.84,="5-36",.139,.167,0.028,0,1,0,2,22.5,4,.225,.392
Batting Fifth,9.0,1.22,="9-34",.265,.412,0.147,1,2,0,8,26.3,2,.297,.709
Batting Sixth,8.1,1.56,="9-33",.273,.424,0.151,1,2,0,4,10.5,4,.342,.766
Batting Seventh,7.1,2.18,="13-34",.382,.529,0.147,1,2,0,8,16.2,3,.432,.961
Batting Eighth,7.1,1.23,="7-28",.250,.357,0.107,0,1,1,2,19.4,2,.290,.647
Batting Ninth,8.0,0.75,="4-27",.148,.296,0.148,1,1,0,2,33.3,2,.233,.529

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Lane Thomas RHB,Batting First ​,="15-57",.263,.491,0.228,4,1,0,10,21.0,4,.323,.814
Bobby Witt Jr. RHB,Batting Second ​,="100-347",.288,.464,0.176,13,20,1,39,16.7,39,.359,.823
Salvador Perez RHB,Batting Fourth ​,="49-246",.199,.333,0.134,8,9,0,30,20.3,10,.244,.577
Carter Jensen LHB,Batting Fifth ​,="28-129",.217,.395,0.178,6,5,0,18,28.7,17,.307,.702
Starling Marte RHB,Batting Sixth ​,="12-41",.293,.317,0.024,0,1,0,4,17.4,2,.348,.665
Josh Rojas LHB,Batting Seventh ​,="1-7",.143,.143,0.000,0,0,0,0,14.3,0,.143,.286
Isaac Collins SHB,Batting Seventh ​,="23-91",.253,.374,0.121,1,8,0,12,21.1,20,.386,.760
Jac Caglianone LHB,Batting Seventh ​,="22-79",.278,.456,0.178,2,6,1,5,28.7,6,.345,.801
Luke Maile RHB,Batting Eighth ​,="1-4",.250,1.000,0.750,1,0,0,3,0.0,1,.400,1.400
Nick Loftin RHB,Batting Eighth ​,="14-69",.203,.391,0.188,2,5,1,13,13.6,8,.288,.679
Michael Massey LHB,Batting Eighth ​,="17-73",.233,.384,0.151,2,5,0,8,20.5,3,.260,.644
Kameron Misner LHB,Batting Ninth ​,="3-20",.150,.200,0.050,0,1,0,1,45.0,0,.150,.350
Tyler Tolbert RHB,Batting Ninth ​,="9-24",.375,.500,0.125,1,0,0,3,19.2,1,.385,.885
