Split,vsRHB
Range,L10
Dates,="7/30/2026"
Games,10

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
7:10 PM,Yohan Ramirez,@,4.2,23,0.96,0.333,0.359,1.93,0.095,0.429,0,-,9,33.3%,34.8%,30.8%,14.9%,15.43,2,8.7%,60.9%,7.4%,13,23.1%,1,7.7%,23.1%,-,7.7%
7:10 PM,Rhett Lowder,vs,14.0,63,3.39,0.293,0.328,1.43,0.103,0.397,1,0.64,23,21.1%,19.0%,20.7%,10.3%,7.71,3,4.8%,65.6%,8.5%,46,39.1%,3,6.5%,10.9%,20.0%,13.0%
7:15 PM,Jake Irvin,@,17.0,75,3.86,0.284,0.337,1.41,0.134,0.418,2,1.06,28,22.4%,22.7%,16.0%,10.1%,9.00,5,6.7%,57.3%,7.9%,51,33.3%,3,5.9%,27.5%,14.3%,23.5%
1:40 PM,Bailey Ober,vs,19.1,82,3.77,0.273,0.313,1.29,0.130,0.403,2,0.93,31,21.7%,17.1%,20.9%,11.7%,6.52,4,4.9%,79.3%,12.1%,63,34.9%,4,6.3%,22.2%,14.3%,15.9%
9:40 PM,JP Sears,vs,19.1,84,4.50,0.269,0.322,1.40,0.154,0.423,3,1.40,33,19.7%,17.9%,18.8%,8.8%,6.98,6,7.1%,49.4%,7.9%,64,43.8%,6,9.4%,37.5%,12.5%,14.1%
12:10 PM,Shane McClanahan,vs,37.2,163,3.55,0.265,0.300,1.35,0.099,0.364,3,0.72,55,26.1%,17.8%,18.4%,13.5%,6.93,11,6.7%,69.3%,8.3%,121,36.4%,8,6.6%,24.0%,10.3%,17.4%
2:10 PM,Ryan Weathers,@,38.2,167,4.08,0.265,0.328,1.34,0.166,0.430,6,1.40,65,29.0%,24.6%,20.1%,13.2%,9.54,12,7.2%,54.5%,6.6%,111,43.2%,9,8.1%,17.1%,26.3%,20.7%
7:15 PM,Grant Holmes,vs,20.2,90,3.78,0.262,0.315,1.31,0.125,0.388,2,0.87,31,26.6%,20.0%,17.0%,13.0%,7.84,6,6.7%,60.0%,7.9%,64,40.6%,5,7.8%,23.4%,-,23.4%
1:40 PM,Noah Cameron,@,43.0,185,4.91,0.250,0.326,1.30,0.202,0.452,8,1.67,76,25.2%,20.0%,15.7%,11.9%,7.74,14,7.6%,58.4%,8.1%,132,36.4%,12,9.1%,27.3%,19.4%,21.2%
2:10 PM,Sean Burke,vs,19.1,85,2.74,0.250,0.310,1.29,0.118,0.368,2,0.93,28,31.1%,35.3%,25.9%,15.0%,13.97,6,7.1%,57.6%,7.5%,46,28.3%,3,6.5%,23.9%,9.1%,26.1%
10:10 PM,Roki Sasaki,vs,23.0,97,5.32,0.244,0.356,1.22,0.311,0.556,6,2.35,50,26.7%,24.7%,19.4%,14.1%,9.39,6,6.2%,67.0%,6.9%,66,48.5%,11,16.7%,31.8%,23.8%,15.2%
9:40 PM,Sonny Gray,@,20.0,81,3.45,0.224,0.273,1.10,0.132,0.355,2,0.90,27,25.5%,21.0%,23.0%,13.4%,7.65,5,6.2%,72.8%,8.6%,59,39.0%,2,3.4%,18.6%,9.1%,22.0%
2:15 PM,Javier Assad,@,20.0,80,4.95,0.222,0.292,1.10,0.139,0.361,3,1.35,26,11.2%,16.2%,11.9%,4.9%,5.85,6,7.5%,61.3%,9.6%,59,40.7%,2,3.4%,23.7%,21.4%,8.5%
10:10 PM,Bryan Woo,@,23.0,89,2.10,0.216,0.237,0.83,0.114,0.330,2,0.78,29,26.3%,29.2%,24.8%,14.1%,10.17,0,-,73.0%,8.5%,62,38.7%,3,4.8%,14.5%,22.2%,21.0%
9:40 PM,Mason Barnett,vs,8.0,32,5.85,0.214,0.333,1.25,0.250,0.464,2,2.25,13,17.9%,25.0%,14.8%,8.2%,9.00,4,12.5%,56.2%,2.7%,20,60.0%,3,15.0%,25.0%,40.0%,20.0%
7:10 PM,Eury Perez,@,23.2,99,4.79,0.207,0.298,1.06,0.161,0.368,4,1.52,32,25.1%,24.2%,18.9%,13.1%,9.13,7,7.1%,64.6%,8.3%,63,42.9%,5,7.9%,22.2%,21.4%,19.0%
12:10 PM,Cole Winn,@,5.1,21,4.60,0.200,0.254,0.94,0.150,0.350,1,1.69,7,43.2%,19.0%,30.8%,25.4%,6.75,1,4.8%,61.9%,6.3%,16,37.5%,2,12.5%,37.5%,16.7%,31.2%
2:15 PM,Andre Pallante,vs,29.1,114,3.17,0.200,0.239,0.92,0.067,0.267,1,0.31,28,17.3%,16.7%,12.8%,7.4%,5.83,6,5.3%,61.4%,6.6%,86,26.7%,2,2.3%,14.0%,8.3%,14.0%
7:10 PM,Nolan McLean,vs,26.2,109,2.95,0.177,0.244,1.05,0.073,0.250,1,0.34,24,24.2%,25.7%,21.9%,10.2%,9.45,11,10.1%,56.4%,5.6%,68,26.5%,3,4.4%,19.1%,7.7%,7.4%
