Matchup,TOR @ BOS
Pitcher,Kevin Gausman
Pitcher Team,TOR
Opposing Team,BOS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,115.2,491,0.252,0.306,0.406,0.155,1.28,15,1.17,6.9%,27.0%,23.8%,18.7%,13.5%,9.10,61.9%,6.1%,8.3%,39.2%,25.1%,15.3%,17.4%
vsLHB,68.0,286,0.241,0.292,0.375,0.134,1.25,6,0.79,7.7%,26.0%,22.0%,17.5%,12.8%,8.34,61.5%,5.4%,7.0%,36.3%,24.9%,10.0%,13.4%
vsRHB,47.1,205,0.266,0.326,0.448,0.182,1.33,9,1.71,5.9%,28.5%,26.3%,20.2%,14.5%,10.27,62.4%,7.1%,10.1%,43.5%,25.4%,22.9%,23.2%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ceddanne Rafaela RHB,,+870,25,4.20,10,2,2,85.8,277.6,2,2,10.0%,10.0%,20.0%,50.0%,10.0%,70.0,10.0%,30.0%,15.0%,80.0%,50.0%,40.0%,25.0%,10.0%,40.0%,30.0%,50.0%,20.0%,50.0%
Anthony Seigler SHB,,+900,14,4.20,10,1,1,89.2,263.4,2,1,10.0%,10.0%,10.0%,50.0%,40.0%,67.3,-,43.8%,12.5%,94.1%,50.0%,30.0%,33.3%,20.0%,40.0%,40.0%,10.0%,50.0%,50.0%
Carlos Narvaez RHB,,+800,14,3.20,10,1,1,87.0,266.9,4,2,10.0%,10.0%,10.0%,40.0%,30.0%,74.0,57.1%,35.7%,14.3%,100.0%,60.0%,50.0%,20.0%,10.0%,10.0%,20.0%,40.0%,40.0%,40.0%
Caleb Durbin RHB,,+1000,9,3.80,10,1,1,72.0,212.9,1,1,-,-,10.0%,10.0%,20.0%,69.7,11.8%,11.8%,-,85.0%,20.0%,10.0%,100.0%,10.0%,60.0%,30.0%,70.0%,-,60.0%
Willson Contreras RHB,,+400,31,4.00,10,0,0,89.6,274.9,5,1,10.0%,-,30.0%,30.0%,50.0%,79.3,92.9%,35.7%,21.4%,93.3%,80.0%,30.0%,0.0%,50.0%,20.0%,30.0%,60.0%,10.0%,10.0%
Connor Wong RHB,—,N/A,13,3.00,10,0,0,86.5,292.8,1,0,-,-,-,40.0%,10.0%,72.9,36.8%,26.3%,15.8%,86.4%,20.0%,20.0%,0.0%,-,80.0%,50.0%,30.0%,20.0%,20.0%
Andruw Monasterio RHB,,+800,18,3.60,10,0,0,85.3,245.1,4,0,-,-,30.0%,20.0%,70.0%,68.9,-,41.7%,8.3%,85.7%,80.0%,10.0%,0.0%,70.0%,10.0%,40.0%,30.0%,30.0%,0.0%
Wilyer Abreu LHB,,+448,17,4.20,10,0,0,82.2,256.0,3,0,-,-,10.0%,30.0%,30.0%,73.7,43.8%,37.5%,12.5%,100.0%,60.0%,40.0%,0.0%,20.0%,30.0%,30.0%,30.0%,40.0%,20.0%
Romy Gonzalez RHB,—,N/A,11,3.40,10,0,0,96.8,261.7,3,0,-,-,20.0%,50.0%,50.0%,72.2,16.7%,66.7%,33.3%,100.0%,50.0%,30.0%,0.0%,20.0%,40.0%,30.0%,40.0%,30.0%,60.0%
Jarren Duran LHB,,+600,20,3.80,10,0,0,88.4,262.2,1,0,-,-,20.0%,40.0%,40.0%,75.0,70.0%,25.0%,15.0%,95.2%,30.0%,10.0%,0.0%,20.0%,60.0%,50.0%,30.0%,20.0%,20.0%
Tsung-Che Cheng LHB,—,N/A,7,3.00,10,0,0,82.4,280.6,3,1,10.0%,-,30.0%,30.0%,60.0%,66.0,-,40.0%,15.0%,90.9%,70.0%,20.0%,0.0%,50.0%,20.0%,50.0%,40.0%,10.0%,30.0%
Masataka Yoshida LHB,,+950,14,3.80,10,0,0,90.7,261.2,3,2,-,-,20.0%,30.0%,30.0%,71.4,6.7%,46.7%,13.3%,100.0%,60.0%,40.0%,0.0%,20.0%,40.0%,30.0%,40.0%,30.0%,70.0%
Jahmai Jones RHB,—,N/A,7,1.60,9,0,0,85.9,250.8,3,1,-,-,11.1%,44.4%,22.2%,74.7,36.4%,45.5%,27.3%,84.6%,55.5%,33.3%,0.0%,22.2%,22.2%,22.2%,55.6%,22.2%,77.8%
