Matchup,ARI @ CIN
Pitcher,Zac Gallen
Pitcher Team,ARI
Opposing Team,CIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,69.2,311,0.305,0.360,0.481,0.175,1.55,11,1.42,6.8%,19.6%,14.5%,12.7%,9.2%,5.81,64.7%,6.4%,9.5%,45.7%,27.2%,13.6%,18.1%
vsLHB,37.2,168,0.316,0.364,0.474,0.158,1.57,5,1.19,6.5%,16.5%,11.9%,11.4%,7.4%,4.78,61.9%,6.0%,10.4%,49.6%,28.9%,12.8%,18.5%
vsRHB,32.0,143,0.293,0.355,0.489,0.195,1.53,6,1.69,7.0%,22.7%,17.5%,14.0%,11.1%,7.03,68.1%,6.8%,8.3%,40.7%,25.0%,14.8%,17.6%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
JJ Bleday LHB,,+357,16,20,4.80,2,2,0.389,0.450,0.833,0.444,0.535,10.0%,8.1%,5.0%,4.0%,90.3,284.3,8,3,11.8%,5.9%,35.3%,41.2%,58.8%,74.3,47.2%,27.8%,11.1%,97.3%,35.3%,33.3%,47.1%,5.9%,35.3%,47.1%,17.6%,20.0%
Blake Dunn RHB,,+620,17,22,4.80,1,1,0.143,0.182,0.286,0.143,0.206,4.5%,27.3%,31.8%,11.5%,86.1,279.4,5,2,7.1%,7.1%,7.1%,50.0%,42.9%,70.0,10.3%,34.5%,13.8%,87.9%,28.6%,25.0%,21.4%,35.7%,28.6%,42.9%,28.6%,15.0%
Noelvi Marte RHB,—,N/A,9,18,3.80,1,1,0.294,0.333,0.471,0.176,0.350,5.6%,33.3%,11.1%,22.0%,86.2,324.2,2,2,6.7%,-,-,26.7%,13.3%,72.0,21.4%,28.6%,10.7%,87.5%,6.7%,100.0%,6.7%,80.0%,40.0%,53.3%,6.7%,72.7%
Will Benson LHB,,+230,21,15,2.20,1,1,0.267,0.267,0.533,0.267,0.343,-,48.1%,40.0%,23.2%,83.8,332.2,4,1,11.1%,11.1%,22.2%,33.3%,44.4%,75.0,52.2%,21.7%,13.0%,88.5%,33.3%,33.3%,11.1%,44.4%,55.6%,22.2%,22.2%,45.5%
Nathaniel Lowe LHB,,+405,24,21,2.80,0,1,0.200,0.238,0.200,-,0.200,4.8%,5.7%,9.5%,2.5%,84.5,238.4,2,1,5.9%,-,5.9%,23.5%,29.4%,75.0,44.8%,17.2%,10.3%,90.6%,29.4%,0.0%,17.6%,41.2%,29.4%,35.3%,35.3%,28.6%
Tyler Stephenson RHB,,+442,36,19,3.80,0,0,0.167,0.211,0.222,0.056,0.195,5.3%,33.3%,26.3%,14.5%,85.2,220.9,1,1,-,-,15.4%,15.4%,46.2%,70.5,10.7%,25.0%,3.6%,87.5%,15.4%,0.0%,30.8%,38.5%,38.5%,30.8%,30.8%,25.0%
Sal Stewart RHB,,+501,17,17,4.60,0,1,0.143,0.294,0.286,0.143,0.264,17.6%,44.4%,29.4%,18.8%,90.9,258.6,4,1,22.2%,-,-,33.3%,22.2%,72.7,28.0%,16.0%,4.0%,96.2%,33.3%,0.0%,22.2%,22.2%,11.1%,33.3%,55.6%,31.2%
Matt McLain RHB,,+551,26,16,4.20,0,0,0.231,0.375,0.385,0.154,0.336,18.8%,50.0%,37.5%,17.6%,96.8,262.9,2,1,14.3%,-,28.6%,71.4%,57.1%,71.4,5.0%,30.0%,25.0%,87.0%,14.3%,0.0%,42.9%,28.6%,42.9%,42.9%,14.3%,26.3%
Eugenio Suarez RHB,,+345,18,14,4.00,0,0,0.167,0.286,0.167,-,0.220,14.3%,54.2%,42.9%,25.0%,96.6,307.7,2,0,-,-,16.7%,66.7%,33.3%,71.6,19.0%,23.8%,14.3%,87.5%,16.7%,0.0%,33.3%,50.0%,50.0%,50.0%,-,22.2%
P.J. Higgins RHB,,+443,5,12,3.20,0,0,0.364,0.417,0.455,0.091,0.382,8.3%,25.0%,25.0%,9.6%,87.2,237.3,1,1,-,-,50.0%,25.0%,50.0%,65.1,-,35.0%,-,100.0%,50.0%,0.0%,37.5%,12.5%,50.0%,12.5%,37.5%,26.7%
Edwin Arroyo SHB,,+660,8,11,4.00,0,0,0.444,0.545,0.444,-,0.442,18.2%,18.2%,18.2%,11.3%,90.9,213.4,0,0,-,-,28.6%,14.3%,28.6%,69.2,13.8%,17.2%,-,93.5%,14.3%,0.0%,28.6%,57.1%,71.4%,14.3%,14.3%,40.0%
Spencer Steer RHB,,+530,18,11,3.80,0,1,0.300,0.364,0.400,0.100,0.336,9.1%,35.7%,45.5%,13.5%,90.9,284.7,1,1,-,-,20.0%,60.0%,40.0%,71.1,13.0%,17.4%,4.3%,82.1%,20.0%,0.0%,20.0%,60.0%,80.0%,-,20.0%,23.5%
Dane Myers RHB,—,N/A,10,10,3.40,0,1,0.100,0.100,0.100,-,0.089,-,11.8%,20.0%,6.5%,80.8,262.9,2,1,14.3%,-,-,14.3%,14.3%,70.2,21.4%,28.6%,7.1%,82.4%,57.1%,0.0%,-,14.3%,14.3%,42.9%,42.9%,45.5%
