HR Split,Overall
Dates,="8/20/2026"
Games,20

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,8:10 PM,Grayson Rodriguez,@,1.21,0.46,1.70,1.71,11.9%,21.7%,42.2%,26.3%,7.9%,374
2,1:10 PM,Shane Bieber,@,0.89,1.07,0.19,1.49,11.5%,20.2%,45.1%,25.2%,5.9%,568
3,1:10 PM,Gavin Williams,vs,0.79,0.59,0.99,1.31,10.6%,23.5%,43.7%,26.3%,7.7%,1437
4,2:10 PM,Grant Holmes,@,0.73,0.69,0.54,1.42,10.3%,18.0%,43.1%,27.7%,7.3%,1106
5,12:40 PM,Michael McGreevy,@,0.67,1.09,-0.30,1.33,10.9%,12.4%,44.7%,30.2%,7.3%,1049
6,2:10 PM,Robert Gasser,vs,0.55,-0.44,0.85,1.54,7.9%,18.3%,38.2%,28.5%,7.2%,473
7,2:10 PM,George Kirby,@,0.50,0.96,0.02,1.60,7.3%,17.1%,39.0%,26.8%,7.8%,1281
8,1:10 PM,Ian Seymour,vs,0.38,0.36,0.38,1.09,10.5%,16.4%,38.2%,28.3%,10.5%,757
9,12:40 PM,Brady Singer,vs,0.03,0.48,-0.65,1.27,7.8%,14.3%,38.9%,25.1%,6.2%,1402
10,8:05 PM,Jacob deGrom,vs,0.01,0.56,-0.81,0.92,8.5%,12.9%,48.0%,27.6%,5.9%,1264
11,2:10 PM,Anthony Kay,vs,-0.07,-1.41,0.75,1.07,8.2%,15.5%,40.5%,23.8%,7.2%,660
12,2:10 PM,Gage Jump,@,-0.08,-0.04,0.08,1.17,5.8%,18.5%,37.0%,26.4%,7.8%,455
13,6:35 PM,Gerrit Cole,@,-0.33,-0.34,-0.06,0.84,6.4%,11.7%,42.3%,28.1%,8.2%,474
14,1:10 PM,Landen Roupp,@,-0.66,-0.35,-0.53,0.89,7.6%,14.6%,32.6%,23.3%,4.7%,1137
15,8:10 PM,Peter Lambert,vs,-0.68,-0.49,-0.54,0.61,6.5%,7.1%,35.5%,34.5%,7.4%,609
16,6:35 PM,Kyle Bradish,vs,-0.86,-0.97,-0.08,0.65,6.5%,10.8%,39.4%,23.4%,5.8%,797
17,8:05 PM,Andrew Alvarez,@,-1.41,-1.04,-1.04,0.36,4.9%,5.1%,41.3%,22.9%,6.1%,520
18,2:10 PM,Randy Dobnak,vs,-1.68,-1.18,-1.51,0.30,3.2%,4.8%,41.8%,21.1%,5.6%,309
