Split,Season
Range,L10
Dates,="6/16/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
7:10 PM,Kodai Senga,@,19.2,97,6.20,0.313,0.408,1.98,0.229,0.542,5,2.29,45,29.0%,23.7%,25.8%,13.3%,10.53,13,13.4%,53.6%,7.1%,60,40.0%,6,10.0%,31.7%,26.3%,21.7%
7:40 PM,Slade Cecconi,@,52.2,228,3.94,0.310,0.349,1.48,0.152,0.462,7,1.20,97,21.2%,18.9%,16.5%,10.1%,7.35,13,5.7%,68.6%,7.5%,172,36.0%,12,7.0%,25.6%,11.4%,13.4%
8:05 PM,Edward Cabrera,vs,50.0,227,5.64,0.309,0.382,1.62,0.222,0.531,13,2.34,110,26.2%,21.1%,19.4%,12.9%,8.64,17,7.5%,59.4%,7.0%,160,44.4%,23,14.4%,22.5%,33.3%,22.5%
7:10 PM,Brady Singer,vs,48.2,223,6.88,0.291,0.383,1.56,0.266,0.557,15,2.77,113,21.7%,15.2%,16.3%,9.6%,6.29,17,7.6%,52.7%,6.0%,170,37.1%,19,11.2%,33.5%,26.3%,21.8%
7:15 PM,Adrian Houser,@,49.1,222,5.67,0.286,0.377,1.52,0.240,0.526,10,1.82,103,19.6%,16.2%,16.5%,8.4%,6.57,19,8.6%,64.9%,6.8%,163,44.8%,17,10.4%,26.4%,23.3%,15.3%
9:40 PM,Jack Perkins,vs,21.2,101,4.95,0.276,0.365,1.48,0.207,0.483,4,1.66,42,26.6%,23.8%,19.8%,13.0%,9.97,8,7.9%,62.4%,6.6%,65,29.2%,4,6.2%,38.5%,12.0%,20.0%
7:40 PM,Robert Gasser,vs,18.1,87,7.25,0.267,0.401,1.58,0.320,0.587,6,2.95,44,26.4%,21.8%,18.3%,12.5%,9.33,9,10.3%,64.4%,7.8%,56,28.6%,5,8.9%,33.9%,26.3%,21.4%
9:40 PM,Merrill Kelly,vs,57.2,257,5.89,0.265,0.351,1.46,0.235,0.500,12,1.87,115,21.8%,13.6%,14.2%,10.5%,5.46,23,8.9%,63.7%,5.5%,197,43.1%,29,14.7%,27.9%,16.4%,20.8%
6:45 PM,Michael Wacha,@,60.0,258,4.35,0.262,0.328,1.35,0.186,0.447,8,1.20,106,20.2%,17.8%,19.0%,9.8%,6.90,19,7.4%,63.6%,8.4%,191,35.1%,11,5.8%,26.2%,16.0%,18.3%
9:40 PM,Mitch Keller,@,54.2,239,3.94,0.262,0.322,1.35,0.140,0.402,5,0.82,86,20.3%,18.4%,16.7%,9.9%,7.24,18,7.5%,59.8%,8.0%,172,40.1%,14,8.1%,22.7%,10.3%,16.3%
7:15 PM,Grant Holmes,vs,48.2,216,5.61,0.255,0.345,1.44,0.214,0.469,11,2.03,90,28.0%,20.8%,21.0%,13.8%,8.32,21,9.7%,58.1%,6.2%,148,50.7%,17,11.5%,25.7%,26.3%,23.0%
8:10 PM,Framber Valdez,@,54.0,236,5.10,0.249,0.333,1.35,0.171,0.420,9,1.50,86,23.4%,20.3%,18.0%,10.6%,8.00,22,9.3%,60.2%,7.4%,159,44.7%,15,9.4%,28.9%,19.6%,18.9%
6:40 PM,Jesus Luzardo,vs,55.0,239,3.59,0.248,0.312,1.33,0.129,0.376,5,0.82,79,29.8%,24.3%,19.9%,13.7%,9.49,21,8.8%,59.4%,6.6%,155,27.7%,10,6.5%,21.9%,14.7%,13.5%
8:05 PM,Zebby Matthews,@,35.2,150,5.26,0.246,0.329,1.21,0.225,0.471,8,2.02,65,23.5%,20.0%,21.0%,10.8%,7.57,9,6.0%,67.3%,8.5%,109,39.4%,14,12.8%,35.8%,20.5%,17.4%
9:40 PM,Brandon Young,@,56.0,238,4.10,0.238,0.293,1.25,0.126,0.364,6,0.96,78,21.9%,17.2%,17.3%,11.0%,6.59,19,8.0%,66.2%,8.1%,176,43.2%,14,8.0%,25.6%,13.3%,17.0%
7:05 PM,Davis Martin,@,60.1,243,1.99,0.235,0.264,1.09,0.075,0.310,1,0.15,70,29.0%,26.3%,23.0%,14.5%,9.55,13,5.3%,58.4%,7.7%,163,44.2%,10,6.1%,17.8%,3.4%,16.0%
8:05 PM,Kumar Rocker,vs,50.1,215,3.93,0.234,0.292,1.31,0.109,0.344,4,0.72,66,21.5%,17.7%,16.7%,9.8%,6.79,21,9.8%,52.1%,7.3%,155,45.2%,12,7.7%,20.0%,9.7%,13.5%
7:45 PM,Andre Pallante,vs,55.0,228,4.30,0.232,0.298,1.18,0.150,0.382,8,1.31,79,23.6%,21.5%,18.1%,10.5%,8.02,17,7.5%,67.5%,8.4%,159,32.1%,10,6.3%,22.6%,22.2%,11.3%
6:40 PM,Tyler Phillips,@,31.1,130,3.26,0.229,0.277,1.24,0.093,0.322,1,0.29,38,25.8%,16.9%,18.6%,11.8%,6.32,12,9.2%,65.2%,6.1%,96,31.2%,4,4.2%,26.0%,4.0%,11.5%
8:05 PM,Ryan Feltner,@,36.0,150,4.99,0.228,0.318,1.22,0.213,0.441,6,1.50,60,24.1%,17.3%,20.6%,11.6%,6.50,13,8.7%,54.3%,9.9%,110,45.5%,13,11.8%,30.0%,18.2%,17.3%
10:10 PM,Justin Wrobleski,vs,64.2,257,3.64,0.226,0.266,1.02,0.119,0.346,6,0.84,84,17.2%,16.0%,14.3%,8.5%,5.71,11,4.3%,64.0%,7.9%,203,45.3%,17,8.4%,31.0%,9.5%,9.9%
7:45 PM,Michael King,@,56.1,233,4.64,0.215,0.294,1.19,0.158,0.373,9,1.44,78,26.7%,21.9%,18.7%,12.1%,8.15,22,9.4%,58.3%,7.1%,157,34.4%,15,9.6%,25.5%,20.0%,14.6%
9:40 PM,Logan Gilbert,vs,56.1,230,4.63,0.215,0.302,1.07,0.206,0.421,11,1.76,88,28.0%,24.8%,17.6%,14.0%,9.11,15,6.5%,68.4%,7.5%,154,46.1%,20,13.0%,29.2%,24.4%,22.7%
6:45 PM,Payton Tolle,vs,52.1,215,2.70,0.211,0.259,1.07,0.106,0.317,3,0.52,63,25.6%,25.1%,22.5%,14.2%,9.29,14,6.5%,64.2%,7.8%,145,32.4%,7,4.8%,26.9%,7.7%,18.6%
6:45 PM,Foster Griffin,vs,58.1,234,4.87,0.210,0.296,1.01,0.201,0.411,12,1.85,88,23.7%,23.5%,18.8%,11.1%,8.49,14,6.0%,57.4%,5.5%,160,38.1%,19,11.9%,26.2%,26.2%,20.0%
6:45 PM,Dylan Cease,@,57.0,236,2.61,0.210,0.273,1.16,0.105,0.314,5,0.79,66,36.9%,35.6%,26.0%,16.9%,13.26,22,9.3%,61.9%,6.2%,126,39.7%,8,6.3%,20.6%,19.2%,19.8%
7:05 PM,Gerrit Cole,vs,21.1,88,4.22,0.210,0.280,1.08,0.160,0.370,3,1.27,30,17.9%,20.5%,20.2%,8.5%,7.59,6,6.8%,69.7%,4.4%,63,30.2%,3,4.8%,31.7%,15.0%,22.2%
10:10 PM,Drew Rasmussen,@,56.0,223,3.10,0.207,0.251,0.98,0.106,0.312,6,0.96,65,25.1%,26.9%,21.2%,12.5%,9.64,12,5.4%,67.9%,7.6%,149,28.2%,9,6.0%,17.4%,23.1%,18.8%
9:40 PM,Reid Detmers,@,59.0,236,3.03,0.203,0.267,1.03,0.132,0.335,6,0.92,71,29.1%,30.1%,22.8%,13.9%,10.83,18,7.6%,63.3%,8.5%,146,34.2%,11,7.5%,31.5%,13.0%,13.0%
8:10 PM,Hunter Brown,vs,10.2,43,1.60,0.135,0.207,1.03,0.027,0.162,0,-,6,26.0%,39.5%,31.5%,10.6%,14.34,6,14.0%,55.8%,8.9%,20,30.0%,0,-,25.0%,-,15.0%
