Matchup,MIL @ STL
Pitcher,Michael McGreevy
Pitcher Team,STL
Opposing Team,MIL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,55.1,230,0.259,0.314,0.426,0.167,1.27,8,1.30,6.1%,20.2%,15.7%,13.7%,9.5%,5.86,62.2%,6.6%,7.8%,43.9%,26.1%,17.0%,15.0%
vsLHB,32.0,137,0.276,0.340,0.465,0.189,1.41,6,1.69,7.3%,21.2%,14.6%,13.9%,9.5%,5.62,56.2%,7.3%,8.4%,44.9%,26.2%,21.4%,14.0%
vsRHB,23.1,93,0.236,0.276,0.371,0.135,1.07,2,0.77,4.3%,19.0%,17.2%,13.4%,9.5%,6.17,71.0%,5.5%,6.8%,42.5%,26.0%,10.5%,16.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Garrett Mitchell LHB,,+660,35,18,3.40,3,4,0.353,0.389,0.941,0.588,0.556,5.6%,54.5%,33.3%,26.1%,101.0,374.1,5,5,45.5%,9.1%,9.1%,81.8%,45.5%,79.4,84.4%,28.1%,21.9%,97.0%,54.6%,45.5%,60.0%,9.1%,45.5%,36.4%,36.4%,27.3%,25.0%
Jackson Chourio RHB,,+520,20,18,3.80,2,3,0.222,0.222,0.556,0.333,0.332,-,17.9%,27.8%,7.8%,88.6,293.2,5,3,23.1%,15.4%,15.4%,38.5%,23.1%,74.3,50.0%,26.9%,15.4%,92.9%,46.2%,38.5%,20.0%,7.7%,38.5%,38.5%,38.5%,23.1%,18.8%
Gary Sanchez RHB,—,N/A,22,12,3.80,2,2,0.333,0.500,1.000,0.667,0.586,25.0%,29.4%,25.0%,10.0%,96.8,366.6,3,2,33.3%,33.3%,33.3%,50.0%,66.7%,72.5,27.3%,36.4%,9.1%,91.7%,66.6%,33.3%,100.0%,33.3%,33.3%,66.7%,33.3%,-,16.7%
William Contreras RHB,,+800,12,25,4.80,1,1,0.217,0.280,0.348,0.130,0.281,4.0%,14.0%,16.0%,8.7%,92.3,318.2,3,1,5.3%,5.3%,10.5%,42.1%,15.8%,72.7,35.9%,30.8%,17.9%,90.7%,26.3%,15.8%,33.3%,10.5%,73.7%,47.4%,47.4%,5.3%,57.1%
Christian Yelich LHB,,+710,25,22,4.80,1,2,0.158,0.273,0.316,0.158,0.265,13.6%,34.3%,18.2%,14.6%,91.7,320.1,4,2,13.3%,-,-,53.3%,26.7%,73.0,38.2%,29.4%,14.7%,97.1%,40.0%,26.7%,25.0%,13.3%,60.0%,20.0%,46.7%,33.3%,20.0%
Joey Ortiz RHB,,+1400,10,16,3.40,1,1,0.375,0.375,0.562,0.188,0.409,-,20.7%,25.0%,10.7%,86.8,279.9,2,1,8.3%,-,8.3%,41.7%,25.0%,73.9,52.0%,36.0%,16.0%,89.3%,41.7%,16.7%,50.0%,25.0%,41.7%,16.7%,33.3%,50.0%,23.5%
Cooper Pratt RHB,,+1700,11,21,4.40,0,1,0.250,0.429,0.438,0.188,0.380,19.0%,23.3%,9.5%,9.1%,87.0,301.4,6,2,14.3%,-,7.1%,35.7%,50.0%,70.7,7.4%,25.9%,7.4%,90.0%,64.3%,35.7%,0.0%,28.6%,35.7%,14.3%,57.1%,28.6%,31.2%
Brice Turang LHB,,+960,17,19,4.60,0,0,0.316,0.316,0.474,0.158,0.341,-,2.5%,-,1.4%,89.5,286.8,6,0,-,-,5.3%,31.6%,47.4%,68.2,-,36.1%,11.1%,92.3%,63.2%,15.8%,0.0%,47.4%,36.8%,26.3%,36.8%,36.8%,46.2%
Andrew Vaughn RHB,—,N/A,8,18,2.80,0,0,0.308,0.444,0.538,0.231,0.404,22.2%,8.3%,16.7%,2.9%,89.4,286.1,4,1,9.1%,-,9.1%,27.3%,45.5%,69.7,-,27.3%,9.1%,91.7%,63.7%,36.4%,0.0%,27.3%,36.4%,36.4%,45.5%,18.2%,17.6%
Jake Bauers LHB,,+450,21,16,3.60,0,0,0.125,0.125,0.125,-,0.111,-,33.3%,31.2%,18.5%,87.9,247.1,3,1,9.1%,-,27.3%,54.5%,63.6%,76.8,71.0%,22.6%,9.7%,86.1%,72.8%,27.3%,0.0%,45.5%,27.3%,54.5%,27.3%,18.2%,25.0%
