HR Split,Overall
Dates,="9/15/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:10 PM,Sean Manaea,vs,1.43,-0.10,1.33,1.85,12.9%,17.4%,42.2%,30.6%,8.7%,973
2,9:38 PM,Logan Gilbert,@,1.39,0.31,1.71,2.04,10.0%,25.9%,41.4%,26.8%,7.4%,1405
3,7:45 PM,Blade Tidwell,@,0.86,1.78,-0.46,1.69,10.9%,19.8%,33.5%,30.8%,7.2%,381
4,7:40 PM,Kevin Gausman,vs,0.84,-0.24,1.50,1.71,7.7%,27.7%,40.0%,24.3%,7.3%,1714
5,7:40 PM,Bailey Ober,vs,0.82,0.44,0.85,1.48,10.2%,14.1%,41.9%,36.0%,8.1%,1229
6,9:38 PM,Ryan Johnson,vs,0.78,1.14,0.09,1.70,8.6%,17.6%,36.6%,36.0%,7.6%,549
7,6:40 PM,Rhett Lowder,vs,0.66,0.18,0.83,1.53,10.4%,15.0%,40.4%,28.3%,7.1%,656
8,6:40 PM,Jack Perkins,@,0.63,0.48,0.51,1.58,8.2%,18.3%,36.2%,35.7%,7.3%,731
9,8:40 PM,Walker Buehler,@,0.55,0.96,-0.19,1.61,8.3%,22.9%,35.1%,23.3%,7.7%,1242
10,8:40 PM,Kyle Freeland,vs,0.54,-0.39,0.65,1.39,9.8%,17.3%,41.2%,26.2%,7.3%,1390
11,7:07 PM,Drew Anderson,@,0.44,0.48,0.15,1.36,8.5%,22.9%,39.6%,23.4%,7.3%,523
12,8:10 PM,Michael Wacha,@,0.18,-0.58,1.18,1.36,6.9%,14.8%,34.1%,30.0%,9.5%,1575
13,6:40 PM,Griffin Jax,vs,0.04,0.55,-0.45,1.01,8.5%,17.3%,41.6%,24.2%,7.2%,796
14,6:40 PM,Yoshinobu Yamamoto,@,0.00,0.32,-0.30,1.00,7.4%,23.4%,42.0%,20.1%,6.7%,1611
15,7:10 PM,Shane Baz,@,-0.04,0.53,-0.90,1.06,7.4%,13.7%,39.6%,29.3%,7.5%,1555
16,8:05 PM,Patrick Sandoval,@,-0.08,-0.64,0.16,1.05,8.0%,14.8%,39.4%,25.6%,6.9%,370
17,8:05 PM,Jacob deGrom,vs,-0.29,-0.02,-0.33,0.95,7.0%,12.7%,42.3%,27.1%,5.5%,1373
18,8:10 PM,Hunter Brown,vs,-0.46,-0.05,-0.51,1.00,5.9%,16.1%,36.8%,25.1%,5.1%,1232
19,6:40 PM,Foster Griffin,vs,-0.53,0.41,-0.72,0.80,7.5%,11.2%,34.2%,23.9%,8.6%,782
20,9:40 PM,Janson Junk,@,-0.55,-0.53,-0.11,0.75,7.7%,10.2%,39.0%,24.6%,6.5%,993
21,6:45 PM,Cristopher Sanchez,@,-0.56,-1.65,-0.16,0.77,6.0%,22.6%,38.4%,13.4%,7.0%,1764
22,7:40 PM,Martin Perez,@,-0.77,0.86,-1.16,0.81,5.9%,13.0%,35.9%,22.1%,5.7%,892
23,6:45 PM,Jackson Kent,vs,-0.95,-0.24,-0.82,0.35,8.6%,5.6%,40.9%,22.1%,6.3%,239
24,6:40 PM,Jacob Misiorowski,@,-1.07,-0.73,-0.79,0.61,5.3%,8.7%,32.4%,25.7%,6.9%,1047
25,7:40 PM,Max Fried,@,-1.14,-1.31,-0.70,0.76,3.3%,12.2%,27.9%,26.2%,7.1%,1317
26,7:45 PM,Andre Pallante,vs,-1.54,-1.04,-1.16,0.42,3.5%,7.8%,33.5%,15.3%,8.0%,1422
27,6:40 PM,Antwone Kelly,vs,-,-,-,-,-,-,-,-,-,0
28,6:40 PM,Sean Burke,@,-,-,-,-,-,-,-,-,-,0
29,7:07 PM,Spencer Miles,vs,-,-,-,-,-,-,-,-,-,0
30,9:40 PM,Zac Gallen,vs,-,-,-,-,-,-,-,-,-,0
