Matchup,PHI @ TOR
Pitcher,Patrick Corbin
Pitcher Team,TOR
Opposing Team,PHI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,54.1,234,0.280,0.336,0.431,0.152,1.38,6,0.99,6.8%,19.2%,15.8%,15.4%,9.3%,6.13,64.6%,5.0%,7.9%,44.1%,23.2%,14.6%,18.1%
vsLHB,12.2,51,0.271,0.271,0.312,0.042,1.11,0,-,2.0%,23.7%,21.6%,18.0%,12.1%,7.82,69.2%,5.3%,2.6%,50.0%,18.4%,-,15.8%
vsRHB,41.0,183,0.282,0.354,0.466,0.184,1.49,6,1.32,8.2%,17.9%,14.2%,14.5%,8.6%,5.71,63.2%,4.9%,9.4%,42.4%,24.5%,17.6%,18.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kyle Schwarber LHB,,+299,30,18,4.80,1,1,0.375,0.444,0.562,0.188,0.436,11.1%,33.3%,27.8%,14.7%,92.8,273.8,1,1,9.1%,-,9.1%,36.4%,45.5%,77.1,80.0%,16.7%,6.7%,93.8%,9.1%,100.0%,36.4%,54.5%,54.5%,36.4%,9.1%,36.8%
Brandon Marsh LHB,,+920,13,17,4.20,1,1,0.375,0.412,0.750,0.375,0.489,5.9%,30.0%,23.5%,13.8%,91.4,286.1,2,2,8.3%,-,16.7%,41.7%,41.7%,72.4,22.2%,29.6%,11.1%,93.1%,33.3%,25.0%,33.3%,33.3%,50.0%,25.0%,25.0%,17.6%
Adolis Garcia RHB,,+559,20,13,3.80,1,1,0.273,0.308,0.636,0.364,0.378,7.7%,0.0%,-,-,89.2,290.7,5,1,8.3%,-,25.0%,50.0%,66.7%,73.3,50.0%,44.4%,27.8%,100.0%,33.3%,25.0%,41.7%,25.0%,33.3%,50.0%,16.7%,28.6%
Alec Bohm RHB,,+710,27,12,4.00,1,1,0.273,0.333,0.636,0.364,0.409,8.3%,14.3%,8.3%,6.1%,92.9,300.6,3,1,10.0%,-,20.0%,40.0%,50.0%,71.0,25.0%,40.0%,20.0%,95.2%,30.0%,33.3%,20.0%,40.0%,40.0%,40.0%,20.0%,35.7%
Edmundo Sosa RHB,,+372,10,11,2.40,1,1,0.091,0.091,0.364,0.273,0.191,-,27.6%,36.4%,18.2%,90.8,375.8,2,2,14.3%,14.3%,14.3%,42.9%,28.6%,71.7,18.5%,22.2%,3.7%,93.1%,28.6%,50.0%,-,71.4%,42.9%,57.1%,-,40.0%
Bryce Harper LHB,,+544,28,16,4.20,0,1,0.250,0.438,0.250,-,0.329,25.0%,47.2%,25.0%,24.3%,95.2,235.0,2,2,12.5%,-,12.5%,62.5%,25.0%,74.7,56.2%,18.8%,12.5%,88.9%,25.0%,0.0%,50.0%,25.0%,25.0%,62.5%,12.5%,56.2%
Bryson Stott LHB,,+970,9,13,3.40,0,0,0.167,0.231,0.250,0.083,0.216,7.7%,23.8%,7.7%,10.4%,88.1,286.0,4,2,9.1%,-,-,36.4%,36.4%,68.7,5.3%,47.4%,10.5%,90.5%,27.3%,0.0%,18.2%,45.5%,36.4%,27.3%,36.4%,25.0%
Trea Turner RHB,,+600,9,12,4.40,0,0,0.250,0.250,0.333,0.083,0.254,-,34.8%,8.3%,18.2%,88.2,322.3,3,0,-,-,9.1%,45.5%,36.4%,72.1,26.1%,30.4%,8.7%,100.0%,27.3%,0.0%,18.2%,54.5%,27.3%,27.3%,45.5%,36.4%
Justin Crawford LHB,,+1200,9,10,3.40,0,0,0.375,0.500,0.375,-,0.397,20.0%,23.1%,-,7.7%,68.0,-,0,0,-,-,-,25.0%,12.5%,67.3,-,37.5%,12.5%,61.5%,-,-,-,75.0%,25.0%,37.5%,37.5%,33.3%
J.T. Realmuto RHB,,+710,10,8,3.20,0,0,-,0.125,-,-,0.081,12.5%,12.5%,-,5.3%,97.1,241.7,1,1,14.3%,-,-,57.1%,14.3%,74.1,20.0%,40.0%,20.0%,100.0%,-,-,14.3%,71.4%,57.1%,28.6%,14.3%,44.4%
Rafael Marchan SHB,—,N/A,10,8,2.80,0,0,-,0.125,-,-,0.090,-,18.2%,25.0%,5.9%,84.3,308.9,2,0,-,-,40.0%,20.0%,60.0%,66.7,-,33.3%,11.1%,81.8%,20.0%,0.0%,40.0%,40.0%,80.0%,20.0%,-,11.1%
Steward Berroa SHB,,+1040,-,4,2.33,0,0,-,-,-,-,-,-,16.7%,75.0%,8.3%,89.1,264.3,0,0,-,-,-,-,100.0%,68.5,-,16.7%,-,100.0%,-,-,100.0%,-,-,-,100.0%,0.0%
