Matchup,NYM @ SEA
Pitcher,Austin Warren
Pitcher Team,NYM
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,19.1,79,0.203,0.275,0.319,0.116,1.19,1,0.47,11.4%,26.9%,27.8%,26.2%,11.4%,10.24,62.0%,7.0%,8.3%,39.6%,27.1%,7.7%,18.8%
vsLHB,10.0,40,0.222,0.290,0.389,0.167,1.10,1,0.90,7.5%,27.4%,22.5%,26.5%,11.8%,8.10,67.5%,9.0%,10.7%,50.0%,32.1%,11.1%,25.0%
vsRHB,9.1,39,0.182,0.260,0.242,0.061,1.29,0,-,15.4%,26.4%,33.3%,26.0%,11.0%,12.54,56.4%,5.2%,5.0%,25.0%,20.0%,-,10.0%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Julio Rodriguez RHB,+520,21,4.80,3,3,0.286,0.286,0.810,0.524,0.463,-,22.9%,14.3%,12.9%,91.0,22.2%,11.1%,16.7%,33.3%,44.4%,79.2,89.7%,20.7%,20.7%,82.9%,38.9%,42.9%,27.8%,22.2%,27.8%,38.9%,33.3%,33.3%
JP Crawford LHB,+730,20,4.80,2,2,0.211,0.250,0.526,0.316,0.331,5.0%,30.3%,35.0%,12.7%,87.7,16.7%,8.3%,16.7%,25.0%,33.3%,71.3,14.3%,28.6%,7.1%,84.8%,33.3%,50.0%,25.0%,33.3%,33.3%,33.3%,33.3%,28.0%
Dominic Canzone LHB,N/A,11,3.80,2,2,0.300,0.364,1.000,0.700,0.556,9.1%,13.0%,18.2%,6.0%,100.9,25.0%,25.0%,37.5%,87.5%,50.0%,73.7,40.0%,30.0%,30.0%,90.9%,25.0%,100.0%,25.0%,50.0%,62.5%,12.5%,25.0%,31.2%
Randy Arozarena RHB,+680,17,4.80,1,2,0.062,0.118,0.250,0.188,0.166,-,30.8%,23.5%,16.0%,93.8,25.0%,-,8.3%,41.7%,50.0%,71.9,33.3%,25.0%,13.9%,92.3%,33.3%,25.0%,8.3%,50.0%,25.0%,41.7%,33.3%,42.1%
Cole Young LHB,+1140,17,4.40,1,1,0.286,0.353,0.571,0.286,0.379,11.8%,11.1%,17.6%,5.4%,85.9,8.3%,8.3%,33.3%,33.3%,50.0%,70.8,21.9%,25.0%,6.2%,91.4%,33.3%,25.0%,25.0%,25.0%,41.7%,41.7%,16.7%,34.8%
Colt Emerson LHB,+980,16,3.80,1,1,0.333,0.375,0.733,0.400,0.466,6.2%,25.7%,37.5%,12.7%,98.7,11.1%,11.1%,22.2%,77.8%,66.7%,72.6,21.9%,25.0%,15.6%,91.4%,11.1%,100.0%,55.6%,33.3%,44.4%,33.3%,22.2%,23.8%
Mitch Garver RHB,+290,14,3.60,1,1,0.182,0.357,0.455,0.273,0.353,21.4%,20.8%,21.4%,8.1%,93.9,12.5%,12.5%,37.5%,75.0%,12.5%,73.7,33.3%,25.0%,12.5%,100.0%,50.0%,25.0%,12.5%,37.5%,62.5%,37.5%,-,26.3%
Luke Raley LHB,N/A,11,3.20,1,2,0.300,0.364,0.700,0.400,0.453,-,26.3%,27.3%,10.6%,86.8,28.6%,14.3%,14.3%,28.6%,42.9%,75.9,70.6%,17.6%,11.8%,89.5%,71.4%,20.0%,14.3%,-,14.3%,42.9%,42.9%,20.0%
Josh Naylor LHB,+630,22,4.40,0,2,0.190,0.227,0.190,-,0.191,4.5%,6.2%,4.5%,3.4%,85.1,5.0%,5.0%,15.0%,25.0%,35.0%,69.8,3.3%,36.7%,10.0%,96.8%,40.0%,0.0%,25.0%,25.0%,20.0%,40.0%,40.0%,41.7%
Jhonny Pereda RHB,+1260,18,3.80,0,0,0.188,0.278,0.188,-,0.220,11.1%,9.7%,11.1%,3.9%,93.8,-,-,21.4%,42.9%,42.9%,70.3,-,48.0%,20.0%,83.3%,35.7%,0.0%,35.7%,21.4%,28.6%,42.9%,28.6%,31.6%
Rob Refsnyder RHB,+596,8,2.60,0,0,0.286,0.375,0.286,-,0.304,12.5%,35.7%,25.0%,17.9%,89.1,-,-,40.0%,40.0%,80.0%,72.9,23.1%,15.4%,15.4%,92.9%,40.0%,0.0%,60.0%,-,40.0%,40.0%,20.0%,62.5%
Victor Robles RHB,+1040,5,2.40,0,0,0.200,0.200,0.200,-,0.178,-,11.1%,-,5.3%,80.0,-,-,-,-,-,67.7,-,33.3%,-,100.0%,-,-,-,80.0%,40.0%,40.0%,20.0%,20.0%
Patrick Wisdom RHB,N/A,2,2.60,0,0,-,-,-,-,-,-,25.0%,50.0%,16.7%,100.3,100.0%,-,-,100.0%,100.0%,77.2,100.0%,14.3%,14.3%,87.5%,100.0%,0.0%,-,-,-,-,100.0%,100.0%
