Matchup,NYM @ SEA
Pitcher,George Kirby
Pitcher Team,SEA
Opposing Team,NYM

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,74.0,300,0.261,0.299,0.379,0.118,1.22,7,0.85,5.7%,20.7%,19.7%,17.7%,10.7%,7.18,64.0%,7.4%,5.4%,41.9%,23.9%,11.3%,9.9%
vsLHB,38.2,156,0.241,0.296,0.362,0.121,1.22,4,0.93,8.3%,18.5%,16.7%,17.0%,8.9%,6.05,59.6%,6.8%,4.3%,41.4%,27.6%,12.5%,12.1%
vsRHB,35.0,144,0.281,0.303,0.396,0.115,1.23,3,0.77,2.8%,22.8%,22.9%,18.2%,12.5%,8.49,68.8%,8.1%,6.6%,42.5%,19.8%,9.5%,7.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Juan Soto LHB,+390,16,4.20,3,4,0.333,0.375,0.933,0.600,0.546,6.2%,10.5%,12.5%,3.4%,96.5,30.8%,23.1%,30.8%,53.8%,53.8%,73.2,40.0%,53.3%,26.7%,93.8%,46.2%,50.0%,15.4%,30.8%,53.8%,38.5%,7.7%,5.3%
Marcus Semien RHB,+880,22,3.60,2,2,0.250,0.318,0.550,0.300,0.371,9.1%,15.4%,13.6%,7.9%,84.2,17.6%,11.8%,29.4%,47.1%,41.2%,69.1,2.7%,29.7%,10.8%,94.9%,23.5%,50.0%,17.6%,47.1%,52.9%,23.5%,23.5%,47.6%
Carson Benge LHB,+890,26,4.40,1,3,0.208,0.269,0.417,0.208,0.297,7.7%,30.0%,26.9%,13.0%,92.9,17.6%,-,11.8%,58.8%,41.2%,71.2,13.3%,33.3%,16.7%,81.1%,41.2%,14.3%,17.6%,41.2%,29.4%,52.9%,17.6%,21.7%
Mark Vientos RHB,+630,18,3.40,1,2,0.118,0.167,0.353,0.235,0.227,-,25.0%,-,15.5%,87.3,11.8%,11.8%,35.3%,41.2%,29.4%,73.1,35.5%,29.0%,12.9%,86.1%,29.4%,20.0%,17.6%,35.3%,58.8%,29.4%,11.8%,55.0%
MJ Melendez LHB,N/A,13,2.00,1,1,0.182,0.308,0.455,0.273,0.341,-,22.7%,15.4%,10.4%,94.6,-,-,44.4%,44.4%,11.1%,74.6,47.4%,36.8%,21.1%,90.5%,88.9%,12.5%,11.1%,-,44.4%,55.6%,-,42.9%
Jared Young LHB,+830,12,3.80,1,2,0.625,0.667,1.125,0.500,0.666,25.0%,25.0%,16.7%,9.5%,95.5,42.9%,14.3%,42.9%,71.4%,71.4%,72.5,19.2%,23.1%,15.4%,92.9%,42.9%,33.3%,42.9%,14.3%,42.9%,42.9%,14.3%,5.9%
A.J. Ewing LHB,+920,22,3.80,0,0,0.286,0.318,0.333,0.048,0.290,4.5%,23.8%,40.9%,10.5%,88.8,8.3%,-,33.3%,58.3%,58.3%,69.7,10.5%,26.3%,7.9%,92.7%,25.0%,0.0%,41.7%,25.0%,41.7%,33.3%,25.0%,25.0%
Brett Baty LHB,+1080,22,3.60,0,0,0.150,0.227,0.150,-,0.180,9.1%,31.8%,40.9%,15.4%,81.2,-,-,9.1%,9.1%,36.4%,75.3,50.0%,10.0%,2.5%,93.0%,36.4%,0.0%,27.3%,18.2%,27.3%,27.3%,45.5%,33.3%
Luis Torrens RHB,+1240,19,3.40,0,1,0.167,0.211,0.167,-,0.175,5.3%,21.6%,21.1%,10.3%,87.4,-,-,14.3%,28.6%,35.7%,70.5,2.8%,25.0%,8.3%,97.3%,28.6%,0.0%,28.6%,28.6%,28.6%,50.0%,21.4%,33.3%
Bo Bichette RHB,+860,19,4.20,0,0,0.235,0.316,0.235,-,0.256,10.5%,12.2%,10.5%,6.5%,88.2,6.7%,-,-,40.0%,33.3%,68.8,9.7%,25.8%,9.7%,77.5%,40.0%,0.0%,20.0%,40.0%,20.0%,40.0%,40.0%,28.6%
Hayden Senger RHB,N/A,8,2.20,0,0,-,-,-,-,-,-,50.0%,50.0%,33.3%,55.4,-,-,-,-,-,71.2,21.4%,-,-,87.5%,-,-,-,50.0%,25.0%,25.0%,50.0%,50.0%
Vidal Brujan SHB,N/A,6,2.50,0,0,0.200,0.333,0.200,-,0.256,16.7%,28.6%,-,15.4%,53.4,-,-,-,-,-,64.7,-,20.0%,-,71.4%,-,-,-,20.0%,20.0%,40.0%,40.0%,50.0%
