Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Jake Burger,RHB,TEX,Jackson Kent,L,31.7,43.1,49.4,35.6,42
Yordan Alvarez,LHB,HOU,George Klassen,R,41.4,47.3,34.3,42.1,41.5
Francisco Alvarez,RHB,NYM,Robbie Ray,L,31.3,49.8,33.6,41.6,41
Oneil Cruz,LHB,PIT,Keider Montero,R,38.2,55.2,19.3,47.1,40.7
Abimelec Ortiz,LHB,WSH,Cal Quantrill,R,36.1,40.2,27.9,50.4,38.6
Vaughn Grissom,RHB,LAA,Cristian Javier,R,25.8,44.5,43,28.4,38.2
Willson Contreras,RHB,BOS,Merrill Kelly,R,35.8,34.3,27.8,51.1,36.7
Garrett Mitchell,LHB,MIL,Bryce Miller,R,36.7,40.6,20.5,49.7,36.5
Jonathan Aranda,LHB,TB,Jose Soriano,R,38.2,39.5,17,54.8,36.4
Christian Encarnacion-Strand,RHB,BAL,Carlos Rodon,L,30.7,33.5,41.8,35.7,36.3
Ben Rice,LHB,NYY,Shane Baz,R,30.8,26.7,35.4,52,36
Luis Robert,RHB,NYM,Robbie Ray,L,41.5,31.4,32.8,40.8,35.2
Coby Mayo,RHB,BAL,Carlos Rodon,L,48.9,45.4,15.4,38,34.9
Luis Garcia Jr.,LHB,NYY,Shane Baz,R,32.7,30.5,31.9,43.3,34.3
JJ Wetherholt,LHB,STL,Andrew Abbott,L,21.3,32.3,32.2,44.3,34.2
Jordan Walker,RHB,STL,Andrew Abbott,L,46.9,27.7,26.7,46.9,34.1
Derek Hill,RHB,PHI,Cade Gibson,L,14.3,55.4,27.8,19.3,34
Esmerlyn Valdez,RHB,PIT,Keider Montero,R,30.1,41.6,29.9,28.2,33.6
Brandon Lowe,LHB,PIT,Keider Montero,R,40.1,38.5,26.1,32.8,33.5
Jac Caglianone,LHB,KC,Jack Perkins,R,30.1,22.9,28.8,51.6,32.6
Max Muncy,LHB,LAD,Ryan Feltner,R,34.1,27.6,22.2,47.4,31.6
Ben Malgeri,RHB,DET,Braxton Ashcraft,R,50.8,31.6,23.3,33.9,31.6
Matt McLain,RHB,CIN,Kyle Leahy,R,28,45.3,13.3,35,31.4
Shohei Ohtani,LHB,LAD,Ryan Feltner,R,29.3,22.4,30.5,44.9,31.1
Brice Turang,LHB,MIL,Bryce Miller,R,26.7,20.7,20.7,59.7,31
Tyler Stephenson,RHB,CIN,Kyle Leahy,R,38.6,26.2,26.4,38.5,30.6
Randal Grichuk,RHB,CWS,Kevin Gausman,R,51.3,15.1,19.9,54.8,30.1
Gary Sanchez,RHB,MIL,Bryce Miller,R,42.5,27.6,25,34.4,30
Victor Mesa Jr.,LHB,TB,Jose Soriano,R,45.8,31.1,7,49.9,30
Jo Adell,RHB,CLE,Carson Whisenhunt,L,32.3,31.4,37.5,17.6,29.9
Pete Alonso,RHB,BAL,Carlos Rodon,L,22.9,37.7,35.3,15.4,29.9
Eugenio Suarez,RHB,CIN,Kyle Leahy,R,37,27.6,25.8,34,29.6
Drake Baldwin,LHB,ATL,Zebby Matthews,R,27.6,24.3,19.7,49.8,29.6
Ke'Bryan Hayes,RHB,CIN,Kyle Leahy,R,52.4,36.8,9.8,33.9,29.5
Randy Arozarena,RHB,SEA,Kyle Harrison,L,35.4,29.4,26,31.6,29.5
Sal Stewart,RHB,CIN,Kyle Leahy,R,20.8,23.1,31.5,38.8,29.3
Alec Bohm,RHB,PHI,Cade Gibson,L,20.9,28.7,26.6,35.5,29
Liam Hicks,LHB,TB,Jose Soriano,R,34.1,27,14.4,47.1,29
Junior Caminero,RHB,TB,Jose Soriano,R,22.7,22.2,27.3,42.7,28.9
Munetaka Murakami,LHB,CWS,Kevin Gausman,R,32.8,34.8,17.1,32.3,28.7
Manny Machado,RHB,SD,Zach Thornton,L,44.1,23.9,26.3,32.1,28.7
Jose Ramirez,SHB,CLE,Carson Whisenhunt,L,20.1,27.4,14.1,51,28.6
Dillon Dingler,RHB,DET,Braxton Ashcraft,R,38.4,19.9,18.5,48.1,28.4
Miguel Vargas,RHB,CWS,Kevin Gausman,R,41.5,17.4,23.1,44.7,28.3
Freddie Freeman,LHB,LAD,Ryan Feltner,R,21.3,22.7,13.8,54.2,27.8
Angel Martinez,SHB,CLE,Carson Whisenhunt,L,15.3,18.8,31.3,41.1,27.8
Josh Smith,LHB,TOR,Nick Martinez,R,44.9,32.1,11,33.8,27.5
Austin Wells,LHB,NYY,Shane Baz,R,51.5,13.4,20.7,45.2,27.4
Daylen Lile,LHB,WSH,Cal Quantrill,R,17.5,19.5,15.7,56.3,27.4
Spencer Torkelson,RHB,DET,Braxton Ashcraft,R,36.6,21.2,19.9,41.1,27.3
Fernando Tatis Jr.,RHB,SD,Zach Thornton,L,31.7,18.8,9.1,58.3,27.1
Henry Davis,RHB,PIT,Keider Montero,R,41.4,24.7,15.5,38.2,27
Hunter Goodman,RHB,COL,Eric Lauer,L,23,25.1,32,25.2,27
Austin Riley,RHB,ATL,Zebby Matthews,R,45.5,25.2,19.4,30.8,26.9
Cedric Mullins,LHB,TB,Jose Soriano,R,29.1,13.3,19.3,52.8,26.6
Matt Olson,LHB,ATL,Zebby Matthews,R,28.8,22,22.6,36.3,26.4
Ivan Herrera,RHB,STL,Andrew Abbott,L,32.7,19.5,20.4,39.3,26
Jesus Sanchez,LHB,TOR,Nick Martinez,R,31.7,28.7,22.2,24.4,26
Jackson Merrill,LHB,SD,Zach Thornton,L,40.7,16,15.2,47,26
Luis Rengifo,SHB,SD,Zach Thornton,L,39,27.7,12.9,33.6,25.9
