Matchup,ATL @ CWS
Pitcher,Martin Perez
Pitcher Team,ATL
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,56.2,225,0.200,0.281,0.365,0.165,1.06,6,0.95,8.9%,22.3%,20.9%,18.2%,9.7%,7.46,61.8%,6.9%,7.7%,39.7%,25.0%,12.8%,21.2%
vsLHB,16.2,65,0.186,0.275,0.373,0.186,0.90,2,1.08,6.2%,20.2%,23.1%,15.6%,9.6%,8.10,64.6%,10.0%,9.1%,36.4%,29.5%,15.4%,18.2%
vsRHB,40.0,160,0.206,0.284,0.362,0.156,1.12,4,0.90,10.0%,23.3%,20.0%,19.8%,9.8%,7.20,60.6%,5.5%,7.1%,41.1%,23.2%,11.5%,22.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Randal Grichuk RHB,,+442,29,12,2.60,2,2,0.455,0.500,1.091,0.636,0.658,8.3%,16.0%,16.7%,8.9%,92.8,295.4,3,2,11.1%,11.1%,33.3%,66.7%,66.7%,74.4,33.3%,29.2%,20.8%,96.0%,33.3%,66.7%,44.4%,22.2%,44.4%,44.4%,11.1%,20.0%
Derek Hill RHB,,+850,27,14,2.40,1,1,0.154,0.214,0.385,0.231,0.260,7.1%,36.7%,42.9%,22.4%,80.0,339.9,1,1,14.3%,14.3%,14.3%,57.1%,42.9%,73.9,36.0%,16.0%,12.0%,83.3%,14.3%,100.0%,14.3%,42.9%,42.9%,42.9%,14.3%,66.7%
Edgar Quero SHB,,+1000,14,12,2.80,1,2,0.091,0.083,0.364,0.273,0.175,-,4.0%,8.3%,2.2%,88.7,283.1,4,1,-,-,36.4%,36.4%,36.4%,70.1,8.0%,36.0%,8.0%,100.0%,45.5%,20.0%,18.2%,36.4%,54.5%,36.4%,9.1%,38.5%
Miguel Vargas RHB,,+377,18,14,4.80,0,0,0.333,0.571,0.333,-,0.422,35.7%,30.8%,7.1%,14.3%,90.3,264.1,1,0,-,-,37.5%,50.0%,50.0%,73.7,39.1%,21.7%,17.4%,88.5%,12.5%,0.0%,50.0%,37.5%,50.0%,37.5%,12.5%,35.7%
Luisangel Acuna RHB,,+1320,11,14,2.60,0,0,0.154,0.214,0.154,-,0.174,7.1%,25.0%,7.1%,14.3%,86.8,297.0,1,0,-,-,8.3%,33.3%,8.3%,71.5,27.8%,44.4%,16.7%,94.7%,25.0%,0.0%,-,66.7%,33.3%,41.7%,25.0%,20.0%
Chase Meidroth RHB,,+1100,12,14,4.60,0,0,0.357,0.357,0.429,0.071,0.345,-,20.0%,14.3%,10.0%,91.5,305.7,2,0,9.1%,9.1%,18.2%,36.4%,18.2%,68.3,-,47.1%,11.8%,89.5%,9.1%,0.0%,18.2%,72.7%,45.5%,36.4%,18.2%,9.1%
Colson Montgomery LHB,—,N/A,22,12,4.40,0,1,0.182,0.250,0.273,0.091,0.234,8.3%,45.8%,41.7%,28.9%,92.1,297.8,1,1,16.7%,-,16.7%,66.7%,50.0%,75.3,54.5%,18.2%,13.6%,91.7%,-,-,50.0%,50.0%,50.0%,33.3%,16.7%,62.5%
Tristan Peters LHB,,+562,2,8,3.40,0,0,0.250,0.250,0.250,-,0.222,-,14.3%,-,7.7%,62.9,143.2,0,0,-,-,-,-,12.5%,68.1,-,9.1%,-,84.6%,-,-,12.5%,50.0%,37.5%,37.5%,25.0%,50.0%
Drew Romo SHB,—,N/A,2,8,4.00,0,0,-,0.125,-,-,0.081,12.5%,23.1%,12.5%,9.7%,74.2,157.4,0,0,-,-,-,-,33.3%,69.6,7.7%,7.7%,-,100.0%,-,-,33.3%,50.0%,16.7%,66.7%,16.7%,37.5%
Andrew Benintendi LHB,,+576,10,7,2.80,0,0,0.571,0.571,0.571,-,0.509,-,17.6%,14.3%,12.5%,87.2,250.8,1,1,16.7%,-,16.7%,50.0%,83.3%,68.0,-,17.6%,17.6%,100.0%,16.7%,0.0%,66.7%,16.7%,33.3%,50.0%,16.7%,80.0%
Sam Antonacci LHB,,+1360,12,6,5.00,0,0,0.200,0.333,0.200,-,0.268,-,9.1%,-,2.8%,87.4,283.1,0,0,-,-,20.0%,20.0%,-,68.6,-,25.0%,12.5%,72.7%,20.0%,0.0%,-,80.0%,40.0%,60.0%,-,16.7%
Jacob Gonzalez LHB,,+860,3,2,3.00,0,0,-,0.500,-,-,0.324,50.0%,50.0%,50.0%,10.0%,-,-,0,0,-,-,-,-,-,74.7,50.0%,-,-,100.0%,-,-,-,-,-,-,-,33.3%
Braden Montgomery SHB,—,N/A,-,1,4.50,0,0,-,-,-,-,-,-,100.0%,100.0%,60.0%,-,-,0,0,-,-,-,-,-,75.2,66.7%,-,-,100.0%,-,-,-,-,-,-,-,100.0%
