Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Bryce Harper,LHB,PHI,Christian Scott,R,41.5,24.1,34.3,39.9,32.8
Derek Hill,RHB,PHI,Christian Scott,R,8.3,34.5,26.3,42.3,31.4
Francisco Alvarez,RHB,NYM,Aaron Nola,R,46.1,27.9,26.5,27.1,29.1
Tyrone Taylor,RHB,NYM,Aaron Nola,R,33.4,20.6,20.6,39.6,26.6
Bryson Stott,LHB,PHI,Christian Scott,R,30.6,31.5,12.4,33.9,26.3
Edmundo Sosa,RHB,PHI,Christian Scott,R,51.6,21.8,9,38.8,25.2
Juan Soto,LHB,NYM,Aaron Nola,R,27.7,27.8,9.5,36,24.4
Carson Benge,LHB,NYM,Aaron Nola,R,24.6,22,12.5,41,24.2
Kyle Schwarber,LHB,PHI,Christian Scott,R,34.1,20.4,25.9,23.4,24.2
Francisco Lindor,SHB,NYM,Aaron Nola,R,36,23.1,,46.7,23.4
Gabriel Rincones Jr.,LHB,PHI,Christian Scott,R,24,28.6,8.2,31.7,22.8
Jared Young,LHB,NYM,Aaron Nola,R,37.1,12.9,12.1,43.5,22.7
J.T. Realmuto,RHB,PHI,Christian Scott,R,52.3,20.4,20.1,10.1,20.9
Rafael Marchan,SHB,PHI,Christian Scott,R,36,10.6,10.6,27.3,17.3
Brett Baty,LHB,NYM,Aaron Nola,R,35.5,12.1,4.1,29.9,16.5
Luis Torrens,RHB,NYM,Aaron Nola,R,30.5,6.5,10.5,29,15.7
Brandon Marsh,LHB,PHI,Christian Scott,R,32.6,13.2,18,9.8,15.7
Bo Bichette,RHB,NYM,Aaron Nola,R,39.4,4.6,,38.9,15.3
Zack Short,RHB,NYM,Aaron Nola,R,32.8,11.8,,27.8,14.4
Trea Turner,RHB,PHI,Christian Scott,R,35.9,4.1,8.3,27,14.3
Justin Crawford,LHB,PHI,Christian Scott,R,22.4,7.7,5.7,25.6,13
A.J. Ewing,LHB,NYM,Aaron Nola,R,28,5.1,15.2,10.2,11.7
Alec Bohm,RHB,PHI,Christian Scott,R,37.7,,10,15.6,10.7
Jorge Polanco,SHB,NYM,Aaron Nola,R,9.5,,,18.2,5.5
Garrett Stubbs,LHB,PHI,Christian Scott,R,36.7,,,,3.7
Eric Wagaman,RHB,NYM,Aaron Nola,R,,,,,
