Matchup,BAL @ LAA
Pitcher,Trey Gibson
Pitcher Team,BAL
Opposing Team,LAA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,26.1,122,0.272,0.355,0.427,0.155,1.71,4,1.37,13.9%,20.3%,16.4%,16.7%,8.4%,6.84,52.8%,7.6%,9.5%,42.9%,20.2%,23.5%,14.3%
vsLHB,14.2,69,0.283,0.350,0.417,0.133,1.77,2,1.23,13.0%,24.6%,18.8%,21.7%,10.6%,7.98,47.1%,7.2%,8.5%,46.8%,19.1%,22.2%,21.3%
vsRHB,11.1,53,0.256,0.363,0.442,0.186,1.68,2,1.59,15.1%,14.5%,13.2%,11.7%,5.7%,5.56,60.4%,8.1%,10.8%,37.8%,21.6%,25.0%,5.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Donovan Walton LHB,,+592,19,22,4.00,2,2,0.524,0.545,0.952,0.429,0.636,4.5%,10.3%,9.1%,5.3%,90.9,277.7,7,3,5.3%,-,26.3%,47.4%,52.6%,67.8,-,44.1%,23.5%,94.4%,26.3%,40.0%,42.1%,21.1%,42.1%,42.1%,15.8%,29.2%
Nolan Schanuel LHB,,+980,16,23,4.40,1,1,0.300,0.391,0.500,0.200,0.389,8.7%,15.2%,13.0%,5.7%,90.4,266.9,4,1,-,-,17.6%,35.3%,35.3%,69.8,14.8%,37.0%,7.4%,93.1%,23.5%,25.0%,29.4%,41.2%,35.3%,47.1%,17.6%,34.5%
Denzer Guzman RHB,,+570,16,20,4.40,1,2,0.353,0.450,0.529,0.176,0.425,15.0%,24.1%,10.0%,11.9%,89.1,284.2,2,2,6.7%,6.7%,20.0%,53.3%,26.7%,73.8,32.1%,28.6%,17.9%,96.6%,20.0%,33.3%,13.3%,66.7%,60.0%,33.3%,6.7%,33.3%
Tyler Heineman SHB,—,N/A,10,16,3.60,1,1,0.231,0.375,0.615,0.385,0.416,12.5%,20.7%,12.5%,8.7%,86.4,264.4,3,2,10.0%,10.0%,30.0%,30.0%,40.0%,67.0,-,22.2%,3.7%,93.1%,60.0%,16.7%,10.0%,20.0%,40.0%,30.0%,30.0%,16.7%
Zach Neto RHB,,+372,34,15,4.60,1,2,0.286,0.333,0.643,0.357,0.410,6.7%,34.4%,33.3%,16.9%,91.2,316.6,3,2,22.2%,11.1%,33.3%,44.4%,33.3%,71.6,7.4%,25.9%,14.8%,84.4%,44.4%,25.0%,11.1%,44.4%,66.7%,22.2%,11.1%,37.5%
Wade Meckler LHB,,+1120,11,22,3.60,0,0,0.200,0.273,0.250,0.050,0.238,9.1%,20.7%,22.7%,9.0%,84.3,266.5,2,0,-,-,-,20.0%,40.0%,69.2,4.0%,32.0%,4.0%,86.2%,26.7%,0.0%,26.7%,46.7%,26.7%,53.3%,20.0%,32.0%
Jorge Soler RHB,,+427,30,20,4.00,0,0,0.222,0.300,0.278,0.056,0.262,10.0%,42.4%,40.0%,17.5%,89.5,232.7,2,1,20.0%,10.0%,30.0%,50.0%,60.0%,74.3,46.7%,16.7%,13.3%,93.8%,-,-,60.0%,40.0%,60.0%,20.0%,20.0%,34.8%
Jose Siri RHB,,+490,9,16,3.80,0,0,0.400,0.375,0.400,-,0.334,-,25.0%,12.5%,12.9%,82.8,214.1,1,0,-,-,14.3%,14.3%,21.4%,72.5,25.0%,12.5%,6.2%,94.1%,14.3%,0.0%,14.3%,57.1%,50.0%,28.6%,21.4%,33.3%
Jo Adell RHB,,+437,19,15,4.60,0,0,0.357,0.400,0.500,0.143,0.391,6.7%,28.1%,13.3%,15.8%,86.0,256.3,2,2,8.3%,-,8.3%,33.3%,50.0%,76.5,60.0%,13.3%,6.7%,96.8%,16.7%,0.0%,41.7%,33.3%,25.0%,33.3%,41.7%,36.8%
Logan O'Hoppe RHB,,+520,27,14,3.60,0,0,0.357,0.357,0.357,-,0.318,-,20.8%,14.3%,11.6%,76.5,219.9,1,0,-,-,16.7%,8.3%,33.3%,74.5,45.0%,10.0%,5.0%,83.3%,25.0%,0.0%,25.0%,33.3%,41.7%,33.3%,25.0%,58.8%
Vaughn Grissom RHB,—,N/A,27,14,3.80,0,0,0.077,0.143,0.077,-,0.115,-,19.4%,28.6%,8.6%,79.9,258.1,2,0,-,-,11.1%,22.2%,33.3%,70.3,14.3%,17.9%,3.6%,90.3%,22.2%,0.0%,33.3%,33.3%,11.1%,77.8%,11.1%,23.5%
Oswald Peraza RHB,,+424,15,11,3.60,0,0,0.364,0.364,0.364,-,0.324,-,20.0%,9.1%,11.1%,88.2,271.2,1,0,-,-,-,50.0%,20.0%,72.0,15.8%,31.6%,15.8%,95.0%,10.0%,0.0%,10.0%,80.0%,50.0%,40.0%,10.0%,42.9%
