Matchup,TOR @ SF
Pitcher,Kevin Gausman
Pitcher Team,TOR
Opposing Team,SF

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,54.0,234,0.274,0.344,0.484,0.209,1.37,10,1.67,6.4%,27.7%,24.4%,18.9%,13.8%,9.50,62.6%,5.7%,8.7%,42.2%,28.6%,19.6%,16.1%
vsLHB,35.1,149,0.259,0.325,0.444,0.185,1.30,5,1.27,7.4%,24.8%,22.1%,17.1%,12.2%,8.41,61.3%,4.6%,7.6%,40.0%,26.7%,14.3%,12.4%
vsRHB,18.2,85,0.300,0.377,0.550,0.250,1.50,5,2.41,4.7%,32.6%,28.2%,22.2%,16.5%,11.57,64.7%,7.7%,10.7%,46.4%,32.1%,27.8%,23.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Rafael Devers LHB,,+440,22,12,4.40,4,5,0.545,0.583,1.727,1.182,0.934,8.3%,15.8%,8.3%,6.2%,97.5,361.9,6,5,50.0%,20.0%,20.0%,60.0%,30.0%,70.9,22.2%,50.0%,27.8%,94.7%,80.0%,70.0%,57.1%,10.0%,20.0%,30.0%,40.0%,30.0%,0.0%
Victor Bericoto RHB,,+900,15,10,3.80,3,3,0.333,0.400,1.333,1.000,0.695,10.0%,35.3%,10.0%,17.1%,95.5,363.9,3,3,37.5%,-,-,62.5%,50.0%,73.8,40.0%,40.0%,20.0%,88.2%,62.5%,50.0%,75.0%,12.5%,37.5%,12.5%,62.5%,25.0%,30.0%
Casey Schmitt RHB,,+584,31,15,4.60,1,2,0.143,0.133,0.357,0.214,0.199,-,26.7%,26.7%,15.1%,92.3,321.2,4,3,18.2%,-,18.2%,63.6%,36.4%,73.0,25.0%,33.3%,16.7%,80.0%,45.5%,36.4%,25.0%,9.1%,45.5%,36.4%,36.4%,27.3%,20.0%
Willy Adames RHB,,+592,20,16,4.00,0,0,0.250,0.250,0.250,-,0.222,-,36.7%,37.5%,16.9%,82.3,192.5,1,0,-,-,40.0%,30.0%,70.0%,72.1,33.3%,14.8%,3.7%,90.0%,60.0%,-,-,60.0%,30.0%,60.0%,30.0%,10.0%,20.0%
Heliot Ramos RHB,,+610,29,13,4.20,0,1,0.182,0.308,0.364,0.182,0.293,15.4%,28.1%,23.1%,12.5%,87.7,324.4,1,1,12.5%,-,-,37.5%,25.0%,71.6,13.3%,13.3%,10.0%,93.8%,25.0%,12.5%,0.0%,12.5%,75.0%,75.0%,12.5%,12.5%,16.7%
Eric Haase RHB,—,N/A,27,13,3.20,0,0,0.077,0.077,0.077,-,0.068,-,45.0%,23.1%,20.5%,83.1,248.6,2,0,-,-,20.0%,40.0%,30.0%,71.9,16.7%,38.9%,5.6%,90.0%,40.0%,20.0%,0.0%,20.0%,30.0%,40.0%,40.0%,20.0%,8.3%
Luis Arraez LHB,,+1700,6,11,4.40,0,2,0.500,0.455,1.000,0.500,0.575,-,0.0%,-,-,93.6,289.4,3,3,-,-,27.3%,45.5%,45.5%,63.8,-,52.6%,10.5%,95.0%,63.7%,27.3%,0.0%,36.4%,36.4%,45.5%,45.5%,9.1%,20.0%
Drew Gilbert LHB,,+545,7,10,2.20,0,1,0.429,0.600,0.571,0.143,0.507,20.0%,0.0%,-,-,81.7,201.1,1,0,-,-,28.6%,-,57.1%,69.2,-,25.0%,-,100.0%,28.6%,-,-,28.6%,57.1%,42.9%,42.9%,14.3%,22.2%
Bryce Eldridge LHB,,+725,31,10,4.40,0,0,0.222,0.300,0.333,0.111,0.281,10.0%,7.7%,10.0%,2.8%,97.7,235.8,2,0,-,-,12.5%,62.5%,25.0%,72.9,25.0%,33.3%,33.3%,100.0%,50.0%,12.5%,0.0%,37.5%,37.5%,25.0%,12.5%,62.5%,28.6%
Jung Hoo Lee LHB,,+1360,11,9,4.20,0,0,0.111,0.111,0.111,-,0.099,-,12.5%,22.2%,5.9%,78.6,199.3,0,0,-,-,-,14.3%,-,67.0,-,33.3%,8.3%,75.0%,28.6%,14.3%,0.0%,14.3%,42.9%,14.3%,57.1%,28.6%,0.0%
Drew Cavanaugh LHB,—,N/A,8,7,3.00,0,0,0.143,0.143,0.143,-,0.127,-,15.8%,28.6%,7.7%,80.0,169.2,1,0,-,-,20.0%,-,40.0%,70.3,11.1%,11.1%,-,94.7%,40.0%,-,-,40.0%,-,20.0%,20.0%,60.0%,60.0%
Christian Koss RHB,—,N/A,6,6,1.60,0,0,-,0.167,-,-,0.120,-,37.5%,16.7%,16.7%,88.5,241.7,0,0,-,-,-,25.0%,-,70.5,-,25.0%,-,100.0%,50.0%,50.0%,0.0%,-,25.0%,-,50.0%,50.0%,25.0%
Jonah Cox RHB,—,N/A,-,4,2.20,0,0,-,-,-,-,-,-,50.0%,75.0%,33.3%,35.6,-,0,0,-,-,-,-,-,68.5,11.1%,-,-,90.0%,-,-,-,-,-,-,-,100.0%,60.0%
