Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Brent Rooker","ATH","Kyle Harrison","MIL","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Miguel Andujar","SD","Andrew Abbott","CIN","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","1"
"Jose Tena","WSH","Logan Webb","SF","3","1.000","1.00","0.33","1.33","2","1","0","0","1","1","4","0.0","1.000","0"
"Rafael Devers","SF","Miles Mikolas","WSH","8","0.625","0.80","0.38","1.00","4","0","0","1","1","2","8","25.0","0.667","1"
"Jose Caballero","NYY","Gavin Williams","CLE","5","0.600","0.50","0.80","1.40","1","1","0","1","2","1","7","0.0","0.714","2"
"Edmundo Sosa","PHI","Patrick Corbin","TOR","5","0.600","0.50","1.00","1.60","1","0","1","1","2","1","8","0.0","0.667","0"
"Jacob Young","WSH","Logan Webb","SF","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Daylen Lile","WSH","Logan Webb","SF","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.667","1"
"Jackson Chourio","MIL","Jeffrey Springs","ATH","2","0.500","1.00","0.50","1.00","0","1","0","0","1","1","2","50.0","0.500","0"
"Will Benson","CIN","Walker Buehler","SD","4","0.500","0.50","0.75","1.25","1","0","0","1","1","1","5","25.0","0.600","1"
"Rafael Marchan","PHI","Patrick Corbin","TOR","4","0.500","0.33","0.75","1.25","1","0","0","1","1","2","5","0.0","0.600","1"
"Nathaniel Lowe","CIN","Walker Buehler","SD","8","0.500","0.50","0.25","0.75","3","0","1","0","1","0","6","0.0","0.556","1"
"Matt Chapman","SF","Miles Mikolas","WSH","11","0.455","0.45","0.09","0.55","4","1","0","0","1","0","6","0.0","0.538","2"
"Gavin Sheets","SD","Andrew Abbott","CIN","5","0.400","0.40","0.40","0.80","0","2","0","0","2","0","4","0.0","0.500","1"
"Jose Altuve","HOU","Grayson Rodriguez","LAA","5","0.400","0.40","0.20","0.60","1","1","0","0","1","1","3","0.0","0.500","1"
"Bryson Stott","PHI","Patrick Corbin","TOR","15","0.400","0.43","0.20","0.60","4","1","1","0","2","5","9","6.7","0.471","2"
"Fernando Tatis Jr.","SD","Andrew Abbott","CIN","13","0.385","0.44","0.23","0.62","4","0","0","1","1","1","8","23.1","0.385","0"
"Alec Bohm","PHI","Patrick Corbin","TOR","27","0.370","0.38","0.33","0.70","5","3","0","2","5","2","19","14.8","0.433","3"
"Keibert Ruiz","WSH","Logan Webb","SF","11","0.364","0.44","0.09","0.45","3","1","0","0","1","0","5","18.2","0.500","3"
"J.T. Realmuto","PHI","Patrick Corbin","TOR","39","0.359","0.39","0.21","0.56","10","2","0","2","4","7","22","17.9","0.422","4"
"Adley Rutschman","BAL","Emerson Hancock","SEA","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","0.0","0.333","0"
"Daulton Varsho","TOR","Cristopher Sanchez","PHI","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Zach Neto","LAA","Spencer Arrighetti","HOU","6","0.333","0.00","1.00","1.33","0","0","0","2","2","3","8","50.0","0.333","0"
"Jake Meyers","HOU","Grayson Rodriguez","LAA","6","0.333","0.20","0.50","0.83","1","0","0","1","1","3","5","0.0","0.333","0"
"Bryce Harper","PHI","Patrick Corbin","TOR","47","0.319","0.45","0.13","0.45","9","6","0","0","6","4","21","29.8","0.429","9"
"Vladimir Guerrero Jr.","TOR","Cristopher Sanchez","PHI","10","0.300","0.38","0.20","0.50","1","2","0","0","2","2","5","20.0","0.417","2"
"Trea Turner","PHI","Patrick Corbin","TOR","14","0.286","0.31","0.14","0.43","2","2","0","0","2","0","6","7.1","0.412","3"
"Kyle Schwarber","PHI","Patrick Corbin","TOR","22","0.273","0.29","0.27","0.55","4","0","0","2","2","8","12","27.3","0.429","6"
"Ben Rice","NYY","Gavin Williams","CLE","4","0.250","0.50","0.25","0.50","0","1","0","0","1","0","2","50.0","0.400","1"
"Ernie Clement","TOR","Cristopher Sanchez","PHI","9","0.222","0.22","0.11","0.33","1","1","0","0","1","0","3","0.0","0.222","0"
"Spencer Steer","CIN","Walker Buehler","SD","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","20.0","0.200","0"
"Willy Adames","SF","Miles Mikolas","WSH","30","0.200","0.27","0.10","0.30","3","3","0","0","3","0","9","26.7","0.226","1"
"CJ Abrams","WSH","Logan Webb","SF","17","0.176","0.15","0.18","0.35","2","0","0","1","1","2","6","17.6","0.176","0"
"Andrew Vaughn","MIL","Jeffrey Springs","ATH","6","0.167","0.00","0.50","0.67","0","0","0","1","1","4","4","33.3","0.143","0"
"Jazz Chisholm Jr.","NYY","Gavin Williams","CLE","6","0.167","0.00","0.50","0.67","0","0","0","1","1","1","4","50.0","0.167","0"
