Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Riley Greene","DET","Emerson Hancock","SEA","1","1.000","0.00","3.00","4.00","0","0","0","1","1","1","4","0.0","1.000","0"
"Javier Baez","DET","Emerson Hancock","SEA","1","1.000","1.00","1.00","2.00","0","1","0","0","1","2","2","0.0","1.000","0"
"Max Muncy","LAD","Javier Assad","CHC","1","1.000","0.00","3.00","4.00","0","0","0","1","1","1","4","0.0","1.000","2"
"Andy Pages","LAD","Javier Assad","CHC","2","1.000","1.00","0.50","1.50","1","1","0","0","1","3","3","0.0","1.000","0"
"Leody Taveras","BAL","Grayson Rodriguez","LAA","3","0.667","1.00","1.33","2.00","0","1","0","1","2","4","6","33.3","0.800","2"
"J.T. Realmuto","PHI","Carson Palmquist","WSH","3","0.667","0.67","0.33","1.00","1","1","0","0","1","1","3","0.0","0.750","1"
"Tyler Tolbert","KC","Joe Ryan","MIN","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Ryan Kreidler","MIN","Randy Dobnak","KC","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Carlos Cortes","ATH","Brady Singer","CIN","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Griffin Conine","MIA","Grant Holmes","ATL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Austin Hedges","CLE","Sean Manaea","NYM","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.667","1"
"Patrick Bailey","CLE","Sean Manaea","NYM","4","0.500","0.67","0.25","0.75","1","1","0","0","1","0","3","25.0","0.600","1"
"Fernando Tatis Jr.","SD","Eduardo Rodriguez","ARI","4","0.500","0.00","1.50","2.00","0","0","0","2","2","2","8","0.0","0.667","2"
"Josh Bell","MIN","Randy Dobnak","KC","4","0.500","0.50","0.25","0.75","1","1","0","0","1","0","3","0.0","0.600","1"
"Alex Bregman","CHC","Tarik Skubal","LAD","15","0.467","0.50","0.40","0.87","4","1","1","1","3","3","13","13.3","0.467","0"
"Jac Caglianone","KC","Joe Ryan","MIN","7","0.429","0.75","0.14","0.57","2","1","0","0","1","1","4","42.9","0.429","0"
"Corbin Carroll","ARI","Randy Vasquez","SD","12","0.417","0.38","0.25","0.67","2","3","0","0","3","1","8","0.0","0.385","0"
"Nick Loftin","KC","Joe Ryan","MIN","5","0.400","0.33","0.40","0.80","0","2","0","0","2","2","4","0.0","0.333","0"
"Kyle Tucker","LAD","Javier Assad","CHC","5","0.400","0.50","0.20","0.60","1","1","0","0","1","0","3","20.0","0.400","0"
"Matt Olson","ATL","Ryan Gusto","MIA","5","0.400","0.33","0.60","1.00","1","0","0","1","1","2","5","20.0","0.500","1"
"Trea Turner","PHI","Carson Palmquist","WSH","5","0.400","0.33","0.60","1.00","1","0","0","1","1","1","5","20.0","0.400","0"
"Bryce Harper","PHI","Carson Palmquist","WSH","5","0.400","0.33","0.60","1.00","1","0","0","1","1","1","5","20.0","0.400","0"
"Keibert Ruiz","WSH","Jesus Luzardo","PHI","16","0.375","0.42","0.25","0.63","4","1","0","1","2","4","10","18.8","0.412","1"
"Ezequiel Tovar","COL","Freddy Peralta","TB","14","0.357","0.33","0.50","0.86","2","1","0","2","3","2","12","21.4","0.438","1"
"Tyler Soderstrom","ATH","Brady Singer","CIN","3","0.333","0.50","0.33","0.67","0","1","0","0","1","1","2","33.3","0.333","0"
"Lawrence Butler","ATH","Brady Singer","CIN","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Ivan Herrera","STL","Ryan Weathers","NYY","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Isaac Paredes","HOU","Trey Yesavage","TOR","3","0.333","0.33","0.33","0.67","0","1","0","0","1","1","2","0.0","0.333","0"
"Jake Bauers","MIL","Jared Jones","PIT","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Michael Harris II","ATL","Ryan Gusto","MIA","6","0.333","0.40","0.17","0.50","1","1","0","0","1","1","3","16.7","0.333","0"
"Ozzie Albies","ATL","Ryan Gusto","MIA","6","0.333","0.33","0.50","0.83","1","0","0","1","1","6","5","33.3","0.333","0"
"James Wood","WSH","Jesus Luzardo","PHI","10","0.300","0.75","0.10","0.40","2","1","0","0","1","0","4","60.0","0.300","0"
"Wilyer Abreu","BOS","Davis Martin","CWS","7","0.286","0.50","0.14","0.43","1","1","0","0","1","0","3","42.9","0.375","0"
"Geraldo Perdomo","ARI","Randy Vasquez","SD","7","0.286","0.29","0.14","0.43","1","1","0","0","1","2","3","14.3","0.400","2"
"Xander Bogaerts","SD","Eduardo Rodriguez","ARI","7","0.286","0.33","0.43","0.71","1","0","0","1","1","2","5","42.9","0.286","0"
"Ketel Marte","ARI","Randy Vasquez","SD","11","0.273","0.33","0.09","0.36","2","1","0","0","1","0","4","18.2","0.333","0"
"Salvador Perez","KC","Joe Ryan","MIN","27","0.259","0.27","0.22","0.48","4","1","1","1","3","3","13","14.8","0.286","1"
"Jacob Young","WSH","Jesus Luzardo","PHI","8","0.250","0.17","0.38","0.63","1","0","0","1","1","1","5","12.5","0.333","1"
"Rhys Hoskins","CLE","Sean Manaea","NYM","8","0.250","0.00","0.75","1.00","0","0","0","2","2","6","8","12.5","0.250","0"
"Bobby Witt Jr.","KC","Joe Ryan","MIN","33","0.242","0.31","0.09","0.33","5","3","0","0","3","0","11","21.2","0.265","1"
"Luis Rengifo","SD","Eduardo Rodriguez","ARI","13","0.231","0.25","0.08","0.31","2","1","0","0","1","0","4","7.7","0.231","0"
"Carter Jensen","KC","Joe Ryan","MIN","9","0.222","0.17","0.44","0.67","0","1","0","1","2","2","6","22.2","0.222","0"
"Michael Massey","KC","Joe Ryan","MIN","14","0.214","0.25","0.14","0.36","1","2","0","0","2","0","5","14.3","0.214","0"
"Hunter Goodman","COL","Freddy Peralta","TB","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","20.0","0.500","3"
"Gabriel Arias","CLE","Sean Manaea","NYM","5","0.200","0.00","0.60","0.80","0","0","0","1","1","3","4","40.0","0.200","0"
"Tyler Stephenson","CIN","J.T. Ginn","ATH","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","40.0","0.200","0"
"Dansby Swanson","CHC","Tarik Skubal","LAD","5","0.200","0.50","0.20","0.40","0","1","0","0","1","0","2","60.0","0.333","1"
"Manny Machado","SD","Eduardo Rodriguez","ARI","42","0.190","0.21","0.14","0.33","4","3","0","1","4","1","14","16.7","0.277","5"
"Ty France","SD","Eduardo Rodriguez","ARI","17","0.176","0.22","0.24","0.41","1","1","0","1","2","3","7","41.2","0.176","0"
"Isaac Collins","KC","Joe Ryan","MIN","6","0.167","0.17","0.17","0.33","0","1","0","0","1","1","2","0.0","0.500","3"
"Seiya Suzuki","CHC","Tarik Skubal","LAD","6","0.167","0.33","0.17","0.33","0","1","0","0","1","0","2","50.0","0.167","0"
"Ceddanne Rafaela","BOS","Davis Martin","CWS","7","0.143","0.20","0.14","0.29","0","1","0","0","1","1","2","28.6","0.143","0"
"Kyle Isbel","KC","Joe Ryan","MIN","21","0.143","0.19","0.05","0.19","2","1","0","0","1","1","4","23.8","0.143","0"
"Jake McCarthy","COL","Freddy Peralta","TB","8","0.125","0.17","0.13","0.25","0","1","0","0","1","1","2","25.0","0.300","1"
"Nathaniel Lowe","CLE","Sean Manaea","NYM","8","0.125","0.00","0.38","0.50","0","0","0","1","1","1","4","37.5","0.125","0"
