Split,Season
Range,L10
Dates,="8/3/2026"
Games,20

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
8:40 PM,Michael Lorenzen,vs,48.0,223,4.56,0.303,0.370,1.67,0.187,0.490,6,1.12,97,17.4%,16.6%,15.4%,7.6%,6.94,20,9.0%,62.3%,7.8%,164,45.1%,15,9.1%,28.7%,10.6%,15.9%
8:10 PM,Cristian Javier,vs,21.1,101,5.35,0.286,0.384,1.83,0.190,0.476,3,1.27,40,28.8%,20.8%,17.2%,14.4%,8.86,15,14.9%,64.4%,6.8%,63,39.7%,7,11.1%,41.3%,3.8%,27.0%
6:40 PM,Aaron Nola,vs,52.1,234,6.10,0.278,0.374,1.51,0.278,0.555,15,2.58,116,28.5%,22.2%,19.2%,13.0%,8.94,21,9.0%,65.1%,5.7%,160,41.9%,18,11.2%,33.1%,26.4%,15.6%
7:05 PM,Michael McGreevy,@,54.2,230,4.33,0.278,0.336,1.34,0.184,0.462,7,1.15,98,16.2%,14.3%,12.5%,7.3%,5.43,14,6.1%,60.9%,7.4%,183,43.7%,18,9.8%,26.8%,12.2%,14.8%
8:10 PM,Shane Bieber,@,31.0,141,6.36,0.270,0.375,1.65,0.246,0.516,7,2.03,63,24.5%,15.6%,16.3%,10.5%,6.39,18,12.8%,55.3%,6.1%,101,45.5%,11,10.9%,24.8%,28.0%,19.8%
9:40 PM,Brandon Pfaadt,vs,39.1,164,3.58,0.256,0.289,1.17,0.115,0.372,3,0.69,58,15.6%,13.4%,15.4%,7.6%,5.03,6,3.7%,67.1%,9.0%,134,36.6%,11,8.2%,20.9%,10.7%,12.7%
8:05 PM,Matthew Boyd,vs,56.0,237,3.85,0.241,0.294,1.21,0.116,0.356,5,0.80,77,20.6%,18.1%,15.1%,10.0%,6.91,16,6.8%,68.8%,8.0%,173,37.0%,15,8.7%,23.1%,12.5%,21.4%
7:40 PM,Bubba Chandler,@,53.2,227,3.70,0.238,0.296,1.29,0.104,0.342,3,0.50,69,21.6%,18.1%,15.6%,10.4%,6.88,21,9.3%,59.5%,6.6%,161,37.3%,5,3.1%,27.3%,6.8%,10.6%
7:40 PM,Brandon Sproat,vs,46.1,202,4.89,0.232,0.325,1.29,0.186,0.418,8,1.55,74,24.3%,23.8%,16.6%,11.4%,9.32,19,9.4%,58.7%,8.0%,129,42.6%,12,9.3%,25.6%,18.2%,14.0%
9:40 PM,Michael King,@,56.2,242,4.48,0.226,0.294,1.24,0.134,0.359,7,1.11,78,23.2%,18.2%,16.1%,11.0%,6.99,21,8.7%,66.1%,5.6%,173,32.9%,13,7.5%,29.5%,13.7%,12.7%
7:05 PM,Cam Schlittler,vs,60.2,242,3.07,0.202,0.270,0.96,0.157,0.359,8,1.19,80,28.3%,33.1%,27.1%,14.7%,11.87,13,5.4%,62.1%,7.6%,144,37.5%,14,9.7%,27.8%,17.5%,11.8%
8:05 PM,Logan Webb,@,67.0,258,3.32,0.198,0.239,0.90,0.107,0.305,5,0.67,74,20.3%,17.8%,15.8%,9.8%,6.18,12,4.7%,62.9%,4.9%,198,32.8%,10,5.1%,23.7%,10.6%,13.6%
8:40 PM,Ian Seymour,@,47.1,189,3.90,0.192,0.279,0.97,0.192,0.384,8,1.52,66,28.6%,30.2%,23.1%,14.0%,10.84,13,6.9%,61.6%,11.1%,116,37.1%,11,9.5%,32.8%,21.1%,25.0%
