Matchup,HOU @ WSH
Pitcher,Spencer Arrighetti
Pitcher Team,HOU
Opposing Team,WSH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,53.2,230,0.211,0.303,0.362,0.151,1.23,9,1.51,10.4%,25.8%,23.5%,22.6%,11.3%,9.06,52.8%,7.2%,6.9%,28.3%,31.0%,17.8%,20.7%
vsLHB,27.2,121,0.208,0.326,0.396,0.188,1.34,6,1.95,13.2%,28.3%,24.0%,21.2%,11.6%,9.43,52.5%,6.2%,8.3%,25.0%,31.9%,21.7%,19.4%
vsRHB,26.0,109,0.214,0.277,0.327,0.112,1.12,3,1.04,7.3%,23.1%,22.9%,24.5%,10.8%,8.65,53.2%,8.4%,5.5%,31.5%,30.1%,13.6%,21.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
James Wood LHB,,+300,27,16,4.80,2,2,0.333,0.625,1.111,0.778,0.626,43.8%,9.1%,6.2%,2.5%,96.2,361.7,6,2,37.5%,12.5%,12.5%,75.0%,50.0%,78.7,85.7%,33.3%,19.0%,95.5%,75.0%,37.5%,66.7%,37.5%,25.0%,25.0%,25.0%,50.0%,17.4%
Luis Garcia Jr. LHB,—,N/A,15,21,4.20,5,6,0.429,0.429,1.190,0.762,0.688,-,24.0%,19.0%,14.3%,94.2,290.7,7,6,29.4%,23.5%,35.3%,58.8%,52.9%,73.4,37.2%,27.9%,18.6%,86.0%,70.6%,29.4%,60.0%,41.2%,23.5%,41.2%,29.4%,29.4%,36.8%
Jose Tena LHB,—,N/A,5,19,3.20,0,0,0.333,0.368,0.444,0.111,0.355,5.3%,24.2%,10.5%,13.8%,91.2,206.3,1,0,-,-,12.5%,50.0%,31.2%,73.6,40.0%,33.3%,20.0%,90.9%,37.4%,6.2%,0.0%,31.2%,56.2%,37.5%,43.8%,18.8%,41.2%
Curtis Mead RHB,,+462,12,17,5.00,1,1,0.294,0.294,0.588,0.294,0.378,-,25.0%,23.5%,11.0%,86.7,326.8,6,2,8.3%,-,16.7%,50.0%,41.7%,72.8,25.9%,33.3%,14.8%,84.4%,58.3%,33.3%,25.0%,25.0%,41.7%,41.7%,33.3%,25.0%,12.5%
Keibert Ruiz SHB,,+650,10,14,3.60,0,0,0.385,0.429,0.538,0.154,0.424,-,10.7%,7.1%,7.0%,94.1,300.0,6,2,8.3%,-,33.3%,50.0%,50.0%,68.3,3.7%,40.7%,14.8%,96.4%,66.6%,33.3%,0.0%,33.3%,25.0%,58.3%,33.3%,8.3%,38.5%
Dylan Crews RHB,,+450,20,25,3.40,0,0,0.091,0.200,0.091,-,0.152,8.0%,25.6%,24.0%,13.2%,92.8,296.8,6,2,-,-,20.0%,46.7%,20.0%,73.2,24.3%,24.3%,10.8%,94.9%,60.0%,46.7%,0.0%,13.3%,33.3%,20.0%,60.0%,20.0%,36.4%
Drew Millas SHB,,+587,10,15,3.80,0,1,0.231,0.267,0.308,0.077,0.247,6.7%,12.1%,20.0%,5.7%,89.4,255.3,3,1,-,-,18.2%,36.4%,36.4%,67.6,6.5%,29.0%,3.2%,93.9%,63.7%,36.4%,0.0%,27.3%,27.3%,36.4%,9.1%,54.5%,33.3%
CJ Abrams LHB,,+420,19,20,4.60,1,2,0.222,0.250,0.389,0.167,0.271,5.0%,24.4%,20.0%,13.9%,86.8,245.7,6,2,6.7%,6.7%,40.0%,33.3%,46.7%,72.4,26.3%,21.1%,5.3%,92.7%,66.7%,40.0%,16.7%,26.7%,6.7%,40.0%,33.3%,26.7%,48.0%
Jorbit Vivas LHB,,+395,14,11,3.40,0,0,0.182,0.182,0.182,-,0.162,-,28.6%,9.1%,11.5%,83.6,294.8,2,1,-,-,-,33.3%,33.3%,67.7,-,25.0%,5.0%,95.2%,33.3%,22.2%,0.0%,11.1%,66.7%,44.4%,11.1%,44.4%,35.3%
Jacob Young RHB,,+1060,17,23,3.40,0,1,0.190,0.261,0.238,0.048,0.228,8.7%,19.2%,13.0%,7.1%,85.7,281.3,3,2,5.6%,-,5.6%,22.2%,27.8%,68.7,-,52.0%,8.0%,96.2%,50.0%,33.3%,0.0%,16.7%,44.4%,33.3%,38.9%,27.8%,14.3%
Nasim Nuñez SHB,,+1500,7,20,4.00,0,0,0.421,0.450,0.421,-,0.388,5.0%,22.5%,25.0%,10.1%,73.5,239.9,2,0,-,-,-,21.4%,14.3%,68.2,2.9%,20.0%,-,92.1%,21.4%,7.1%,0.0%,14.3%,50.0%,7.1%,64.3%,28.6%,34.8%
Daylen Lile LHB,,+580,18,16,4.00,0,1,0.188,0.188,0.250,0.062,0.191,-,14.3%,12.5%,8.3%,90.4,261.8,3,1,7.1%,7.1%,14.3%,21.4%,14.3%,70.0,2.6%,31.6%,7.9%,92.7%,42.9%,28.6%,0.0%,14.3%,50.0%,57.1%,21.4%,21.4%,40.9%
Andres Chaparro RHB,—,N/A,-,5,1.60,0,0,0.200,0.200,0.200,-,0.178,-,28.6%,40.0%,16.7%,82.7,288.5,1,0,-,-,-,-,-,73.9,28.6%,14.3%,-,100.0%,66.7%,66.7%,0.0%,-,33.3%,-,100.0%,-,33.3%
