Matchup,LAD @ ATH
Pitcher,J.T. Ginn
Pitcher Team,ATH
Opposing Team,LAD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,59.0,245,0.224,0.279,0.320,0.096,1.20,5,0.76,9.0%,27.6%,22.4%,24.0%,12.9%,8.39,54.5%,6.4%,5.5%,37.0%,21.8%,8.3%,15.2%
vsLHB,30.2,143,0.291,0.333,0.378,0.087,1.70,2,0.59,10.5%,26.7%,18.2%,20.5%,12.6%,7.63,51.0%,6.8%,5.9%,39.6%,22.8%,4.3%,18.8%
vsRHB,28.1,102,0.130,0.204,0.239,0.109,0.67,3,0.95,6.9%,28.9%,28.4%,28.4%,13.4%,9.21,59.2%,5.9%,4.7%,32.8%,20.3%,15.4%,9.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Shohei Ohtani LHB,,+210,27,19,4.80,2,2,0.471,0.526,0.824,0.353,0.570,10.5%,15.6%,15.8%,6.2%,97.3,278.5,4,2,21.4%,14.3%,28.6%,57.1%,35.7%,74.5,41.4%,27.6%,20.7%,93.5%,50.0%,21.4%,66.7%,28.6%,42.9%,57.1%,28.6%,14.3%,17.6%
Freddie Freeman LHB,,+363,22,23,4.60,1,1,0.389,0.522,0.667,0.278,0.498,21.7%,17.3%,8.7%,8.7%,91.2,281.8,3,3,20.0%,6.7%,20.0%,60.0%,53.3%,71.3,15.9%,20.5%,11.4%,86.3%,53.3%,20.0%,33.3%,33.3%,46.7%,46.7%,26.7%,26.7%,50.0%
Dalton Rushing LHB,,+504,29,23,4.40,1,1,0.261,0.261,0.478,0.217,0.318,-,40.0%,26.1%,23.0%,93.9,277.3,9,4,17.6%,5.9%,29.4%,52.9%,47.1%,72.3,12.5%,25.0%,18.8%,96.0%,76.5%,29.4%,20.0%,47.1%,5.9%,35.3%,47.1%,17.6%,50.0%
Kyle Tucker LHB,,+497,14,17,4.40,1,2,0.188,0.235,0.375,0.188,0.266,5.9%,31.0%,29.4%,15.7%,91.9,277.8,2,2,18.2%,9.1%,18.2%,54.5%,45.5%,70.3,12.8%,17.9%,7.7%,92.9%,81.8%,54.5%,16.7%,27.3%,18.2%,27.3%,27.3%,45.5%,40.0%
Tommy Edman SHB,,+600,6,25,4.80,0,0,0.391,0.440,0.522,0.130,0.417,8.0%,22.2%,16.0%,10.9%,86.9,244.0,2,0,5.3%,5.3%,26.3%,26.3%,52.6%,69.7,2.5%,30.0%,10.0%,88.9%,63.2%,21.1%,0.0%,42.1%,26.3%,52.6%,26.3%,21.1%,37.5%
Max Muncy LHB,—,N/A,22,23,4.20,0,1,0.150,0.261,0.200,0.050,0.217,13.0%,26.5%,17.4%,12.0%,92.5,273.3,3,1,6.2%,-,25.0%,43.8%,25.0%,73.4,26.7%,36.7%,6.7%,96.8%,62.6%,43.8%,0.0%,18.8%,31.2%,43.8%,31.2%,25.0%,36.8%
Alex Freeland SHB,,+830,20,17,3.40,0,0,0.400,0.471,0.467,0.067,0.413,11.8%,27.0%,23.5%,12.3%,82.6,231.9,2,1,-,-,18.2%,18.2%,54.5%,70.5,2.9%,11.8%,5.9%,94.4%,54.6%,9.1%,0.0%,45.5%,36.4%,45.5%,36.4%,18.2%,27.3%
Mookie Betts RHB,,+544,9,15,4.60,0,1,0.533,0.533,0.600,0.067,0.500,-,20.0%,13.3%,8.0%,94.5,236.2,1,1,-,-,15.4%,61.5%,30.8%,71.4,25.0%,62.5%,31.2%,80.0%,38.5%,15.4%,0.0%,23.1%,53.8%,53.8%,30.8%,15.4%,30.8%
Teoscar Hernandez RHB,,+539,18,15,3.60,0,0,0.308,0.333,0.385,0.077,0.306,6.7%,28.1%,26.7%,14.3%,86.6,300.1,3,0,10.0%,-,10.0%,70.0%,30.0%,72.5,13.6%,18.2%,9.1%,88.0%,40.0%,10.0%,0.0%,30.0%,60.0%,20.0%,40.0%,40.0%,53.3%
Alex Call RHB,—,N/A,12,15,3.00,0,0,0.250,0.333,0.250,-,0.269,6.7%,14.3%,13.3%,6.7%,78.0,220.0,1,0,-,-,18.2%,9.1%,18.2%,68.6,6.7%,40.0%,-,71.4%,45.5%,45.5%,0.0%,-,36.4%,27.3%,18.2%,54.5%,10.0%
Andy Pages RHB,,+501,24,15,5.00,0,1,0.231,0.333,0.231,-,0.274,-,25.9%,20.0%,13.0%,85.5,271.2,3,1,-,-,10.0%,20.0%,20.0%,73.2,33.3%,16.7%,8.3%,88.9%,60.0%,30.0%,0.0%,30.0%,40.0%,30.0%,60.0%,10.0%,38.9%
Miguel Rojas RHB,—,N/A,14,12,2.20,0,0,0.250,0.417,0.375,0.125,0.348,16.7%,19.0%,-,8.2%,72.8,162.0,0,0,-,-,22.2%,11.1%,-,67.4,-,17.6%,5.9%,85.0%,22.2%,22.2%,0.0%,-,44.4%,44.4%,33.3%,22.2%,21.4%
