Matchup,BAL @ SEA
Pitcher,Logan Gilbert
Pitcher Team,SEA
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,79.2,321,0.226,0.303,0.426,0.199,1.08,13,1.47,5.9%,29.1%,25.5%,18.5%,14.3%,9.26,68.7%,7.1%,11.6%,45.8%,29.2%,19.0%,23.1%
vsLHB,41.1,175,0.213,0.311,0.426,0.213,1.19,8,1.74,9.1%,30.6%,30.9%,20.2%,14.4%,11.76,64.8%,7.0%,11.7%,45.6%,31.1%,25.0%,19.4%
vsRHB,38.0,146,0.241,0.295,0.426,0.184,0.97,5,1.18,2.1%,27.2%,19.2%,15.9%,14.1%,6.63,73.5%,7.3%,11.5%,46.0%,27.4%,12.9%,26.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Colton Cowser LHB,,+730,33,27,3.40,2,3,0.250,0.333,0.500,0.250,0.360,11.1%,32.0%,22.2%,13.7%,88.7,307.5,7,6,22.2%,5.6%,11.1%,38.9%,33.3%,76.3,66.7%,20.0%,15.6%,91.8%,38.9%,28.6%,22.2%,27.8%,22.2%,50.0%,27.8%,25.9%
Pete Alonso RHB,,+333,17,23,4.40,2,2,0.300,0.391,0.600,0.300,0.422,13.0%,28.2%,26.1%,10.6%,92.9,287.7,3,2,14.3%,-,-,57.1%,42.9%,76.1,69.4%,22.2%,16.7%,94.7%,42.9%,33.3%,14.3%,35.7%,28.6%,50.0%,21.4%,18.2%
Adley Rutschman SHB,,+600,24,26,4.00,1,1,0.368,0.462,0.789,0.421,0.483,19.2%,15.6%,15.4%,6.0%,92.1,306.9,8,2,17.6%,5.9%,23.5%,52.9%,41.2%,72.1,30.0%,30.0%,20.0%,88.9%,41.2%,14.3%,29.4%,29.4%,47.1%,41.2%,11.8%,21.4%
Coby Mayo RHB,,+411,25,24,3.00,1,1,0.167,0.167,0.333,0.167,0.215,-,44.4%,54.2%,26.1%,92.9,268.0,1,1,9.1%,9.1%,18.2%,72.7%,18.2%,75.7,53.3%,15.6%,11.1%,88.2%,18.2%,50.0%,18.2%,54.5%,54.5%,27.3%,18.2%,50.0%
Samuel Basallo LHB,,+575,20,22,3.60,1,2,0.200,0.273,0.400,0.200,0.293,9.1%,29.3%,22.7%,17.1%,92.0,312.1,4,2,20.0%,13.3%,26.7%,46.7%,33.3%,75.6,51.4%,21.6%,16.2%,90.2%,33.3%,20.0%,20.0%,46.7%,66.7%,20.0%,13.3%,47.4%
Jackson Holliday LHB,,+1020,19,22,3.40,1,3,0.250,0.273,0.550,0.300,0.337,4.5%,27.9%,22.7%,13.6%,89.3,311.9,7,3,26.7%,6.7%,6.7%,53.3%,46.7%,70.4,10.0%,25.0%,12.5%,93.0%,40.0%,16.7%,20.0%,33.3%,33.3%,46.7%,20.0%,46.2%
Taylor Ward RHB,,+571,16,21,4.80,1,1,0.188,0.381,0.375,0.188,0.339,23.8%,21.6%,14.3%,8.0%,93.5,277.7,2,1,7.7%,7.7%,7.7%,53.8%,38.5%,67.5,3.0%,33.3%,6.1%,91.7%,15.4%,50.0%,30.8%,46.2%,30.8%,46.2%,23.1%,37.0%
Jeremiah Jackson RHB,—,N/A,18,14,2.00,1,2,0.308,0.357,0.615,0.308,0.414,7.1%,24.1%,7.1%,14.9%,93.4,294.6,5,2,8.3%,-,-,50.0%,33.3%,73.4,26.9%,30.8%,23.1%,89.7%,16.7%,50.0%,33.3%,41.7%,25.0%,50.0%,25.0%,53.8%
Gunnar Henderson LHB,,+514,24,29,4.40,0,1,0.227,0.414,0.227,-,0.313,20.7%,25.4%,17.2%,11.6%,93.0,250.1,4,1,-,-,17.6%,52.9%,35.3%,75.1,49.1%,20.0%,12.7%,93.2%,17.6%,0.0%,23.5%,47.1%,47.1%,17.6%,35.3%,32.3%
Leody Taveras SHB,,+1060,12,28,4.20,0,2,0.154,0.179,0.269,0.115,0.190,3.6%,13.5%,3.6%,6.5%,81.7,269.7,9,2,3.8%,-,23.1%,34.6%,30.8%,72.8,27.1%,22.9%,10.4%,94.1%,23.1%,0.0%,23.1%,30.8%,42.3%,34.6%,23.1%,33.3%
