HR Split,Overall
Dates,="9/24/2026"
Games,12

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,6:45 PM,Daniel Espino,@,2.03,-0.80,2.56,2.51,15.7%,27.7%,35.5%,40.3%,7.6%,84
2,9:40 PM,Mason Barnett,vs,1.28,-0.53,2.05,2.67,9.4%,23.6%,37.3%,32.8%,4.5%,409
3,7:15 PM,Brady Singer,@,1.11,1.19,0.29,1.97,11.2%,25.7%,47.7%,24.3%,6.4%,1547
4,2:35 PM,Zach Thornton,@,0.84,0.80,0.49,1.85,9.8%,17.7%,41.8%,32.0%,8.6%,436
5,7:05 PM,Ian Seymour,@,0.82,0.73,0.47,1.88,9.9%,22.8%,37.8%,29.9%,8.0%,889
6,3:10 PM,Tanner Gordon,vs,0.51,0.49,0.32,1.50,11.2%,12.1%,39.8%,33.9%,7.8%,895
7,9:40 PM,Grayson Rodriguez,@,0.37,0.93,-0.59,1.55,7.7%,17.6%,43.3%,29.3%,7.6%,544
8,12:35 PM,Kyle Leahy,@,0.12,-0.08,0.24,1.25,8.2%,15.4%,41.6%,28.1%,8.5%,1020
9,2:10 PM,David Sandlin,@,0.07,0.94,-0.98,1.51,7.7%,23.9%,33.0%,23.2%,6.4%,248
10,2:20 PM,Tyler Phillips,@,-0.02,0.16,-0.10,1.38,7.2%,17.9%,37.0%,28.9%,6.1%,918
11,6:05 PM,Andrew Painter,vs,-0.05,-0.69,0.50,1.40,7.9%,21.5%,33.2%,24.2%,6.0%,646
12,2:35 PM,Kumar Rocker,vs,-0.07,0.33,-0.49,1.30,7.7%,15.0%,40.3%,23.8%,7.5%,1013
13,2:10 PM,Randy Dobnak,vs,-0.20,0.54,-1.00,1.35,6.0%,18.3%,39.7%,24.9%,5.1%,439
14,12:35 PM,Paul Skenes,vs,-0.22,0.60,-0.76,1.21,6.3%,24.8%,35.9%,19.8%,7.1%,1537
15,9:40 PM,Bryan Woo,vs,-0.28,0.15,-0.46,0.97,7.4%,16.0%,41.5%,23.6%,7.7%,1556
16,10:10 PM,Tyler Glasnow,vs,-0.34,-0.01,-0.45,0.80,8.5%,12.8%,39.3%,30.2%,7.0%,833
17,10:10 PM,Nick Pivetta,@,-0.38,-0.79,0.26,0.78,9.9%,6.1%,38.9%,31.5%,7.1%,941
18,3:10 PM,Eduardo Rodriguez,@,-0.55,0.54,-0.54,1.13,6.4%,14.5%,28.8%,27.7%,6.6%,1580
19,9:40 PM,Peter Lambert,@,-0.55,-0.63,-0.07,0.92,6.9%,11.2%,34.0%,31.3%,6.4%,766
20,6:05 PM,Bryse Wilson,@,-0.80,-0.56,-0.18,0.76,3.3%,8.1%,45.0%,28.5%,7.1%,400
21,2:20 PM,Matthew Boyd,vs,-0.84,-1.40,-0.17,0.75,5.7%,9.6%,38.4%,24.8%,6.5%,1368
22,7:05 PM,Cam Schlittler,vs,-0.86,-0.71,-0.27,0.67,6.7%,9.3%,35.5%,22.0%,8.5%,1223
23,7:15 PM,Tyler Mahle,vs,-0.98,-0.82,-0.52,0.79,4.7%,12.6%,36.5%,22.3%,5.1%,1057
24,6:45 PM,Ranger Suarez,vs,-1.00,-0.36,-0.59,0.63,6.6%,9.7%,33.6%,23.9%,6.5%,1390
