Matchup,NYM @ SEA
Pitcher,Emerson Hancock
Pitcher Team,SEA
Opposing Team,NYM

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,64.2,251,0.215,0.274,0.356,0.142,1.01,8,1.11,6.0%,23.8%,24.7%,18.7%,12.5%,8.63,65.9%,7.6%,9.4%,42.4%,25.9%,18.2%,12.9%
vsLHB,35.2,139,0.209,0.271,0.357,0.147,1.01,5,1.26,6.5%,25.6%,25.9%,19.1%,13.0%,9.08,59.0%,5.9%,11.8%,50.5%,25.8%,20.8%,7.5%
vsRHB,28.2,112,0.221,0.277,0.356,0.135,1.01,3,0.94,5.4%,21.5%,23.2%,18.2%,11.9%,8.16,74.3%,10.0%,6.5%,32.5%,26.0%,15.0%,19.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Juan Soto LHB,+370,20,4.00,4,5,0.389,0.450,1.056,0.667,0.618,10.0%,13.8%,10.0%,5.8%,93.2,31.2%,18.8%,25.0%,50.0%,50.0%,73.7,45.5%,45.5%,22.7%,91.7%,43.8%,57.1%,12.5%,37.5%,56.2%,37.5%,6.2%,18.8%
Marcus Semien RHB,+980,22,3.80,1,2,0.200,0.273,0.350,0.150,0.276,9.1%,14.3%,22.7%,7.5%,85.1,20.0%,6.7%,20.0%,46.7%,46.7%,68.1,-,30.3%,12.1%,94.3%,26.7%,25.0%,20.0%,46.7%,46.7%,26.7%,26.7%,50.0%
Mark Vientos RHB,+570,16,3.60,1,2,0.133,0.188,0.400,0.267,0.256,-,28.1%,-,17.3%,87.7,13.3%,13.3%,33.3%,40.0%,33.3%,73.1,32.1%,28.6%,14.3%,87.5%,26.7%,25.0%,20.0%,33.3%,60.0%,26.7%,13.3%,47.1%
MJ Melendez LHB,N/A,13,2.20,1,1,0.182,0.308,0.455,0.273,0.335,7.7%,24.0%,15.4%,12.5%,94.6,-,-,44.4%,44.4%,11.1%,74.7,50.0%,31.8%,18.2%,91.7%,88.9%,12.5%,11.1%,-,44.4%,55.6%,-,40.0%
Carson Benge LHB,+820,23,4.40,0,1,0.200,0.304,0.300,0.100,0.272,13.0%,36.7%,30.4%,12.0%,91.6,7.7%,-,15.4%,53.8%,38.5%,71.9,15.0%,35.0%,10.0%,74.1%,38.5%,0.0%,23.1%,38.5%,23.1%,53.8%,23.1%,26.1%
A.J. Ewing LHB,+1040,22,4.00,0,0,0.250,0.318,0.250,-,0.261,9.1%,20.0%,31.8%,8.6%,89.8,7.7%,-,15.4%,61.5%,46.2%,69.9,8.1%,29.7%,13.5%,94.9%,30.8%,0.0%,23.1%,38.5%,23.1%,38.5%,38.5%,17.6%
Bo Bichette RHB,+790,21,4.20,0,0,0.211,0.286,0.211,-,0.231,9.5%,11.4%,14.3%,6.4%,88.0,6.2%,-,-,37.5%,31.2%,69.6,11.4%,20.0%,8.6%,83.3%,43.8%,0.0%,18.8%,37.5%,25.0%,37.5%,37.5%,31.8%
Luis Torrens RHB,+990,17,3.60,0,1,0.250,0.294,0.250,-,0.248,5.9%,18.9%,17.6%,9.5%,87.1,-,-,15.4%,30.8%,38.5%,70.7,2.8%,22.2%,8.3%,97.3%,23.1%,0.0%,30.8%,30.8%,30.8%,38.5%,30.8%,35.0%
Brett Baty LHB,+850,17,3.40,0,0,0.200,0.294,0.200,-,0.233,11.8%,32.4%,41.2%,17.2%,90.1,-,-,-,25.0%,25.0%,76.3,66.7%,13.3%,3.3%,90.9%,37.5%,0.0%,25.0%,25.0%,25.0%,50.0%,25.0%,46.7%
Jared Young LHB,+690,15,3.20,0,1,0.500,0.600,0.583,0.083,0.511,20.0%,12.9%,13.3%,5.6%,88.9,10.0%,-,10.0%,60.0%,30.0%,73.5,30.8%,23.1%,15.4%,89.7%,10.0%,0.0%,20.0%,60.0%,50.0%,20.0%,30.0%,18.8%
Hayden Senger RHB,N/A,7,2.20,0,0,-,-,-,-,-,-,41.7%,42.9%,25.0%,55.4,-,-,-,-,-,70.9,22.2%,-,-,90.0%,-,-,-,50.0%,25.0%,25.0%,50.0%,40.0%
Vidal Brujan SHB,N/A,6,2.50,0,0,0.200,0.333,0.200,-,0.256,16.7%,28.6%,-,14.3%,53.4,-,-,-,-,-,64.7,-,20.0%,-,71.4%,-,-,-,20.0%,20.0%,40.0%,40.0%,50.0%
