Matchup,CWS @ MIN
Pitcher,Joe Ryan
Pitcher Team,MIN
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,64.1,255,0.197,0.249,0.303,0.107,0.93,4,0.56,5.5%,25.9%,27.5%,19.0%,13.1%,9.79,67.3%,7.9%,9.6%,40.4%,28.3%,6.4%,19.3%
vsLHB,35.1,144,0.203,0.267,0.346,0.143,0.93,4,1.02,4.2%,22.4%,24.3%,19.4%,11.6%,8.92,70.3%,9.1%,12.2%,44.9%,29.6%,10.3%,20.4%
vsRHB,28.2,111,0.188,0.224,0.248,0.059,0.94,0,-,7.2%,30.1%,31.5%,18.5%,14.7%,10.99,63.4%,6.6%,5.9%,33.8%,26.5%,-,17.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Chase Meidroth RHB,+1260,29,4.20,1,1,0.222,0.276,0.370,0.148,0.284,6.9%,8.9%,13.8%,4.3%,89.3,8.7%,4.3%,13.0%,39.1%,43.5%,66.0,-,42.5%,10.0%,88.9%,17.4%,25.0%,30.4%,43.5%,39.1%,34.8%,26.1%,23.3%
Colson Montgomery LHB,+360,20,4.00,1,1,0.167,0.250,0.333,0.167,0.262,5.0%,32.4%,30.0%,20.0%,87.5,8.3%,8.3%,25.0%,33.3%,33.3%,75.8,66.7%,22.2%,11.1%,79.4%,33.3%,25.0%,16.7%,41.7%,66.7%,16.7%,16.7%,56.2%
Randal Grichuk RHB,N/A,17,3.20,1,1,0.176,0.176,0.412,0.235,0.251,-,36.7%,23.5%,19.0%,91.6,7.7%,7.7%,7.7%,38.5%,23.1%,74.2,40.7%,37.0%,11.1%,90.0%,38.5%,20.0%,7.7%,53.8%,38.5%,30.8%,30.8%,14.3%
Drew Romo SHB,+730,15,3.60,1,1,0.067,0.067,0.267,0.200,0.140,-,28.6%,46.7%,15.1%,89.0,12.5%,-,12.5%,37.5%,12.5%,69.6,11.5%,19.2%,-,92.9%,50.0%,25.0%,-,50.0%,50.0%,50.0%,-,29.4%
Andrew Benintendi LHB,+534,14,3.60,1,1,0.286,0.286,0.500,0.214,0.341,-,15.4%,7.1%,7.4%,89.0,7.7%,7.7%,23.1%,38.5%,30.8%,69.7,4.2%,33.3%,16.7%,96.0%,23.1%,33.3%,30.8%,38.5%,53.8%,30.8%,15.4%,14.3%
Miguel Vargas RHB,+470,26,4.40,0,1,0.120,0.154,0.200,0.080,0.157,3.8%,29.6%,26.9%,15.0%,92.4,5.6%,-,11.1%,44.4%,22.2%,74.6,50.0%,20.0%,12.0%,92.6%,27.8%,0.0%,11.1%,38.9%,38.9%,38.9%,22.2%,29.6%
Sam Antonacci LHB,+1120,19,4.20,0,0,0.235,0.316,0.235,-,0.259,5.3%,8.8%,15.8%,4.0%,85.8,-,-,14.3%,28.6%,28.6%,69.3,3.3%,23.3%,3.3%,88.2%,35.7%,0.0%,14.3%,42.9%,14.3%,42.9%,42.9%,26.1%
Derek Hill RHB,N/A,16,1.60,0,1,0.200,0.250,0.200,-,0.207,6.2%,33.3%,31.2%,15.6%,84.0,10.0%,-,-,30.0%,20.0%,71.0,10.0%,16.7%,6.7%,85.7%,10.0%,0.0%,10.0%,60.0%,40.0%,30.0%,30.0%,26.7%
Tristan Peters LHB,+920,16,3.40,0,0,0.615,0.688,0.846,0.231,0.642,12.5%,22.6%,-,13.0%,84.0,-,-,23.1%,23.1%,46.2%,68.8,3.6%,25.0%,7.1%,93.3%,7.7%,0.0%,30.8%,46.2%,61.5%,15.4%,15.4%,58.8%
Luisangel Acuna RHB,N/A,13,3.40,0,0,0.154,0.154,0.154,-,0.137,-,26.9%,53.8%,13.7%,94.5,-,-,-,33.3%,33.3%,70.8,22.7%,22.7%,4.5%,84.6%,16.7%,0.0%,33.3%,50.0%,50.0%,33.3%,16.7%,23.1%
Edgar Quero SHB,+581,12,3.40,0,0,0.273,0.250,0.273,-,0.222,-,37.0%,33.3%,20.0%,94.1,-,-,-,50.0%,25.0%,67.5,-,30.4%,13.0%,85.2%,25.0%,0.0%,12.5%,62.5%,25.0%,37.5%,37.5%,60.0%
Rikuu Nishida LHB,N/A,9,3.00,0,0,0.222,0.222,0.222,-,0.198,-,13.3%,11.1%,6.9%,79.3,-,-,-,-,37.5%,58.7,-,41.7%,-,85.7%,-,-,37.5%,50.0%,12.5%,62.5%,25.0%,37.5%
Jacob Gonzalez LHB,N/A,2,3.00,0,0,-,-,-,-,-,-,0.0%,-,-,101.9,-,-,50.0%,100.0%,-,73.9,50.0%,33.3%,33.3%,85.7%,100.0%,0.0%,-,-,50.0%,50.0%,-,0.0%
