Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"J.T. Realmuto","PHI","Cristian Javier","HOU","2","1.000","0.67","0.50","1.50","1","1","0","0","1","1","3","0.0","0.667","0"
"Nick Madrigal","TB","Martin Perez","ATL","4","0.500","0.50","0.25","0.75","1","1","0","0","1","0","3","0.0","0.500","0"
"Yordan Alvarez","HOU","Zack Wheeler","PHI","8","0.500","0.57","0.25","0.75","2","2","0","0","2","1","6","12.5","0.636","3"
"Brandon Marsh","PHI","Cristian Javier","HOU","10","0.500","0.83","0.20","0.70","3","2","0","0","2","1","7","40.0","0.500","0"
"Yandy Diaz","TB","Martin Perez","ATL","30","0.400","0.48","0.27","0.67","8","2","0","2","4","6","20","23.3","0.438","2"
"Julio Rodriguez","SEA","Jacob deGrom","TEX","18","0.389","0.43","0.22","0.61","5","1","0","1","2","3","11","16.7","0.421","1"
"Christian Walker","HOU","Zack Wheeler","PHI","26","0.385","0.56","0.27","0.65","5","4","0","1","5","4","17","34.6","0.448","2"
"Matt Olson","ATL","Nick Martinez","TB","16","0.375","0.40","0.38","0.75","4","0","0","2","2","3","12","25.0","0.474","3"
"Alec Bohm","PHI","Cristian Javier","HOU","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Logan O'Hoppe","TEX","Logan Gilbert","SEA","9","0.333","0.20","0.67","1.00","1","0","0","2","2","3","9","22.2","0.333","0"
"Corey Seager","TEX","Logan Gilbert","SEA","33","0.333","0.36","0.24","0.58","6","3","1","1","5","3","19","12.1","0.405","3"
"Joc Pederson","TEX","Logan Gilbert","SEA","19","0.316","0.46","0.16","0.47","3","3","0","0","3","0","9","31.6","0.381","1"
"Jake Burger","TEX","Logan Gilbert","SEA","13","0.308","0.50","0.15","0.46","2","2","0","0","2","2","6","38.5","0.400","2"
"Victor Robles","SEA","Jacob deGrom","TEX","21","0.286","0.50","0.10","0.38","4","2","0","0","2","0","8","42.9","0.348","2"
"Jeremy Pena","HOU","Zack Wheeler","PHI","15","0.267","0.31","0.13","0.40","2","2","0","0","2","1","6","13.3","0.267","0"
"Wyatt Langford","TEX","Logan Gilbert","SEA","19","0.263","0.42","0.11","0.37","3","2","0","0","2","1","7","36.8","0.333","2"
"Cole Young","SEA","Jacob deGrom","TEX","8","0.250","0.33","0.25","0.50","1","0","1","0","1","0","4","25.0","0.250","0"
"Jose Altuve","HOU","Zack Wheeler","PHI","8","0.250","0.50","0.13","0.38","1","1","0","0","1","0","3","50.0","0.333","1"
"Taylor Ward","SEA","Jacob deGrom","TEX","12","0.250","0.25","0.25","0.50","2","0","0","1","1","1","6","25.0","0.308","1"
"JP Crawford","SEA","Jacob deGrom","TEX","14","0.214","0.25","0.21","0.43","2","0","0","1","1","3","6","35.7","0.267","1"
"Brandon Nimmo","TEX","Logan Gilbert","SEA","14","0.214","0.11","0.43","0.64","1","0","0","2","2","2","9","21.4","0.267","1"
"Jorge Mateo","TB","Martin Perez","ATL","6","0.167","0.20","0.17","0.33","0","1","0","0","1","0","2","16.7","0.167","0"
"Cedric Mullins","TB","Martin Perez","ATL","12","0.167","0.22","0.08","0.25","1","1","0","0","1","2","3","25.0","0.214","1"
"Evan Carter","TEX","Logan Gilbert","SEA","19","0.158","0.30","0.05","0.21","2","1","0","0","1","1","4","47.4","0.200","1"
"Cal Raleigh","SEA","Jacob deGrom","TEX","13","0.154","0.14","0.23","0.38","1","0","0","1","1","1","5","38.5","0.353","4"
"Ozzie Albies","ATL","Nick Martinez","TB","9","0.111","0.00","0.33","0.44","0","0","0","1","1","1","4","11.1","0.111","0"
"Mike Yastrzemski","ATL","Nick Martinez","TB","14","0.071","0.17","0.07","0.14","0","1","0","0","1","0","2","57.1","0.071","0"
