Split,vsLHB
Range,L10
Dates,="8/24/2026"
Games,10

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
6:45 PM,Ryan Feltner,@,26.0,133,7.25,0.346,0.449,2.19,0.271,0.617,6,2.08,66,23.9%,11.3%,11.5%,11.0%,5.19,20,15.0%,63.9%,8.9%,98,33.7%,12,12.2%,33.7%,18.2%,20.4%
7:40 PM,Kumar Rocker,@,26.1,125,4.92,0.304,0.384,1.78,0.223,0.527,5,1.71,59,30.0%,22.4%,20.1%,14.5%,9.57,13,10.4%,60.0%,6.5%,84,38.1%,7,8.3%,36.9%,16.1%,21.4%
9:40 PM,Zebby Matthews,@,26.0,124,5.56,0.296,0.386,1.77,0.231,0.528,6,2.08,57,16.6%,22.6%,17.0%,7.3%,9.69,14,11.3%,63.7%,8.5%,82,47.6%,12,14.6%,20.7%,23.5%,19.5%
9:40 PM,Kevin Gausman,@,27.2,128,4.69,0.289,0.346,1.70,0.149,0.439,4,1.30,50,24.9%,19.5%,15.8%,12.0%,8.13,14,10.9%,59.4%,4.3%,89,38.2%,5,5.6%,23.6%,19.0%,12.4%
9:40 PM,Jeffrey Springs,vs,12.2,67,9.26,0.288,0.431,2.21,0.288,0.577,4,2.84,30,16.8%,11.9%,16.7%,6.6%,5.68,13,19.4%,50.7%,2.7%,45,26.7%,2,4.4%,28.9%,15.4%,11.1%
9:40 PM,Robbie Ray,vs,14.2,67,3.24,0.276,0.302,1.64,0.017,0.293,0,-,17,25.4%,16.4%,18.3%,11.7%,6.75,8,11.9%,64.2%,6.9%,48,41.7%,0,-,16.7%,-,6.2%
6:40 PM,Ranger Suarez,@,12.0,53,3.77,0.271,0.337,1.42,0.167,0.438,1,0.75,21,25.5%,18.9%,16.9%,12.3%,7.50,4,7.5%,71.7%,5.9%,38,36.8%,1,2.6%,10.5%,25.0%,7.9%
9:40 PM,Merrill Kelly,vs,33.0,147,6.46,0.269,0.363,1.58,0.223,0.492,8,2.18,64,19.4%,15.0%,15.0%,9.6%,6.00,17,11.6%,54.7%,2.7%,108,43.5%,10,9.3%,25.9%,28.6%,20.4%
6:40 PM,Framber Valdez,vs,11.1,51,2.39,0.267,0.302,1.50,0.044,0.311,0,-,14,26.6%,25.5%,25.5%,11.8%,10.32,5,9.8%,62.7%,7.9%,32,31.2%,1,3.1%,15.6%,-,12.5%
9:38 PM,George Klassen,vs,12.1,55,3.75,0.250,0.320,1.46,0.125,0.375,1,0.73,18,35.8%,23.6%,20.3%,18.1%,9.49,6,10.9%,63.6%,9.0%,35,40.0%,4,11.4%,20.0%,14.3%,5.7%
9:40 PM,Zack Wheeler,@,29.0,129,3.13,0.250,0.319,1.41,0.155,0.405,4,1.24,47,34.7%,34.9%,23.8%,17.8%,13.97,12,9.3%,58.9%,3.2%,71,45.1%,5,7.0%,29.6%,14.3%,16.9%
9:45 PM,Chase Burns,@,37.0,163,3.72,0.250,0.315,1.41,0.139,0.389,4,0.97,56,28.8%,24.5%,19.3%,14.3%,9.73,16,9.8%,62.0%,5.5%,106,37.7%,8,7.5%,30.2%,12.5%,18.9%
9:40 PM,Braxton Ashcraft,@,35.1,145,5.17,0.246,0.334,1.22,0.246,0.493,9,2.29,66,22.7%,25.5%,21.0%,12.0%,9.42,10,6.9%,69.2%,8.1%,98,49.0%,10,10.2%,28.6%,32.1%,20.4%
9:38 PM,Parker Messick,@,15.0,62,2.57,0.237,0.267,1.13,0.102,0.339,1,0.60,20,20.9%,24.2%,25.0%,11.1%,9.00,3,4.8%,71.4%,6.5%,44,25.0%,1,2.3%,13.6%,16.7%,4.5%
6:40 PM,Sandy Alcantara,vs,37.1,152,3.80,0.200,0.264,1.12,0.111,0.311,3,0.72,42,19.7%,19.1%,17.9%,9.5%,6.99,15,9.9%,62.5%,7.5%,108,31.5%,6,5.6%,26.9%,10.3%,14.8%
6:45 PM,Cade Cavalli,vs,35.0,134,3.44,0.197,0.258,0.91,0.165,0.362,5,1.29,46,25.1%,27.6%,23.9%,12.3%,9.51,7,5.2%,62.2%,10.3%,90,44.4%,5,5.6%,25.6%,21.7%,10.0%
6:40 PM,Drew Rasmussen,@,34.0,136,2.72,0.194,0.243,0.94,0.089,0.282,2,0.53,35,25.2%,26.5%,17.6%,13.0%,9.53,8,5.9%,66.9%,7.8%,89,32.6%,4,4.5%,25.8%,8.7%,15.7%
9:40 PM,Logan Gilbert,vs,37.2,147,2.62,0.188,0.243,0.93,0.130,0.319,3,0.72,44,29.2%,28.6%,20.8%,15.1%,10.04,9,6.1%,66.0%,6.3%,96,36.5%,5,5.2%,28.1%,11.1%,14.6%
