Matchup,PHI @ MIA
Pitcher,Ryan Gusto
Pitcher Team,MIA
Opposing Team,PHI

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,4.2,1.07,="4-18",.222,.333,0.111,0,2,0,2,31.6,1,.263,.596
Batting Second,3.0,2.33,="5-15",.333,.667,0.334,1,2,0,2,0.0,2,.412,1.079
Batting Third,3.0,2.33,="4-13",.308,.385,0.077,0,1,0,1,5.9,3,.471,.856
Batting Fourth,4.0,1.25,="5-17",.294,.353,0.059,0,1,0,2,29.4,0,.294,.647
Batting Fifth,3.0,2.67,="3-12",.250,.417,0.167,0,0,1,2,11.8,5,.471,.888
Batting Sixth,4.1,0.92,="4-18",.222,.389,0.167,1,0,0,3,27.8,0,.222,.611
Batting Seventh,5.0,0.40,="2-17",.118,.294,0.176,1,0,0,2,11.1,0,.167,.461
Batting Eighth,3.0,1.67,="5-14",.357,.357,0.000,0,0,0,1,21.4,0,.357,.714
Batting Ninth,4.0,0.50,="2-14",.143,.143,0.000,0,0,0,0,50.0,0,.143,.286

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Trea Turner RHB,Batting First ​,="88-353",.249,.399,0.150,12,15,1,36,22.6,24,.299,.698
Bryson Stott LHB,Batting Second ​,="0-4",.000,.000,0.000,0,0,0,0,50.0,0,.000,.000
Bryce Harper LHB,Batting Third ​,="95-363",.262,.507,0.245,22,19,2,63,20.8,62,.365,.872
Alec Bohm RHB,Batting Fourth ​,="39-169",.231,.367,0.136,5,8,0,25,12.6,12,.286,.653
J.T. Realmuto RHB,Batting Fifth ​,="0-10",.000,.000,0.000,0,0,0,0,10.0,0,.000,.000
Brandon Marsh LHB,Batting Sixth ​,="5-25",.200,.320,0.120,1,0,0,2,39.3,2,.250,.570
Bryan De La Cruz RHB,Batting Seventh ​,="1-2",.500,2.000,1.500,1,0,0,1,33.3,1,.667,2.667
Justin Crawford LHB,Batting Eighth ​,="21-85",.247,.306,0.059,1,2,0,8,15.6,3,.281,.587
Edmundo Sosa RHB,Batting Ninth ​,="7-35",.200,.229,0.029,0,1,0,0,27.0,0,.222,.451
