Split,vsRHB
Range,L10
Dates,="8/4/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
8:10 PM,Hayden Wesneski,vs,3.2,15,1.74,0.357,0.387,1.64,0.143,0.500,0,-,7,37.5%,26.7%,44.4%,17.0%,9.82,1,6.7%,66.7%,5.7%,10,60.0%,0,-,10.0%,-,50.0%
9:40 PM,Randy Vasquez,@,15.1,67,5.19,0.305,0.359,1.50,0.153,0.458,2,1.17,27,11.1%,9.0%,8.2%,5.8%,3.52,5,7.5%,67.6%,9.2%,55,45.5%,5,9.1%,29.1%,12.5%,16.4%
8:40 PM,Freddy Peralta,@,17.2,86,5.65,0.297,0.391,1.81,0.216,0.514,3,1.53,38,24.2%,17.4%,14.2%,11.0%,7.64,10,11.6%,57.0%,6.6%,59,30.5%,2,3.4%,15.3%,22.2%,22.0%
7:05 PM,Hunter Dobbins,@,16.1,72,4.39,0.288,0.356,1.47,0.197,0.485,3,1.65,32,26.5%,25.0%,22.5%,12.9%,9.92,5,6.9%,59.7%,7.6%,48,47.9%,2,4.2%,25.0%,25.0%,22.9%
6:40 PM,Joey Cantillo,vs,39.2,178,2.55,0.280,0.329,1.54,0.130,0.410,4,0.91,66,38.7%,34.3%,28.9%,17.5%,13.84,16,9.0%,57.5%,6.9%,101,35.6%,5,5.0%,21.8%,18.2%,17.8%
6:40 PM,Sean Manaea,@,34.1,152,5.60,0.277,0.367,1.34,0.248,0.526,7,1.83,72,15.3%,14.5%,11.8%,8.4%,5.77,8,5.3%,51.6%,9.4%,117,45.3%,10,8.5%,34.2%,17.5%,23.1%
7:05 PM,Ryan Weathers,vs,37.1,165,4.17,0.277,0.337,1.45,0.155,0.432,5,1.21,64,25.9%,21.2%,17.2%,11.8%,8.44,13,7.9%,56.4%,6.6%,114,44.7%,8,7.0%,15.8%,27.8%,17.5%
7:40 PM,Joe Ryan,@,23.1,102,4.64,0.269,0.353,1.37,0.247,0.516,5,1.93,48,26.9%,24.5%,17.5%,13.0%,9.64,7,6.9%,69.9%,8.9%,70,32.9%,11,15.7%,34.3%,16.7%,21.4%
6:40 PM,Zack Littell,@,19.0,83,5.68,0.263,0.329,1.37,0.171,0.434,4,1.89,33,19.0%,14.5%,11.8%,10.0%,5.68,6,7.2%,67.5%,7.4%,63,39.7%,4,6.3%,25.4%,25.0%,14.3%
7:10 PM,Davis Martin,@,22.0,89,2.96,0.262,0.285,1.09,0.095,0.357,1,0.41,30,19.5%,15.7%,14.9%,10.5%,5.73,2,2.2%,56.2%,6.5%,71,42.3%,5,7.0%,23.9%,5.9%,16.9%
