Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Jared Triolo","PIT","Yusei Kikuchi","LAA","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Tyler Stephenson","CIN","Dustin May","MIL","2","1.000","1.00","0.50","1.50","1","1","0","0","1","1","3","0.0","1.000","0"
"Garrett Mitchell","MIL","Andrew Abbott","CIN","3","1.000","1.00","0.67","1.67","1","2","0","0","2","0","5","0.0","1.000","0"
"Carter Jensen","KC","Max Scherzer","TOR","4","0.750","1.00","0.50","1.25","1","2","0","0","2","0","5","25.0","0.800","1"
"Kyle Teel","CWS","Taj Bradley","MIN","7","0.714","0.71","0.14","0.86","4","1","0","0","1","3","6","0.0","0.714","0"
"Cole Carrigg","COL","Matthew Liberatore","STL","3","0.667","0.67","0.67","1.33","0","2","0","0","2","2","4","0.0","0.667","0"
"Jonathan Aranda","TB","Jacob deGrom","TEX","3","0.667","0.50","1.33","2.00","0","1","0","1","2","2","6","0.0","0.667","0"
"Jake McCarthy","COL","Matthew Liberatore","STL","3","0.667","0.50","1.00","1.67","1","0","0","1","1","1","5","0.0","0.667","0"
"Jose Altuve","HOU","Brandon Pfaadt","ARI","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Bryan De La Cruz","PHI","Martin Perez","ATL","6","0.667","0.80","0.17","0.83","3","1","0","0","1","0","5","16.7","0.667","0"
"Yainer Diaz","HOU","Brandon Pfaadt","ARI","5","0.600","0.60","0.40","1.00","1","2","0","0","2","0","5","0.0","0.667","1"
"Zack Gelof","ATH","George Kirby","SEA","7","0.571","0.60","0.71","1.29","1","2","0","1","3","1","9","14.3","0.571","0"
"Brooks Lee","MIN","Anthony Kay","CWS","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.667","0"
"Nick Sogard","BOS","Chris Bassitt","BAL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.750","1"
"Seiya Suzuki","CHC","Ryan Gusto","MIA","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.500","0"
"Oneil Cruz","PIT","Yusei Kikuchi","LAA","2","0.500","1.00","1.00","1.50","0","0","1","0","1","1","3","50.0","0.500","0"
"Riley Greene","DET","Parker Messick","CLE","4","0.500","1.00","0.75","1.25","1","0","0","1","1","1","5","50.0","0.600","1"
"CJ Abrams","WSH","Tyler Glasnow","LAD","4","0.500","1.00","1.00","1.50","0","1","0","1","2","1","6","50.0","0.667","2"
"Brayan Rocchio","CLE","Framber Valdez","DET","4","0.500","0.67","0.50","1.00","1","0","1","0","1","0","4","25.0","0.600","1"
"Kyle Isbel","KC","Max Scherzer","TOR","4","0.500","0.67","0.50","1.00","0","2","0","0","2","0","4","25.0","0.500","0"
"Javier Baez","DET","Parker Messick","CLE","4","0.500","0.50","0.25","0.75","1","1","0","0","1","1","3","0.0","0.500","0"
"Angel Martinez","CLE","Framber Valdez","DET","6","0.500","0.50","0.17","0.67","2","1","0","0","1","1","4","0.0","0.500","0"
"Wilyer Abreu","BOS","Chris Bassitt","BAL","16","0.500","0.55","0.50","1.00","4","2","0","2","4","9","16","18.8","0.556","2"
"Eli White","BOS","Chris Bassitt","BAL","11","0.455","0.63","0.18","0.64","3","2","0","0","2","0","7","27.3","0.538","1"
"Eugenio Suarez","CIN","Dustin May","MIL","9","0.444","0.50","0.33","0.78","3","0","0","1","1","1","7","22.2","0.444","0"
"Trevor Story","BOS","Chris Bassitt","BAL","7","0.429","0.75","0.14","0.57","2","1","0","0","1","2","4","42.9","0.600","3"
"Hunter Goodman","COL","Matthew Liberatore","STL","5","0.400","0.33","0.60","1.00","1","0","0","1","1","3","5","20.0","0.400","0"
"Brice Turang","MIL","Andrew Abbott","CIN","10","0.400","0.40","0.30","0.70","1","3","0","0","3","1","7","0.0","0.500","2"
"Alec Bohm","PHI","Martin Perez","ATL","20","0.400","0.50","0.15","0.55","7","0","0","1","1","5","11","25.0","0.429","1"
"Dominic Smith","ATL","Zack Wheeler","PHI","33","0.394","0.50","0.12","0.52","11","1","0","1","2","5","17","24.2","0.429","1"
"Chase Meidroth","CWS","Taj Bradley","MIN","8","0.375","0.43","0.25","0.63","1","2","0","0","2","1","5","12.5","0.444","1"
"Jackson Chourio","MIL","Andrew Abbott","CIN","8","0.375","0.20","0.75","1.13","1","0","0","2","2","3","9","12.5","0.545","3"
"Jake Burger","TEX","Drew Rasmussen","TB","8","0.375","0.33","0.38","0.75","2","0","0","1","1","2","6","12.5","0.375","0"
"Jose Ramirez","CLE","Framber Valdez","DET","16","0.375","0.36","0.31","0.69","3","2","0","1","3","2","11","6.3","0.474","2"
"Salvador Perez","KC","Max Scherzer","TOR","38","0.368","0.32","0.37","0.74","8","2","0","4","6","10","28","7.9","0.385","1"
"Pete Alonso","BAL","Sonny Gray","BOS","11","0.364","0.29","0.55","0.91","2","0","0","2","2","5","10","18.2","0.417","1"
"Amed Rosario","NYY","Robbie Ray","SD","17","0.353","0.46","0.24","0.59","2","4","0","0","4","0","10","23.5","0.389","1"
"Michael Massey","KC","Max Scherzer","TOR","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","0.0","0.500","1"
"Eduardo Valencia","DET","Parker Messick","CLE","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Tristan Peters","CWS","Taj Bradley","MIN","3","0.333","0.50","0.33","0.67","0","1","0","0","1","1","2","33.3","0.333","0"
"Yordan Alvarez","HOU","Brandon Pfaadt","ARI","3","0.333","0.00","1.00","1.33","0","0","0","1","1","3","4","33.3","0.333","0"
"Christian Walker","HOU","Brandon Pfaadt","ARI","3","0.333","1.00","0.33","0.67","0","1","0","0","1","0","2","66.7","0.333","0"
"Gunnar Henderson","BAL","Sonny Gray","BOS","6","0.333","0.25","0.50","0.83","1","0","0","1","1","4","5","16.7","0.556","2"
"Leody Taveras","BAL","Sonny Gray","BOS","6","0.333","0.33","0.33","0.67","0","2","0","0","2","1","4","16.7","0.286","0"
"Andres Gimenez","TOR","Seth Lugo","KC","9","0.333","0.43","0.22","0.56","1","2","0","0","2","0","5","22.2","0.400","1"
"Luis Robert","BAL","Sonny Gray","BOS","12","0.333","0.30","0.33","0.67","2","1","0","1","2","4","8","8.3","0.333","0"
