Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-08-18 00:00:00,Wrigley Field,CHW @ CHC,8:05,+26%,-10%,-4%,+5%,+0.58,-0.35,-0.37,+0.48,-2%,-11%,-3%,-6%,-0.04,-0.38,-0.28,-0.55,+28%,+1%,-1%,+12%,+0.62,+0.03,-0.09,+1.03
2026-08-18 00:00:00,Coors Field,LAD @ COL,8:40,+25%,+23%,+20%,+35%,+0.57,+0.81,+2.14,+3.09,+21%,+31%,+16%,+33%,+0.48,+1.07,+1.73,+2.94,+4%,-8%,+4%,+2%,+0.09,-0.26,+0.41,+0.15
2026-08-18 00:00:00,Great American BP,STL @ CIN,6:40,+18%,+4%,0%,+12%,+0.40,+0.16,-0.05,+1.09,+13%,+3%,-1%,+10%,+0.29,+0.11,-0.06,+0.85,+5%,+1%,+0%,+3%,+0.11,+0.05,+0.01,+0.24
2026-08-18 00:00:00,Kauffman Stadium,ATH @ KC,7:40,+17%,+1%,+3%,+9%,+0.39,+0.04,+0.34,+0.77,+11%,+3%,-1%,+4%,+0.25,+0.09,-0.08,+0.32,+6%,-2%,+4%,+5%,+0.14,-0.05,+0.42,+0.44
2026-08-18 00:00:00,Citizens Bank Park,MIA @ PHI,6:40,+13%,+0%,+1%,+7%,+0.28,+0.00,+0.07,+0.63,+15%,-3%,-2%,+5%,+0.33,-0.10,-0.19,+0.43,-2%,+3%,+3%,+2%,-0.04,+0.10,+0.27,+0.20
2026-08-18 00:00:00,American Family Fld,SEA @ MIL,7:40,+13%,+0%,-9%,+2%,+0.30,+0.02,-1.00,+0.20,-1%,-11%,-9%,-8%,-0.03,-0.38,-0.93,-0.66,+15%,+11%,-1%,+10%,+0.33,+0.39,-0.08,+0.86
2026-08-18 00:00:00,Progressive Field,SF  @ CLE,6:40,+7%,+0%,-3%,+3%,+0.16,+0.02,-0.29,+0.24,-5%,+3%,-3%,-1%,-0.10,+0.11,-0.33,-0.08,+12%,-3%,+0%,+4%,+0.26,-0.10,+0.04,+0.32
2026-08-18 00:00:00,Daikin Park,LAA @ HOU,8:10,+6%,-11%,-4%,-4%,+0.14,-0.40,-0.44,-0.39,+6%,-12%,-4%,-5%,+0.15,-0.41,-0.48,-0.42,0%,+0%,+0%,+0%,-0.01,+0.01,+0.04,+0.03
2026-08-18 00:00:00,Oriole Park,NYY @ BAL,6:35,+1%,+13%,+0%,+4%,+0.01,+0.44,+0.02,+0.33,-3%,+6%,+6%,+5%,-0.06,+0.21,+0.68,+0.41,+3%,+7%,-6%,-1%,+0.07,+0.23,-0.66,-0.08
2026-08-18 00:00:00,Tropicana Field,TOR @ TB,6:40,-3%,-6%,-7%,-6%,-0.07,-0.22,-0.80,-0.50,-4%,-6%,-7%,-6%,-0.09,-0.22,-0.79,-0.51,+1%,0%,0%,+0%,+0.01,0.00,-0.01,+0.01
2026-08-18 00:00:00,Target Field,ATL @ MIN,7:40,-5%,+1%,+1%,0%,-0.11,+0.03,+0.08,-0.02,-7%,+2%,+2%,+1%,-0.16,+0.08,+0.24,+0.05,+2%,-1%,-1%,-1%,+0.05,-0.05,-0.16,-0.07
2026-08-18 00:00:00,Fenway Park,ARI @ BOS,7:10,-9%,+1%,+2%,-4%,-0.21,+0.04,+0.22,-0.36,-8%,+19%,+7%,+8%,-0.17,+0.66,+0.72,+0.70,-2%,-18%,-5%,-12%,-0.04,-0.63,-0.49,-1.06
2026-08-18 00:00:00,Citi Field,SD  @ NYM,7:10,-9%,-23%,-4%,-12%,-0.19,-0.82,-0.45,-1.10,-1%,-20%,-5%,-8%,-0.02,-0.70,-0.50,-0.74,-8%,-3%,+0%,-4%,-0.17,-0.11,+0.05,-0.36
2026-08-18 00:00:00,Globe Life Field,WAS @ TEX,8:05,-11%,-7%,-2%,-8%,-0.26,-0.26,-0.16,-0.67,-10%,-7%,-1%,-7%,-0.23,-0.26,-0.15,-0.63,-1%,+0%,0%,0%,-0.03,+0.00,-0.01,-0.04
2026-08-18 00:00:00,PNC Park,DET @ PIT,6:40,-12%,+15%,+0%,+2%,-0.27,+0.54,+0.03,+0.22,-15%,+11%,+1%,-1%,-0.33,+0.38,+0.05,-0.04,+3%,+5%,0%,+3%,+0.06,+0.16,-0.02,+0.26
