Matchup,HOU @ WSH
Pitcher,Mike Burrows
Pitcher Team,HOU
Opposing Team,WSH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,52.1,229,0.261,0.345,0.473,0.213,1.41,11,1.89,8.7%,19.7%,15.7%,14.2%,9.8%,6.19,66.1%,7.9%,9.4%,40.4%,29.8%,19.6%,21.1%
vsLHB,28.1,136,0.300,0.393,0.542,0.242,1.80,7,2.22,11.0%,20.8%,14.0%,11.9%,9.8%,6.04,64.2%,7.3%,10.9%,41.6%,30.7%,19.4%,20.8%
vsRHB,24.0,93,0.207,0.275,0.379,0.172,0.96,4,1.50,5.4%,18.1%,18.3%,17.9%,9.7%,6.38,68.8%,8.8%,7.1%,38.6%,28.6%,20.0%,21.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
James Wood LHB,,+270,31,14,5.00,1,1,0.222,0.500,0.667,0.444,0.473,35.7%,16.7%,7.1%,5.2%,94.7,345.0,5,1,25.0%,12.5%,12.5%,75.0%,50.0%,78.9,86.4%,27.3%,13.6%,95.7%,62.5%,25.0%,50.0%,37.5%,37.5%,25.0%,25.0%,50.0%,13.6%
Luis Garcia Jr. LHB,—,N/A,19,21,4.00,5,6,0.500,0.524,1.300,0.800,0.761,4.8%,18.4%,9.5%,10.5%,93.7,280.4,6,5,27.8%,22.2%,38.9%,55.6%,50.0%,73.8,45.2%,31.0%,16.7%,85.7%,72.2%,33.3%,50.0%,38.9%,22.2%,44.4%,27.8%,27.8%,35.0%
Jose Tena LHB,,+775,13,20,3.20,0,0,0.316,0.350,0.421,0.105,0.337,5.0%,26.5%,15.0%,14.8%,91.2,206.3,1,0,-,-,12.5%,50.0%,31.2%,73.6,38.7%,32.3%,19.4%,91.2%,37.4%,6.2%,0.0%,31.2%,56.2%,37.5%,43.8%,18.8%,41.2%
Keibert Ruiz SHB,,+600,12,18,3.60,0,0,0.412,0.444,0.588,0.176,0.449,-,5.9%,5.6%,3.5%,90.4,300.1,7,3,6.2%,-,31.2%,43.8%,50.0%,68.1,3.0%,39.4%,15.2%,97.1%,56.3%,18.8%,0.0%,37.5%,31.2%,62.5%,31.2%,6.2%,41.2%
Curtis Mead RHB,,+470,18,23,4.80,2,2,0.318,0.348,0.636,0.318,0.421,4.3%,15.6%,17.4%,6.7%,84.2,293.5,5,2,11.8%,11.8%,23.5%,41.2%,23.5%,72.7,23.7%,28.9%,13.2%,86.4%,41.2%,29.4%,40.0%,11.8%,52.9%,58.8%,23.5%,17.6%,18.5%
Dylan Crews RHB,,+475,17,25,4.40,0,1,0.091,0.200,0.091,-,0.152,8.0%,42.9%,32.0%,22.6%,88.9,298.5,5,1,7.7%,-,15.4%,38.5%,15.4%,73.2,20.0%,15.6%,8.9%,91.8%,53.9%,46.2%,0.0%,7.7%,38.5%,15.4%,69.2%,15.4%,32.0%
Drew Millas SHB,,+900,11,20,3.80,0,1,0.235,0.350,0.294,0.059,0.301,5.0%,22.2%,20.0%,9.6%,88.6,251.0,3,1,-,-,23.1%,38.5%,46.2%,68.0,6.1%,30.3%,6.1%,94.3%,53.9%,23.1%,0.0%,30.8%,38.5%,38.5%,23.1%,38.5%,29.2%
Jorbit Vivas LHB,—,N/A,17,13,3.40,0,0,0.167,0.231,0.167,-,0.187,7.7%,32.0%,7.7%,12.9%,80.4,254.5,1,1,-,-,10.0%,30.0%,40.0%,68.1,-,21.7%,8.7%,92.0%,30.0%,10.0%,0.0%,20.0%,70.0%,50.0%,20.0%,30.0%,31.2%
CJ Abrams LHB,,+360,21,24,4.40,1,3,0.182,0.250,0.318,0.136,0.256,4.2%,24.4%,25.0%,14.7%,87.1,249.0,6,3,6.2%,6.2%,31.2%,25.0%,25.0%,72.5,26.2%,23.8%,7.1%,93.3%,56.3%,37.5%,16.7%,18.8%,18.8%,43.8%,31.2%,25.0%,46.2%
Daylen Lile LHB,,+549,24,18,4.20,0,1,0.222,0.222,0.278,0.056,0.219,-,27.3%,27.8%,16.4%,87.8,255.8,3,2,7.7%,7.7%,15.4%,23.1%,30.8%,70.9,8.3%,27.8%,5.6%,83.7%,46.2%,15.4%,0.0%,30.8%,38.5%,53.8%,15.4%,30.8%,42.9%
