Bat Side,R
Condition,all

#,BALLPARK,ELEV,ROOF,BBE,PARK,HR,HITS,1B,2B,3B,K,BB,BARREL,HARDHIT,DIST,AVG EV,AVG DIST
1,Coors Field,5190',Open,"6,517",1.14,1.06,1.13,1.12,1.15,1.38,0.87,1.03,1.04,1.05,1.07,88.3,172.9
2,Sutter Health Park,24',Open,"3,757",1.05,1.05,1.03,1.01,1.10,0.87,0.96,1.09,0.92,0.98,1.00,87.9,173.2
3,Chase Field,1086',Retractable,"5,848",1.05,0.99,1.03,1.00,1.12,1.53,0.93,0.98,1.06,1.04,1.03,88.9,167.9
4,Angel Stadium,151',Open,"6,197",1.03,1.03,1.04,1.05,0.99,1.02,1.00,1.03,0.99,1.00,1.01,88.6,171
5,Oriole Park at Camden Yards,33',Open,"5,374",1.02,0.95,1.03,1.05,1.02,1.25,0.97,0.97,1.02,1.05,1.00,89.2,169.4
6,Great American Ball Park,535',Open,"6,186",1.02,1.11,1.00,0.96,1.04,0.80,1.00,1.04,1.01,0.97,1.00,88,174.1
7,Target Field,828',Open,"5,700",1.02,0.97,1.03,1.02,1.10,1.02,1.00,0.97,1.03,1.01,1.01,88.5,172
8,Rogers Centre,270',Retractable,"6,171",1.02,1.09,1.01,1.01,0.99,0.81,1.02,0.98,1.05,1.03,1.00,88.8,167.7
9,Nationals Park,35',Open,"5,391",1.01,0.99,1.01,1.03,0.97,1.00,0.94,1.00,1.03,1.04,0.99,88.3,158.6
10,Dodger Stadium,515',Open,"5,414",1.01,1.16,0.99,0.96,0.96,0.85,1.04,1.00,1.01,1.01,1.00,88.5,173.9
11,Daikin Park,45',Retractable,"6,585",1.01,1.09,1.00,0.98,1.02,0.89,1.08,1.02,0.95,1.00,0.99,87.8,163.3
12,Truist Park,1001',Open,"5,529",1.01,0.93,1.04,1.06,1.02,1.08,1.05,0.98,0.98,1.02,1.01,88.6,163.6
13,Tropicana Field,15',Dome,"2,609",1.00,1.07,0.99,0.96,0.97,1.15,0.99,0.99,1.04,0.97,1.01,87.6,167.7
14,Kauffman Stadium,856',Open,"6,007",1.00,0.92,1.00,0.98,1.06,1.21,0.95,1.01,1.02,1.02,1.02,89,168.2
15,Citizens Bank Park,20',Open,"5,879",1.00,0.98,1.02,1.03,0.99,1.06,1.04,0.95,0.89,1.00,1.00,88.2,159.4
16,Fenway Park,21',Open,"5,437",1.00,0.92,1.03,1.06,0.98,0.89,0.98,0.98,0.92,0.99,0.99,87.8,155.2
17,Progressive Field,653',Open,"4,245",1.00,0.88,1.02,1.03,1.10,0.89,1.05,1.03,0.96,1.01,1.00,88.5,164.5
18,Rate Field,595',Open,"5,717",0.99,0.94,1.00,1.02,0.98,0.77,0.96,1.07,0.99,1.01,0.99,88.4,167.2
19,loanDepot park,10',Retractable,"5,980",0.99,0.89,1.00,0.99,1.06,1.22,0.97,1.04,1.02,1.02,0.99,88.1,157.2
20,Petco Park,23',Open,"5,594",0.99,1.09,0.99,0.98,0.93,0.95,1.06,1.02,1.05,1.00,0.99,88.4,163.7
21,Comerica Park,600',Open,"5,378",0.99,1.02,0.99,1.01,0.95,0.81,0.98,0.97,0.97,0.99,1.00,88.6,166.3
22,PNC Park,780',Open,"6,125",0.99,0.83,1.02,1.03,1.10,0.90,0.97,0.99,0.96,1.03,1.00,88.2,159.7
23,Yankee Stadium,55',Open,"5,046",0.98,1.05,0.97,0.95,0.96,1.00,1.02,1.05,1.03,1.02,1.00,89.4,170.6
24,Oracle Park,',Open,"5,895",0.98,0.83,1.00,1.02,1.04,1.19,0.97,0.97,0.94,1.01,0.99,88.4,162
25,American Family Field,597',Retractable,"5,564",0.98,1.06,0.99,0.99,0.94,0.77,1.08,1.02,0.97,0.97,1.01,87.9,165.8
26,Citi Field,10',Open,"5,497",0.98,1.00,0.98,0.98,0.95,0.94,1.04,1.06,1.00,1.00,1.00,88.4,163.9
27,Busch Stadium,460',Open,"5,864",0.97,0.86,0.99,1.02,1.02,0.89,0.93,0.93,0.98,1.03,1.00,88.9,160.4
28,Wrigley Field,595',Open,"5,899",0.95,1.04,0.95,0.96,0.84,0.95,1.02,0.97,1.00,1.02,0.99,88.3,165.9
29,Globe Life Field,545',Retractable,"5,495",0.94,0.92,0.96,0.97,0.93,0.86,1.02,0.96,1.01,1.02,1.00,88.4,169.5
30,T-Mobile Park,10',Retractable,"4,789",0.91,0.94,0.94,0.95,0.92,0.76,1.11,0.93,0.96,0.97,1.00,88.1,162
