Matchup,CLE @ MIN
Pitcher,Connor Prielipp
Pitcher Team,MIN
Opposing Team,CLE

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,108.0,466,0.258,0.326,0.415,0.157,1.36,14,1.17,8.6%,24.3%,24.9%,19.8%,11.5%,9.67,63.5%,7.7%,7.2%,41.8%,26.3%,17.5%,15.8%
vsLHB,28.1,134,0.296,0.369,0.461,0.165,1.76,4,1.27,11.9%,25.4%,22.4%,16.0%,11.3%,9.53,66.4%,5.8%,10.3%,37.9%,33.3%,13.8%,14.9%
vsRHB,79.0,332,0.244,0.309,0.398,0.154,1.23,10,1.14,7.2%,23.9%,25.9%,21.6%,11.5%,9.80,62.3%,8.5%,6.0%,43.3%,23.5%,19.6%,16.1%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Angel Martinez SHB,,+730,32,4.20,8,2,2,89.8,281.5,3,2,25.0%,25.0%,37.5%,62.5%,37.5%,71.7,33.3%,41.7%,25.0%,92.3%,50.0%,37.5%,66.7%,12.5%,25.0%,37.5%,25.0%,37.5%,37.5%
Angel Genao SHB,,+1150,13,3.20,8,1,1,84.6,376.5,2,1,12.5%,12.5%,12.5%,37.5%,25.0%,74.2,46.2%,23.1%,15.4%,100.0%,25.0%,12.5%,100.0%,12.5%,75.0%,75.0%,12.5%,12.5%,28.6%
Daniel Schneemann LHB,—,N/A,18,1.20,8,1,1,91.1,284.4,3,1,12.5%,12.5%,25.0%,37.5%,-,70.5,-,53.8%,7.7%,100.0%,50.0%,50.0%,25.0%,-,37.5%,50.0%,37.5%,12.5%,37.5%
Jo Adell RHB,,+484,28,4.40,8,0,0,88.5,256.3,2,0,-,-,12.5%,25.0%,-,80.3,87.5%,18.8%,12.5%,100.0%,37.5%,37.5%,0.0%,-,50.0%,50.0%,25.0%,25.0%,42.9%
Travis Bazzana LHB,—,N/A,9,4.00,8,0,0,78.3,189.3,1,1,-,-,12.5%,12.5%,12.5%,69.0,16.7%,25.0%,-,100.0%,25.0%,25.0%,0.0%,-,37.5%,37.5%,12.5%,50.0%,42.9%
Chase DeLauter LHB,,+860,14,4.20,8,0,0,90.7,220.8,0,0,-,-,12.5%,37.5%,25.0%,73.4,37.5%,37.5%,12.5%,88.9%,25.0%,-,-,25.0%,50.0%,50.0%,25.0%,25.0%,42.9%
Jose Ramirez SHB,,+527,20,4.60,8,0,0,84.7,275.6,3,0,-,-,12.5%,-,37.5%,69.4,-,55.6%,-,90.0%,75.0%,37.5%,0.0%,37.5%,25.0%,37.5%,37.5%,25.0%,12.5%
Nathaniel Lowe LHB,—,N/A,7,3.20,8,0,0,91.7,222.1,1,1,-,-,12.5%,50.0%,37.5%,73.7,41.7%,33.3%,25.0%,92.3%,50.0%,-,-,50.0%,50.0%,25.0%,62.5%,12.5%,28.6%
Patrick Bailey SHB,—,N/A,10,3.60,8,0,0,98.2,298.0,2,2,-,-,-,75.0%,37.5%,73.7,21.4%,42.9%,21.4%,93.3%,50.0%,37.5%,0.0%,12.5%,50.0%,25.0%,50.0%,25.0%,42.9%
Austin Hedges RHB,,+970,15,3.00,8,0,0,84.4,266.8,4,0,-,-,12.5%,25.0%,12.5%,69.7,18.2%,27.3%,-,84.6%,62.5%,62.5%,0.0%,-,25.0%,37.5%,25.0%,37.5%,50.0%
David Fry RHB,,+880,20,2.20,8,0,0,90.8,214.8,1,0,-,-,12.5%,37.5%,-,72.3,25.0%,37.5%,12.5%,100.0%,25.0%,25.0%,0.0%,-,50.0%,25.0%,62.5%,12.5%,37.5%
Petey Halpin LHB,—,N/A,4,2.80,8,0,0,63.2,126.2,0,0,-,-,12.5%,12.5%,12.5%,69.3,-,16.7%,-,75.0%,-,-,-,-,37.5%,25.0%,37.5%,37.5%,75.0%
Brayan Rocchio SHB,,+980,19,3.80,8,0,0,80.0,237.0,1,0,-,-,-,25.0%,25.0%,67.5,-,30.8%,15.4%,92.9%,25.0%,-,-,25.0%,50.0%,50.0%,12.5%,37.5%,42.9%
Steven Kwan LHB,,+2500,6,4.60,8,0,0,73.3,233.6,1,1,-,-,-,12.5%,62.5%,61.9,-,50.0%,-,80.0%,50.0%,12.5%,0.0%,37.5%,37.5%,-,75.0%,25.0%,25.0%
