HR Split,Overall
Dates,="6/19/2026"
Games,14

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,9:40 PM,Jeffrey Springs,vs,1.46,0.79,1.31,2.91,9.9%,21.2%,37.9%,29.8%,6.9%,1163
2,8:05 PM,Randy Vasquez,@,1.40,0.42,1.78,1.90,14.0%,15.2%,46.3%,33.9%,9.9%,993
3,8:10 PM,Tanner Bibee,@,1.23,1.38,0.62,1.89,12.3%,20.5%,43.5%,31.3%,9.0%,1246
4,8:40 PM,Kyle Freeland,vs,1.16,-0.91,1.30,2.12,10.6%,19.9%,47.1%,30.8%,7.0%,1109
5,8:15 PM,Seth Lugo,vs,0.89,0.34,0.99,1.48,12.4%,14.5%,42.8%,35.5%,8.4%,1057
6,10:10 PM,Trey Gibson,@,0.87,0.62,0.78,1.69,11.4%,28.6%,41.4%,20.0%,7.9%,192
7,7:10 PM,Griffin Jax,vs,0.71,0.39,0.78,1.52,10.7%,28.6%,41.2%,21.0%,7.6%,551
8,6:40 PM,Erick Fedde,@,0.31,-0.09,0.55,1.59,7.4%,18.9%,40.2%,25.7%,6.6%,1000
9,8:10 PM,Tatsuya Imai,vs,0.29,1.22,-0.80,1.25,8.5%,22.4%,43.5%,23.5%,7.3%,249
10,8:15 PM,Michael McGreevy,@,0.27,0.37,0.14,1.44,8.4%,18.1%,41.6%,24.9%,6.4%,829
11,8:05 PM,Jacob deGrom,vs,0.23,0.35,0.06,1.29,8.2%,18.2%,42.3%,28.8%,6.0%,1082
12,10:10 PM,Roki Sasaki,vs,0.18,-0.02,0.31,1.09,9.7%,18.3%,42.0%,22.3%,7.7%,587
13,9:40 PM,Jose Soriano,@,-0.04,0.10,-0.13,1.08,7.9%,20.7%,41.1%,20.7%,6.3%,1204
14,10:10 PM,Bryce Miller,vs,-0.10,-0.77,0.64,1.07,7.4%,17.3%,30.2%,28.1%,8.3%,671
15,7:05 PM,Rhett Lowder,@,-0.18,0.77,-1.37,0.80,7.7%,21.8%,43.6%,17.3%,7.8%,296
16,2:20 PM,Kevin Gausman,@,-0.18,-0.25,0.01,1.11,6.7%,13.2%,38.2%,27.4%,6.6%,1357
17,7:15 PM,Martin Perez,vs,-0.29,-0.02,-0.31,0.80,8.8%,12.9%,37.4%,23.3%,7.2%,578
18,9:45 PM,Connor Prielipp,@,-0.44,-0.35,-0.32,0.62,8.3%,9.3%,38.1%,24.2%,8.1%,330
19,2:20 PM,Ben Brown,vs,-0.57,-0.47,-0.58,0.28,8.3%,3.6%,47.1%,26.0%,8.5%,838
20,8:40 PM,Bubba Chandler,@,-0.60,0.10,-0.93,0.65,6.3%,9.7%,36.9%,27.3%,6.6%,535
21,9:45 PM,Michael Soroka,vs,-0.60,-0.36,-0.65,0.70,6.8%,9.8%,31.2%,28.3%,6.7%,838
22,7:05 PM,Cam Schlittler,vs,-0.69,-0.74,-0.41,0.74,5.8%,6.0%,38.1%,25.6%,6.5%,825
23,6:40 PM,Tarik Skubal,vs,-0.71,0.48,-0.71,0.61,4.5%,10.9%,41.1%,24.0%,7.3%,1126
24,7:10 PM,Landen Roupp,@,-0.84,-0.75,-0.65,0.65,5.7%,11.2%,33.2%,21.7%,5.9%,901
25,10:10 PM,Ranger Suarez,@,-1.00,-0.01,-0.99,0.49,5.7%,7.8%,30.2%,24.0%,6.1%,1074
26,7:15 PM,Jacob Misiorowski,@,-1.30,-1.12,-0.98,0.32,2.8%,6.7%,30.6%,22.1%,8.2%,774
27,7:10 PM,PJ Poulin,@,-,-,-,-,-,-,-,-,-,0
28,7:10 PM,Lake Bachar,vs,-,-,-,-,-,-,-,-,-,0
