Matchup,CWS @ BAL
Pitcher,Trey Gibson
Pitcher Team,BAL
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,30.2,140,0.261,0.346,0.420,0.160,1.63,5,1.47,13.6%,21.9%,17.9%,18.4%,9.1%,7.34,53.9%,8.1%,8.4%,44.2%,18.9%,27.8%,14.7%
vsLHB,17.1,79,0.261,0.325,0.377,0.116,1.62,2,1.04,12.7%,24.8%,19.0%,21.7%,10.7%,7.79,47.5%,7.7%,7.4%,48.1%,16.7%,22.2%,20.4%
vsRHB,13.1,61,0.260,0.374,0.480,0.220,1.65,3,2.02,14.8%,17.9%,16.4%,14.9%,7.0%,6.75,62.3%,8.7%,9.8%,39.0%,22.0%,33.3%,7.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Miguel Vargas RHB,,+370,36,22,4.80,2,3,0.421,0.500,0.895,0.474,0.574,13.6%,17.1%,13.6%,7.3%,88.3,290.5,7,4,12.5%,6.2%,43.8%,43.8%,56.2%,74.4,50.0%,37.5%,15.6%,94.1%,75.0%,31.2%,40.0%,43.8%,25.0%,50.0%,50.0%,-,25.0%
Andrew Benintendi LHB,,+485,11,20,3.40,2,2,0.200,0.200,0.550,0.350,0.318,-,25.0%,15.0%,14.1%,92.5,287.8,3,2,5.9%,5.9%,23.5%,52.9%,23.5%,71.0,-,36.1%,16.7%,92.3%,41.1%,23.5%,50.0%,17.6%,58.8%,70.6%,17.6%,11.8%,45.0%
Sam Antonacci LHB,,+760,18,33,5.00,1,1,0.370,0.485,0.556,0.185,0.450,15.2%,14.3%,6.1%,7.1%,88.0,261.5,3,1,4.0%,4.0%,16.0%,40.0%,44.0%,70.6,5.8%,23.1%,11.5%,92.9%,52.0%,28.0%,14.3%,24.0%,44.0%,40.0%,48.0%,12.0%,25.8%
Braden Montgomery SHB,,+630,25,26,4.60,1,1,0.318,0.423,0.545,0.227,0.415,15.4%,13.3%,3.8%,7.3%,89.1,269.9,3,1,5.0%,-,5.0%,40.0%,35.0%,69.9,10.8%,27.0%,13.5%,86.0%,40.0%,20.0%,25.0%,20.0%,55.0%,35.0%,25.0%,40.0%,50.0%
Jacob Gonzalez LHB,,+720,24,20,4.20,1,2,0.333,0.400,0.611,0.278,0.430,10.0%,16.4%,10.0%,9.7%,91.4,254.6,4,0,-,-,33.3%,40.0%,33.3%,71.1,10.9%,17.4%,6.5%,90.2%,60.0%,33.3%,20.0%,26.7%,33.3%,46.7%,33.3%,20.0%,57.1%
Kyle Teel LHB,,+575,10,14,4.20,1,1,0.167,0.286,0.417,0.250,0.311,7.1%,46.7%,42.9%,22.2%,85.5,289.7,2,1,16.7%,16.7%,16.7%,50.0%,33.3%,73.8,39.3%,10.7%,3.6%,93.3%,66.7%,50.0%,33.3%,16.7%,33.3%,33.3%,50.0%,16.7%,25.0%
Tristan Peters LHB,,+730,14,25,3.80,0,0,0.136,0.200,0.182,0.045,0.174,8.0%,18.6%,16.0%,10.1%,89.3,238.4,4,2,-,-,22.2%,33.3%,33.3%,69.6,10.3%,30.8%,2.6%,92.9%,61.1%,44.4%,0.0%,16.7%,27.8%,38.9%,33.3%,27.8%,48.0%
Colson Montgomery LHB,,+288,32,22,4.40,0,1,0.143,0.182,0.143,-,0.151,4.5%,30.0%,36.4%,14.8%,86.2,247.6,5,2,15.4%,-,15.4%,23.1%,38.5%,77.2,73.5%,14.7%,8.8%,89.5%,76.9%,61.5%,0.0%,15.4%,7.7%,15.4%,84.6%,-,45.5%
Chase Meidroth RHB,,+1100,27,18,4.60,0,0,0.438,0.500,0.438,-,0.418,11.1%,13.8%,22.2%,4.3%,85.7,226.5,0,0,-,-,-,25.0%,41.7%,64.3,-,29.2%,8.3%,85.7%,41.6%,8.3%,0.0%,33.3%,50.0%,16.7%,58.3%,25.0%,4.0%
Drew Romo SHB,—,N/A,21,17,3.00,0,0,-,0.059,-,-,0.038,5.9%,28.1%,29.4%,15.0%,83.1,311.8,4,4,18.2%,-,18.2%,36.4%,27.3%,71.2,3.6%,17.9%,3.6%,87.5%,72.7%,63.6%,0.0%,9.1%,18.2%,45.5%,45.5%,9.1%,50.0%
Randal Grichuk RHB,,+375,34,14,2.60,0,0,0.143,0.143,0.143,-,0.127,-,25.0%,7.1%,11.6%,89.4,287.6,2,0,7.7%,7.7%,15.4%,38.5%,23.1%,75.0,52.6%,42.1%,26.3%,95.0%,38.5%,15.4%,0.0%,23.1%,61.5%,53.8%,38.5%,7.7%,26.7%
Luisangel Acuna RHB,—,N/A,9,12,2.40,0,0,0.333,0.333,0.333,-,0.297,-,9.5%,8.3%,5.9%,81.4,289.3,1,1,9.1%,-,-,36.4%,18.2%,72.7,44.4%,22.2%,16.7%,90.0%,27.3%,9.1%,0.0%,18.2%,54.5%,63.6%,9.1%,27.3%,54.5%
