Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Ivan Herrera","NL","Dylan Cease","AL","7","0.571","0.67","0.29","0.86","2","2","0","0","2","2","6","14.3","0.500","0"
"Ceddanne Rafaela","AL","Cristopher Sanchez","NL","4","0.500","0.50","0.00","0.50","2","0","0","0","0","0","2","0.0","0.600","1"
"Shea Langeliers","AL","Cristopher Sanchez","NL","4","0.500","0.67","0.00","0.50","2","0","0","0","0","0","2","25.0","0.500","0"
"Pete Crow-Armstrong","NL","Dylan Cease","AL","5","0.400","0.67","0.20","0.60","1","1","0","0","1","1","3","40.0","0.500","1"
"Cody Bellinger","AL","Cristopher Sanchez","NL","5","0.400","0.40","0.00","0.40","2","0","0","0","0","1","2","0.0","0.500","1"
"Freddie Freeman","NL","Dylan Cease","AL","21","0.381","0.47","0.05","0.43","7","1","0","0","1","3","9","19.0","0.409","1"
"Willson Contreras","AL","Cristopher Sanchez","NL","9","0.333","0.50","0.11","0.44","2","1","0","0","1","1","4","33.3","0.333","0"
"Ernie Clement","AL","Cristopher Sanchez","NL","12","0.333","0.30","0.33","0.67","2","1","0","1","2","1","8","8.3","0.333","0"
"Brandon Marsh","NL","Dylan Cease","AL","10","0.300","0.33","0.40","0.70","1","1","0","1","2","2","7","30.0","0.364","1"
"Kevin McGonigle","AL","Cristopher Sanchez","NL","4","0.250","0.33","0.00","0.25","1","0","0","0","0","0","1","25.0","0.250","0"
"Bryce Harper","NL","Dylan Cease","AL","4","0.250","0.33","0.00","0.25","1","0","0","0","0","1","1","25.0","0.500","2"
"Ozzie Albies","NL","Dylan Cease","AL","12","0.250","0.33","0.17","0.42","1","2","0","0","2","1","5","25.0","0.308","0"
"Luis Arraez","NL","Dylan Cease","AL","25","0.240","0.26","0.00","0.24","6","0","0","0","0","1","6","12.0","0.259","1"
"Kyle Schwarber","NL","Dylan Cease","AL","13","0.231","0.14","0.54","0.77","0","1","0","2","3","3","10","30.8","0.375","3"
"Matt Olson","NL","Dylan Cease","AL","13","0.231","0.29","0.23","0.46","2","0","0","1","1","3","6","38.5","0.375","3"
"Yandy Diaz","AL","Cristopher Sanchez","NL","9","0.222","0.25","0.00","0.22","2","0","0","0","0","0","2","11.1","0.222","0"
"Dillon Dingler","AL","Cristopher Sanchez","NL","5","0.200","0.25","0.00","0.20","1","0","0","0","0","0","1","20.0","0.333","1"
"Jordan Walker","NL","Dylan Cease","AL","5","0.200","0.33","0.20","0.40","0","1","0","0","1","0","2","40.0","0.200","0"
"Randy Arozarena","AL","Cristopher Sanchez","NL","5","0.200","0.25","0.20","0.40","0","1","0","0","1","1","2","20.0","0.200","0"
"Juan Soto","NL","Dylan Cease","AL","11","0.182","0.20","0.27","0.45","1","0","0","1","1","1","5","45.5","0.250","1"
"Junior Caminero","AL","Cristopher Sanchez","NL","6","0.167","0.20","0.00","0.17","1","0","0","0","0","0","1","16.7","0.167","0"
"Miguel Vargas","AL","Cristopher Sanchez","NL","6","0.167","0.20","0.00","0.17","1","0","0","0","0","0","1","16.7","0.167","0"
"Bobby Witt Jr.","AL","Cristopher Sanchez","NL","6","0.167","0.20","0.00","0.17","1","0","0","0","0","1","1","16.7","0.167","0"
"Otto Lopez","NL","Dylan Cease","AL","6","0.167","0.50","0.00","0.17","1","0","0","0","0","1","1","66.7","0.167","0"
"William Contreras","NL","Dylan Cease","AL","12","0.167","0.25","0.00","0.17","2","0","0","0","0","1","2","33.3","0.167","0"
"Max Muncy","NL","Dylan Cease","AL","15","0.133","0.22","0.07","0.20","1","1","0","0","1","4","3","40.0","0.278","3"
"Corbin Carroll","NL","Dylan Cease","AL","8","0.125","0.00","0.38","0.50","0","0","0","1","1","1","4","75.0","0.125","0"
"Andy Pages","NL","Dylan Cease","AL","10","0.100","0.17","0.10","0.20","0","1","0","0","1","0","2","40.0","0.250","1"
"Mike Trout","AL","Cristopher Sanchez","NL","2","0.000","0.00","0.00","0.00","0","0","0","0","0","0","0","50.0","0.333","1"
"Hunter Goodman","NL","Dylan Cease","AL","3","0.000","0.00","0.00","0.00","0","0","0","0","0","0","0","66.7","0.000","0"
"Travis Bazzana","AL","Cristopher Sanchez","NL","3","0.000","0.00","0.00","0.00","0","0","0","0","0","0","0","66.7","0.000","0"
"James Wood","NL","Dylan Cease","AL","5","0.000","0.00","0.00","0.00","0","0","0","0","0","0","0","100.0","0.000","0"
"Drake Baldwin","NL","Dylan Cease","AL","5","0.000","0.00","0.00","0.00","0","0","0","0","0","0","0","40.0","0.000","0"
"Riley Greene","AL","Cristopher Sanchez","NL","6","0.000","0.00","0.00","0.00","0","0","0","0","0","0","0","50.0","0.000","0"
"CJ Abrams","NL","Dylan Cease","AL","9","0.000","0.00","0.00","0.00","0","0","0","0","0","0","0","33.3","0.100","1"
