Matchup,CWS @ BOS
Pitcher,Luis Castillo
Pitcher Team,CWS
Opposing Team,BOS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,99.2,442,0.267,0.334,0.451,0.185,1.39,16,1.44,7.2%,23.3%,19.2%,14.1%,12.4%,7.68,69.7%,7.5%,9.7%,41.7%,27.6%,18.2%,18.8%
vsLHB,56.0,260,0.283,0.372,0.532,0.249,1.57,13,2.09,8.5%,21.4%,16.2%,12.0%,11.6%,6.75,66.2%,7.9%,12.4%,42.5%,34.7%,19.4%,21.8%
vsRHB,42.2,182,0.244,0.279,0.339,0.095,1.20,3,0.63,5.5%,26.2%,23.6%,17.1%,13.5%,9.07,74.7%,6.9%,5.6%,40.5%,16.7%,14.3%,14.3%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Wilyer Abreu LHB,,+310,26,4.60,10,3,3,93.8,314.9,4,4,30.0%,10.0%,10.0%,60.0%,50.0%,74.7,40.0%,46.7%,33.3%,100.0%,70.0%,60.0%,50.0%,10.0%,20.0%,20.0%,60.0%,20.0%,20.0%
Jarren Duran LHB,,+439,17,4.00,10,2,2,88.8,304.4,3,2,20.0%,10.0%,20.0%,50.0%,30.0%,77.5,84.6%,53.8%,38.5%,92.9%,40.0%,30.0%,66.7%,10.0%,40.0%,40.0%,50.0%,10.0%,80.0%
Anthony Seigler SHB,—,N/A,19,2.20,10,1,1,90.9,249.2,1,1,10.0%,10.0%,10.0%,40.0%,10.0%,67.2,-,50.0%,14.3%,100.0%,40.0%,40.0%,25.0%,-,50.0%,20.0%,30.0%,50.0%,25.0%
Ceddanne Rafaela RHB,,+610,13,4.40,10,1,1,87.6,270.3,4,1,10.0%,10.0%,20.0%,10.0%,60.0%,67.6,5.6%,38.9%,5.6%,94.7%,90.0%,40.0%,25.0%,50.0%,10.0%,30.0%,20.0%,50.0%,50.0%
Jake Rogers RHB,—,N/A,7,2.60,10,1,1,88.8,313.8,2,1,-,-,20.0%,50.0%,30.0%,71.2,13.3%,40.0%,13.3%,100.0%,40.0%,30.0%,33.3%,10.0%,60.0%,50.0%,40.0%,10.0%,37.5%
Caleb Durbin RHB,,+900,10,4.40,10,1,1,78.1,297.2,2,1,10.0%,10.0%,10.0%,40.0%,50.0%,69.3,-,66.7%,11.1%,90.0%,50.0%,20.0%,50.0%,30.0%,30.0%,30.0%,40.0%,30.0%,50.0%
Masataka Yoshida LHB,,+575,17,4.00,10,1,1,87.4,288.1,2,1,10.0%,10.0%,20.0%,40.0%,30.0%,72.1,28.6%,50.0%,14.3%,100.0%,30.0%,20.0%,50.0%,10.0%,60.0%,60.0%,20.0%,20.0%,42.9%
Willson Contreras RHB,,+360,20,3.40,10,0,0,89.0,290.5,5,1,10.0%,10.0%,30.0%,40.0%,40.0%,76.7,64.3%,42.9%,21.4%,100.0%,80.0%,50.0%,0.0%,30.0%,20.0%,30.0%,50.0%,20.0%,50.0%
Connor Wong RHB,,+880,12,3.20,10,0,0,82.0,257.6,0,0,-,-,10.0%,40.0%,30.0%,73.7,36.4%,45.5%,36.4%,84.6%,30.0%,10.0%,0.0%,20.0%,60.0%,40.0%,40.0%,20.0%,16.7%
Andruw Monasterio RHB,,+800,11,4.00,10,0,0,91.5,261.8,3,0,-,-,30.0%,40.0%,40.0%,68.2,-,47.1%,17.6%,89.5%,40.0%,10.0%,0.0%,30.0%,50.0%,60.0%,20.0%,20.0%,0.0%
Eli White RHB,—,N/A,15,1.40,10,0,1,84.0,285.0,2,1,-,-,10.0%,50.0%,40.0%,72.0,35.3%,29.4%,23.5%,94.4%,40.0%,30.0%,0.0%,10.0%,60.0%,40.0%,40.0%,20.0%,55.6%
Adley Rutschman SHB,—,N/A,23,4.20,10,0,0,89.9,268.1,1,1,-,-,10.0%,50.0%,60.0%,70.8,11.1%,38.9%,11.1%,85.7%,50.0%,20.0%,0.0%,30.0%,50.0%,40.0%,50.0%,10.0%,16.7%
Nick Sogard SHB,,+1000,9,4.60,10,0,0,82.3,245.2,2,1,-,-,-,20.0%,20.0%,69.4,7.7%,53.8%,7.7%,92.9%,50.0%,40.0%,0.0%,10.0%,30.0%,10.0%,60.0%,30.0%,0.0%
Jahmai Jones RHB,—,N/A,3,1.80,5,0,0,84.9,285.4,2,1,-,-,-,40.0%,-,74.4,20.0%,60.0%,20.0%,83.3%,40.0%,40.0%,0.0%,-,40.0%,20.0%,60.0%,20.0%,60.0%
