Matchup,BAL @ STL
Pitcher,Justin Bruihl
Pitcher Team,STL
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,64.2,285,0.259,0.307,0.352,0.093,1.36,3,0.42,8.4%,16.9%,14.7%,13.7%,7.5%,5.85,59.7%,7.5%,4.3%,34.6%,18.0%,5.3%,15.2%
vsLHB,35.0,147,0.238,0.283,0.308,0.069,1.14,1,0.26,6.1%,14.9%,13.6%,11.8%,7.0%,5.14,61.2%,8.6%,3.6%,38.4%,17.9%,5.0%,15.2%
vsRHB,29.0,138,0.282,0.332,0.402,0.120,1.66,2,0.62,10.9%,19.2%,15.9%,16.1%,8.1%,6.83,58.1%,6.4%,5.1%,30.3%,18.2%,5.6%,15.2%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Coby Mayo RHB,,+600,31,3.60,10,2,2,93.3,318.7,5,3,20.0%,10.0%,30.0%,50.0%,30.0%,76.7,61.5%,46.2%,23.1%,100.0%,70.0%,50.0%,40.0%,20.0%,20.0%,50.0%,40.0%,10.0%,66.7%
Pete Alonso RHB,,+459,31,4.20,10,1,1,97.8,264.3,3,1,10.0%,-,30.0%,80.0%,40.0%,75.3,41.7%,58.3%,41.7%,100.0%,70.0%,40.0%,25.0%,30.0%,30.0%,40.0%,50.0%,10.0%,60.0%
Christian Encarnacion-Strand RHB,,+650,42,4.20,10,1,3,95.8,320.8,7,4,50.0%,10.0%,20.0%,70.0%,50.0%,76.4,66.7%,66.7%,55.6%,100.0%,80.0%,60.0%,16.7%,20.0%,10.0%,30.0%,60.0%,10.0%,75.0%
Leody Taveras SHB,,+1040,14,4.00,10,0,0,90.5,257.0,0,0,-,-,-,40.0%,30.0%,71.9,18.8%,50.0%,18.8%,100.0%,40.0%,-,-,40.0%,60.0%,20.0%,50.0%,30.0%,16.7%
Dylan Beavers LHB,,+1000,10,3.40,10,0,0,84.4,237.8,4,0,-,-,10.0%,20.0%,30.0%,71.5,15.4%,46.2%,-,81.2%,60.0%,60.0%,0.0%,-,20.0%,20.0%,40.0%,40.0%,25.0%
Samuel Basallo LHB,,+680,14,3.40,10,0,0,87.6,278.4,2,1,-,-,10.0%,30.0%,10.0%,75.4,69.2%,46.2%,15.4%,100.0%,30.0%,30.0%,0.0%,-,60.0%,50.0%,30.0%,20.0%,33.3%
Carlos Narvaez RHB,—,N/A,18,2.60,10,0,1,90.7,270.1,4,1,10.0%,-,10.0%,20.0%,40.0%,71.5,10.5%,47.4%,5.3%,90.5%,80.0%,60.0%,0.0%,20.0%,10.0%,20.0%,30.0%,50.0%,37.5%
Gunnar Henderson LHB,,+650,27,4.40,10,0,1,90.5,275.4,4,1,-,-,30.0%,60.0%,50.0%,73.2,40.0%,46.7%,13.3%,100.0%,50.0%,10.0%,0.0%,40.0%,40.0%,60.0%,20.0%,20.0%,25.0%
Jackson Holliday LHB,,+775,24,4.60,10,0,0,86.7,225.2,1,0,-,-,10.0%,40.0%,50.0%,70.6,7.7%,46.2%,15.4%,92.9%,70.0%,20.0%,0.0%,50.0%,30.0%,40.0%,50.0%,10.0%,50.0%
Christian Franklin RHB,,+1500,7,3.00,8,0,1,96.1,306.3,3,2,25.0%,-,-,75.0%,37.5%,74.1,60.0%,40.0%,13.3%,100.0%,62.5%,37.5%,0.0%,25.0%,25.0%,-,37.5%,62.5%,37.5%
Colton Cowser LHB,—,N/A,19,3.60,8,0,0,67.5,178.5,1,0,-,-,25.0%,25.0%,37.5%,75.0,66.7%,22.2%,11.1%,81.8%,25.0%,12.5%,0.0%,12.5%,25.0%,37.5%,37.5%,25.0%,20.0%
Yohel Pozo RHB,—,N/A,8,2.00,7,0,0,88.8,269.4,0,0,-,-,-,14.3%,28.6%,69.2,8.3%,25.0%,-,100.0%,57.2%,28.6%,0.0%,28.6%,42.9%,-,71.4%,28.6%,40.0%
