Matchup,CLE @ MIL
Pitcher,Gavin Williams
Pitcher Team,CLE
Opposing Team,MIL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,72.2,316,0.288,0.341,0.439,0.151,1.44,10,1.24,7.3%,21.7%,19.3%,16.8%,10.2%,7.56,65.9%,7.0%,7.9%,35.8%,24.9%,12.3%,13.5%
vsLHB,40.2,178,0.274,0.321,0.382,0.108,1.43,4,0.89,8.4%,20.3%,20.8%,19.1%,9.5%,8.19,61.8%,7.2%,6.5%,36.3%,29.0%,8.3%,12.9%
vsRHB,32.0,138,0.305,0.366,0.508,0.203,1.47,6,1.69,5.8%,23.7%,17.4%,14.1%,11.2%,6.75,71.2%,6.7%,9.5%,35.2%,20.0%,19.0%,14.3%
,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jackson Chourio RHB,,+420,25,27,4.80,4,3,0.320,0.370,0.800,0.480,0.491,7.4%,21.6%,22.2%,10.6%,92.3,281.0,4,3,5.6%,-,5.6%,50.0%,33.3%,75.6,61.3%,22.6%,19.4%,96.9%,22.2%,50.0%,33.3%,44.4%,38.9%,33.3%,27.8%,30.4%
Jake Bauers LHB,,+490,27,20,4.40,3,3,0.286,0.500,1.000,0.714,0.573,30.0%,19.2%,20.0%,6.1%,99.8,348.2,4,3,30.0%,-,-,90.0%,50.0%,77.3,82.4%,41.2%,35.3%,100.0%,30.0%,100.0%,20.0%,50.0%,50.0%,30.0%,20.0%,31.8%
David Hamilton LHB,,+1040,22,22,3.40,2,2,0.250,0.318,0.600,0.350,0.389,9.1%,23.7%,18.2%,11.1%,84.9,308.8,6,3,12.5%,-,-,25.0%,43.8%,71.1,13.3%,30.0%,6.7%,100.0%,50.0%,25.0%,25.0%,18.8%,18.8%,31.2%,50.0%,22.2%
Gary Sanchez RHB,—,N/A,32,14,3.00,2,3,0.500,0.714,1.250,0.750,0.710,35.7%,16.7%,7.1%,5.3%,96.4,338.0,3,3,28.6%,28.6%,42.9%,57.1%,42.9%,69.2,9.1%,36.4%,18.2%,91.7%,71.4%,40.0%,14.3%,14.3%,42.9%,42.9%,14.3%,13.3%
William Contreras RHB,,+520,26,24,3.60,1,1,0.261,0.250,0.391,0.130,0.273,-,15.6%,16.7%,8.9%,87.6,274.5,4,2,5.0%,-,10.0%,30.0%,35.0%,73.0,26.1%,47.8%,13.0%,92.0%,35.0%,14.3%,25.0%,35.0%,30.0%,40.0%,30.0%,54.2%
Brice Turang LHB,,+480,24,19,5.00,1,2,0.211,0.211,0.474,0.263,0.291,-,20.7%,31.6%,9.0%,84.4,346.9,4,2,7.7%,-,-,7.7%,15.4%,68.2,5.3%,26.3%,5.3%,90.5%,30.8%,25.0%,7.7%,61.5%,30.8%,23.1%,46.2%,34.8%
Christian Yelich LHB,,+553,32,27,5.40,0,1,0.273,0.370,0.273,-,0.294,14.8%,20.4%,22.2%,9.1%,90.6,277.2,2,1,5.9%,-,11.8%,47.1%,29.4%,72.8,23.3%,13.3%,13.3%,96.8%,23.5%,0.0%,23.5%,52.9%,29.4%,52.9%,17.6%,26.7%
Sal Frelick LHB,,+1060,12,23,3.00,0,0,0.294,0.478,0.353,0.059,0.379,26.1%,12.1%,8.7%,4.7%,85.5,223.9,2,1,-,-,13.3%,40.0%,33.3%,69.7,-,36.8%,21.1%,100.0%,26.7%,0.0%,13.3%,46.7%,40.0%,40.0%,20.0%,20.0%
Luis Rengifo SHB,—,N/A,17,19,3.80,0,0,0.188,0.263,0.188,-,0.209,10.5%,24.2%,5.3%,10.4%,84.1,271.9,3,0,-,-,6.2%,18.8%,6.2%,69.5,4.0%,40.0%,-,96.2%,25.0%,0.0%,6.2%,56.2%,12.5%,56.2%,31.2%,30.4%
Garrett Mitchell LHB,,+590,33,19,4.60,0,3,0.412,0.474,0.706,0.294,0.495,10.5%,28.1%,15.8%,13.4%,92.3,316.0,4,3,21.4%,-,-,50.0%,42.9%,75.2,51.9%,25.9%,18.5%,100.0%,28.6%,0.0%,21.4%,50.0%,14.3%,35.7%,50.0%,36.4%
Joey Ortiz RHB,—,N/A,12,19,3.20,0,0,0.200,0.368,0.267,0.067,0.297,21.1%,11.8%,5.3%,5.3%,82.2,291.8,3,1,-,-,7.1%,21.4%,42.9%,72.3,16.7%,16.7%,-,88.9%,21.4%,0.0%,28.6%,42.9%,14.3%,64.3%,21.4%,22.7%
Andrew Vaughn RHB,—,N/A,8,14,2.60,0,1,0.455,0.571,0.455,-,0.457,21.4%,36.8%,14.3%,12.1%,91.0,260.1,2,2,-,-,11.1%,55.6%,11.1%,71.1,13.3%,33.3%,13.3%,100.0%,22.2%,0.0%,22.2%,44.4%,33.3%,55.6%,11.1%,11.8%
Blake Perkins SHB,—,N/A,10,12,2.40,0,1,0.200,0.333,0.200,-,0.256,16.7%,29.4%,16.7%,10.6%,80.9,237.4,1,1,-,-,12.5%,50.0%,12.5%,70.2,7.1%,21.4%,7.1%,93.3%,12.5%,0.0%,12.5%,50.0%,37.5%,50.0%,12.5%,12.5%
