HR Split,Overall
Dates,="8/9/2026"
Games,16

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,12:15 PM,Brad Lord,vs,1.44,2.05,-1.22,2.04,9.6%,27.7%,39.7%,23.1%,8.1%,840
2,1:40 PM,Grayson Rodriguez,@,1.28,-0.05,2.02,1.68,11.9%,15.8%,48.6%,30.8%,8.4%,345
3,4:10 PM,Justin Wrobleski,@,1.22,0.52,0.92,1.80,10.3%,19.0%,42.5%,30.6%,8.5%,900
4,1:35 PM,Sean Manaea,@,0.99,0.41,0.78,1.50,11.5%,17.9%,41.8%,31.7%,8.7%,818
5,2:15 PM,Michael Lorenzen,@,0.77,0.68,0.17,1.54,10.5%,16.2%,45.1%,24.6%,8.5%,1232
6,2:35 PM,Cade Povich,@,0.43,1.31,-0.31,1.45,8.3%,13.9%,44.5%,29.3%,7.6%,698
7,2:15 PM,Michael McGreevy,vs,0.42,0.31,0.47,1.15,12.1%,11.1%,48.5%,28.3%,6.9%,997
8,1:35 PM,Jared Jones,vs,0.35,-0.39,1.17,1.38,7.7%,20.8%,39.2%,27.2%,7.8%,332
9,2:35 PM,Kumar Rocker,vs,0.34,0.67,-0.35,1.58,7.4%,16.5%,38.3%,25.3%,7.8%,869
10,1:35 PM,Grant Holmes,@,0.30,0.63,-0.44,1.25,9.7%,15.3%,40.7%,29.4%,7.5%,1068
11,2:10 PM,Joey Cantillo,@,0.15,-0.33,0.38,1.14,8.5%,20.2%,43.9%,23.3%,7.9%,1036
12,2:10 PM,Jacob Misiorowski,vs,0.08,-0.66,1.20,1.31,4.1%,26.7%,37.0%,27.9%,8.2%,902
13,2:10 PM,Connor Prielipp,@,0.00,-0.68,0.41,1.16,7.3%,16.8%,41.6%,27.8%,8.0%,454
14,4:10 PM,Emerson Hancock,vs,-0.03,0.28,-0.36,1.17,7.6%,14.4%,39.8%,29.8%,7.9%,973
15,1:35 PM,Shane Bieber,@,-0.07,-0.26,0.47,1.11,9.1%,15.7%,43.3%,23.1%,6.0%,516
16,1:40 PM,Ryan Gusto,vs,-0.08,0.20,-0.23,1.04,7.9%,15.5%,46.9%,21.9%,9.1%,728
17,2:10 PM,Davis Martin,vs,-0.14,0.38,-0.56,1.12,7.7%,13.6%,42.9%,26.0%,7.4%,1229
18,1:35 PM,J.T. Ginn,@,-0.23,0.31,-0.99,1.26,6.5%,20.0%,33.5%,24.5%,5.8%,986
19,2:10 PM,Matthew Boyd,@,-0.30,-0.45,-0.09,1.06,9.1%,11.9%,32.7%,26.3%,8.4%,1199
20,1:35 PM,Cam Schlittler,vs,-0.42,-0.15,-0.22,0.90,8.0%,11.1%,40.1%,28.2%,8.2%,1026
21,8:20 PM,Cristian Javier,@,-0.51,-0.88,0.56,0.90,7.1%,5.8%,36.7%,40.5%,7.1%,350
22,4:10 PM,Eduardo Rodriguez,vs,-0.58,-0.18,-0.38,0.99,7.9%,11.1%,34.5%,27.9%,5.5%,1380
23,12:15 PM,Brady Singer,@,-0.67,-0.17,-0.74,0.95,5.8%,12.4%,41.1%,25.0%,6.4%,1348
24,1:35 PM,Jesus Luzardo,vs,-0.82,-1.52,-0.04,0.81,6.9%,14.9%,35.1%,24.0%,6.0%,1483
25,4:05 PM,Troy Melton,@,-1.13,-0.22,-1.45,0.75,6.1%,11.3%,34.6%,20.9%,6.8%,619
26,2:10 PM,Randy Dobnak,vs,-1.36,-0.97,-0.20,0.54,5.6%,9.3%,45.1%,19.5%,5.0%,255
27,4:05 PM,Logan Webb,vs,-1.46,-0.84,-0.95,0.60,5.3%,11.4%,34.8%,19.9%,5.6%,1492
28,1:35 PM,Brayan Bello,vs,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,0.0%,0.0%,0
29,4:10 PM,Ian Seymour,@,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,0.0%,0.0%,0
30,8:20 PM,Randy Vasquez,vs,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,0.0%,0.0%,0
