Matchup,BOS @ NYY
Pitcher,Sonny Gray
Pitcher Team,BOS
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,50.0,206,0.243,0.300,0.381,0.138,1.20,4,0.72,6.8%,21.9%,19.9%,18.8%,10.1%,7.38,61.4%,8.1%,8.8%,33.8%,18.9%,14.3%,17.6%
vsLHB,31.0,125,0.237,0.295,0.368,0.132,1.16,2,0.58,7.2%,21.5%,20.0%,19.8%,9.8%,7.26,54.0%,8.0%,10.1%,36.0%,19.1%,11.8%,20.2%
vsRHB,18.2,81,0.253,0.307,0.400,0.147,1.29,2,0.96,6.2%,22.6%,19.8%,17.4%,10.4%,7.71,72.8%,8.4%,6.8%,30.5%,18.6%,18.2%,13.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Aaron Judge RHB,N/A,16,4.60,1,1,0.286,0.375,0.571,0.286,0.403,12.5%,17.9%,-,8.6%,96.2,7.1%,-,7.1%,64.3%,21.4%,76.0,67.9%,39.3%,28.6%,100.0%,35.7%,20.0%,21.4%,42.9%,28.6%,50.0%,21.4%,38.9%
Ryan McMahon LHB,+470,16,3.00,1,1,0.188,0.188,0.375,0.188,0.242,-,40.6%,43.8%,20.3%,88.2,11.1%,-,-,44.4%,33.3%,75.4,56.5%,21.7%,17.4%,82.1%,33.3%,33.3%,11.1%,55.6%,22.2%,77.8%,-,25.0%
Jose Caballero RHB,+980,16,3.40,1,1,0.200,0.250,0.400,0.200,0.283,6.2%,15.4%,6.2%,6.2%,77.4,-,-,21.4%,14.3%,21.4%,71.0,8.3%,20.8%,4.2%,92.3%,7.1%,100.0%,21.4%,57.1%,42.9%,14.3%,42.9%,19.0%
Cody Bellinger LHB,+495,15,4.40,1,1,0.167,0.333,0.417,0.250,0.329,20.0%,16.7%,6.7%,7.4%,88.1,18.2%,9.1%,18.2%,27.3%,36.4%,69.6,3.8%,23.1%,7.7%,86.7%,72.7%,12.5%,-,27.3%,27.3%,45.5%,27.3%,28.6%
Paul Goldschmidt RHB,+610,14,4.20,1,1,0.077,0.143,0.308,0.231,0.196,7.1%,37.9%,35.7%,14.9%,79.6,-,-,12.5%,25.0%,37.5%,70.7,11.1%,11.1%,7.4%,96.4%,25.0%,50.0%,12.5%,50.0%,37.5%,50.0%,12.5%,12.5%
Jazz Chisholm Jr. LHB,+504,24,4.20,0,0,0.095,0.167,0.095,-,0.128,8.3%,35.7%,37.5%,16.3%,91.5,7.7%,-,-,38.5%,15.4%,72.8,33.3%,23.1%,10.3%,97.5%,15.4%,0.0%,7.7%,76.9%,53.8%,23.1%,23.1%,23.8%
Ben Rice LHB,+300,20,4.60,0,1,0.278,0.350,0.611,0.333,0.400,10.0%,15.2%,30.0%,6.4%,86.9,8.3%,8.3%,16.7%,16.7%,50.0%,72.3,16.0%,24.0%,4.0%,96.2%,16.7%,0.0%,33.3%,41.7%,41.7%,33.3%,25.0%,27.3%
Trent Grisham LHB,+406,18,4.40,0,0,0.312,0.389,0.375,0.062,0.340,11.1%,13.5%,11.1%,5.7%,88.6,-,-,7.1%,28.6%,35.7%,69.7,6.5%,22.6%,6.5%,88.6%,21.4%,0.0%,21.4%,50.0%,42.9%,35.7%,21.4%,27.3%
J.C. Escarra LHB,N/A,15,3.00,0,0,0.154,0.267,0.154,-,0.205,13.3%,29.2%,20.0%,12.1%,80.5,-,-,10.0%,40.0%,30.0%,69.8,5.9%,35.3%,5.9%,89.5%,20.0%,0.0%,30.0%,30.0%,10.0%,50.0%,40.0%,14.3%
Austin Wells LHB,+420,15,3.40,0,1,0.167,0.333,0.167,-,0.248,20.0%,27.3%,26.7%,14.5%,87.4,-,-,62.5%,50.0%,50.0%,72.9,28.6%,17.9%,3.6%,84.8%,50.0%,0.0%,25.0%,12.5%,75.0%,25.0%,-,50.0%
Anthony Volpe RHB,+790,10,3.80,0,0,0.222,0.300,0.222,-,0.243,10.0%,10.7%,-,6.2%,80.1,-,-,-,33.3%,11.1%,70.5,3.8%,15.4%,3.8%,92.9%,22.2%,0.0%,-,66.7%,33.3%,22.2%,33.3%,33.3%
Amed Rosario RHB,N/A,6,3.40,0,0,0.333,0.333,0.333,-,0.297,-,15.4%,16.7%,7.7%,90.1,-,-,-,40.0%,-,72.2,18.2%,9.1%,9.1%,91.7%,-,-,-,80.0%,20.0%,80.0%,-,37.5%
Max Schuemann RHB,N/A,3,2.80,0,0,0.333,0.333,0.667,0.333,0.423,-,42.9%,33.3%,20.0%,95.4,-,-,50.0%,50.0%,50.0%,72.4,50.0%,50.0%,50.0%,66.7%,50.0%,0.0%,50.0%,-,50.0%,-,50.0%,25.0%
