Matchup,HOU @ LAA
Pitcher,Kai-Wei Teng
Pitcher Team,HOU
Opposing Team,LAA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,47.0,190,0.204,0.292,0.359,0.156,1.17,6,1.15,11.1%,24.9%,23.2%,19.2%,10.9%,8.43,59.1%,7.2%,5.7%,36.6%,24.4%,20.0%,15.4%
vsLHB,23.1,105,0.244,0.360,0.489,0.244,1.54,5,1.93,13.3%,26.9%,21.9%,22.1%,12.2%,8.87,54.7%,5.1%,6.0%,37.3%,28.4%,26.3%,19.4%
vsRHB,23.1,85,0.156,0.207,0.208,0.052,0.81,1,0.39,8.2%,22.4%,24.7%,16.8%,9.5%,8.10,64.4%,9.7%,5.4%,35.7%,19.6%,9.1%,10.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jo Adell RHB,,+517,21,21,3.80,2,2,0.200,0.238,0.500,0.300,0.319,-,35.0%,23.8%,20.0%,82.7,260.6,2,2,13.3%,6.7%,13.3%,26.7%,26.7%,77.6,67.6%,13.5%,10.8%,92.5%,26.7%,50.0%,26.7%,40.0%,26.7%,60.0%,13.3%,40.0%
Mike Trout RHB,,+360,28,24,4.60,1,4,0.211,0.375,0.368,0.158,0.334,20.8%,21.7%,25.0%,8.7%,94.0,311.1,5,5,23.1%,23.1%,30.8%,69.2%,46.2%,74.8,45.5%,25.0%,13.6%,97.8%,46.2%,16.7%,30.8%,23.1%,46.2%,30.8%,23.1%,11.1%
Oswald Peraza RHB,,+730,14,23,3.60,1,2,0.304,0.304,0.478,0.174,0.340,-,26.2%,26.1%,16.9%,91.8,279.5,3,3,11.8%,-,5.9%,58.8%,29.4%,71.6,27.0%,32.4%,18.9%,88.1%,35.3%,16.7%,11.8%,47.1%,29.4%,41.2%,29.4%,59.1%
Zach Neto RHB,,+484,21,19,4.60,1,2,0.353,0.421,0.588,0.235,0.433,10.5%,24.4%,26.3%,14.1%,84.5,279.9,3,2,8.3%,-,8.3%,33.3%,41.7%,71.5,10.0%,20.0%,5.0%,90.9%,25.0%,33.3%,25.0%,33.3%,33.3%,50.0%,16.7%,47.8%
Nolan Schanuel LHB,—,N/A,26,15,4.00,1,1,0.286,0.333,0.571,0.286,0.387,6.7%,24.2%,20.0%,13.3%,87.4,263.2,2,1,9.1%,9.1%,18.2%,18.2%,36.4%,67.4,-,26.7%,3.3%,93.8%,18.2%,50.0%,36.4%,36.4%,45.5%,36.4%,18.2%,42.9%
Wade Meckler LHB,,+1040,15,26,4.40,0,0,0.375,0.423,0.500,0.125,0.402,7.7%,18.9%,23.1%,9.0%,83.7,279.3,6,1,5.6%,-,27.8%,27.8%,50.0%,69.6,3.1%,37.5%,12.5%,88.9%,22.2%,0.0%,38.9%,33.3%,44.4%,33.3%,22.2%,35.0%
Nick Madrigal RHB,,+1780,6,18,4.00,0,0,0.400,0.500,0.400,-,0.409,11.1%,7.4%,-,3.8%,86.4,220.1,1,0,-,-,13.3%,20.0%,26.7%,65.1,-,50.0%,12.5%,88.9%,26.7%,0.0%,26.7%,46.7%,33.3%,26.7%,40.0%,18.8%
Donovan Walton LHB,,+850,9,17,3.80,0,0,0.188,0.235,0.188,-,0.195,5.9%,23.5%,23.5%,11.1%,84.4,255.0,3,1,8.3%,-,16.7%,33.3%,16.7%,67.3,-,25.0%,6.2%,97.0%,41.7%,0.0%,8.3%,41.7%,33.3%,16.7%,50.0%,31.2%
Jose Siri RHB,—,N/A,1,15,3.20,0,0,0.286,0.333,0.357,0.071,0.306,6.7%,41.4%,26.7%,24.0%,74.1,158.8,0,0,-,-,10.0%,-,30.0%,73.8,37.5%,8.3%,-,85.7%,10.0%,0.0%,30.0%,50.0%,40.0%,30.0%,30.0%,46.2%
Sebastián Rivero RHB,—,N/A,3,14,4.00,0,0,0.308,0.357,0.385,0.077,0.328,7.1%,31.4%,21.4%,17.5%,71.8,218.6,1,0,-,-,-,10.0%,50.0%,69.2,10.0%,6.7%,3.3%,85.7%,30.0%,0.0%,30.0%,20.0%,10.0%,70.0%,20.0%,28.6%
Logan O'Hoppe RHB,,+680,13,13,3.60,0,1,0.250,0.308,0.333,0.083,0.285,7.7%,33.3%,23.1%,14.3%,84.7,229.5,2,0,11.1%,-,11.1%,22.2%,11.1%,70.7,17.4%,26.1%,4.3%,95.8%,22.2%,0.0%,-,66.7%,33.3%,22.2%,44.4%,0.0%
Trey Mancini RHB,—,N/A,-,2,4.00,0,0,0.500,0.500,0.500,-,0.445,-,16.7%,-,12.5%,95.3,-,0,0,-,-,-,50.0%,-,75.1,50.0%,33.3%,-,100.0%,-,-,-,100.0%,100.0%,-,-,50.0%
