Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Ian Happ,SHB,CHC,Tomoyuki Sugano,R,33.7,42.1,17.2,75.3,42.1
Junior Caminero,RHB,TB,Payton Tolle,L,7.4,45.4,40.1,49.6,41.1
Randy Arozarena,RHB,SEA,Trevor Rogers,L,40.7,36,27.6,55.5,38.8
Shea Langeliers,RHB,ATH,Robert Gasser,L,34.5,32,29.6,60.1,38.6
Seiya Suzuki,RHB,CHC,Tomoyuki Sugano,R,46.5,47.3,19,40.7,37.1
Corey Seager,LHB,TEX,Stephen Kolek,R,36.2,21.2,40.7,55.2,37
Josh Bell,SHB,MIN,Troy Melton,R,37.8,37.6,27.2,46.6,36.8
Liam Hicks,LHB,MIA,Zac Gallen,R,28.5,32.6,40.5,40.7,36.6
Royce Lewis,RHB,MIN,Troy Melton,R,52.7,34.6,16.4,52.5,35.4
Yordan Alvarez,LHB,HOU,Walbert Urena,R,30.8,44.2,26.3,34.6,35.1
Willson Contreras,RHB,BOS,Nick Martinez,R,39.2,36.5,32,32.8,34.5
Jackson Chourio,RHB,MIL,J.T. Ginn,R,18.7,41,18.7,48.2,33.9
Carson Benge,LHB,NYM,Dustin May,R,38.7,50.1,10.2,37.4,33.8
Tyler Stephenson,RHB,CIN,Lucas Giolito,R,19.8,43.6,20.1,40.6,33.4
Ben Rice,LHB,NYY,Slade Cecconi,R,51.2,24,16.8,59.1,33.3
Leo Jimenez,RHB,MIA,Zac Gallen,R,35.6,45.7,,54.3,33.1
Jazz Chisholm Jr.,LHB,NYY,Slade Cecconi,R,49.8,26.3,18.3,52.2,32.7
Rhys Hoskins,RHB,CLE,Gerrit Cole,R,34.1,30.8,23.1,44,32.1
Isaac Paredes,RHB,HOU,Walbert Urena,R,29.9,20.2,23.2,59.3,31.8
Ty France,RHB,SD,Chase Burns,R,27,32.3,26.8,39,31.8
Michael Conforto,LHB,CHC,Tomoyuki Sugano,R,33.7,36.3,22.9,33.7,31.4
Shohei Ohtani,LHB,LAD,Paul Skenes,R,37.1,29.5,16.9,46.4,30.7
Andy Pages,RHB,LAD,Paul Skenes,R,24.7,21.3,33.5,43,30.7
Juan Soto,LHB,NYM,Dustin May,R,41.9,48,18.6,15.8,30.5
Colton Cowser,LHB,BAL,Logan Gilbert,R,36.3,35.9,9.1,45.4,30.3
TJ Rumfield,LHB,COL,Colin Rea,R,29.6,29.5,18.4,45.7,30.2
Bryce Harper,LHB,PHI,Dylan Cease,R,35.9,24.8,24.4,42.4,30.2
Kyle Stowers,LHB,MIA,Zac Gallen,R,26.5,12.7,34.2,51.3,30.2
James Wood,LHB,WSH,Adrian Houser,R,30.2,44,8.9,36.2,30.1
Amed Rosario,RHB,NYY,Slade Cecconi,R,25.2,27.1,27.1,39.3,30
Nathaniel Lowe,LHB,CIN,Lucas Giolito,R,16.2,24.1,35.2,36.9,29.8
Marcell Ozuna,RHB,PIT,Eric Lauer,L,21.3,35.4,24.9,30.5,29.6
George Springer,RHB,TOR,Zack Wheeler,R,29.1,26.5,30,33.3,29.5
Ronald Acuna Jr.,RHB,ATL,Erick Fedde,R,32.3,16.5,18.6,59.3,29.4
Trent Grisham,LHB,NYY,Slade Cecconi,R,38.9,27.5,16.3,40.5,28.5
Mike Trout,RHB,LAA,Kai-Wei Teng,R,38,30.6,19.8,30.6,28.1
Luis Garcia Jr.,LHB,WSH,Adrian Houser,R,42.4,13.4,32,38.3,28.1
Willi Castro,SHB,COL,Colin Rea,R,32.3,27.8,24.8,30.5,28
Dalton Rushing,LHB,LAD,Paul Skenes,R,25.2,30.3,21.8,33.3,28
Miguel Andujar,RHB,SD,Chase Burns,R,50,22,22,33.3,27.6
Coby Mayo,RHB,BAL,Logan Gilbert,R,33.6,20.8,23.6,39.7,27.6
A.J. Ewing,LHB,NYM,Dustin May,R,27,19.1,,72,27.4
Pedro Pages,RHB,STL,Freddy Peralta,R,38.9,29.8,25.1,22,27.4
Jordan Walker,RHB,STL,Freddy Peralta,R,43.7,17.3,18.6,44.6,27.2
Tristan Gray,LHB,MIN,Troy Melton,R,55.6,38.8,,31.7,27.1
Jose Ramirez,SHB,CLE,Gerrit Cole,R,30.1,32.2,22.5,24,27
Nolan Gorman,LHB,STL,Freddy Peralta,R,29.2,41,12.4,23.2,26.8
Garrett Mitchell,LHB,MIL,J.T. Ginn,R,32.7,29.8,14.2,34.8,26.7
Wilyer Abreu,LHB,BOS,Nick Martinez,R,36.5,9.9,26.8,46.1,26.7
Corbin Carroll,LHB,ARI,Max Meyer,R,25.6,21.4,21.2,41.1,26.7
Jonah Heim,SHB,ATH,Robert Gasser,L,43.2,20,20,36.7,26.5
Ketel Marte,SHB,ARI,Max Meyer,R,33.9,25.6,18.3,33.2,26.1
Dansby Swanson,RHB,CHC,Tomoyuki Sugano,R,27.5,20.6,21.9,38.2,26.1
Gabriel Moreno,RHB,ARI,Max Meyer,R,44.9,20.8,17.7,36.1,26.1
Alex Freeland,SHB,LAD,Paul Skenes,R,30.5,31.2,9,37.2,26
Chase DeLauter,LHB,CLE,Gerrit Cole,R,26.4,31.1,29.7,14,25.9
MJ Melendez,LHB,NYM,Dustin May,R,26,13.6,19.7,50.4,25.9
Nolan Schanuel,LHB,LAA,Kai-Wei Teng,R,17.5,,28.2,62.5,25.8
Jackson Merrill,LHB,SD,Chase Burns,R,25.8,37.1,9.1,30.1,25.8
Tyler Soderstrom,LHB,ATH,Robert Gasser,L,43.7,19.9,20.8,32.5,25.7
Yandy Diaz,RHB,TB,Payton Tolle,L,22.8,15.7,24.3,41.6,25.5
Dillon Dingler,RHB,DET,Taj Bradley,R,27.5,17,26.9,34.8,25.5
Brandon Marsh,LHB,PHI,Dylan Cease,R,24.2,39.7,14.7,17.7,25.2
Cam Smith,RHB,HOU,Walbert Urena,R,47.1,30.6,7.8,29.8,25.2
Andruw Monasterio,RHB,BOS,Nick Martinez,R,68.2,19.8,,45.1,25
Sal Stewart,RHB,CIN,Lucas Giolito,R,14.4,20.1,29.5,30.7,25
J.T. Realmuto,RHB,PHI,Dylan Cease,R,45.4,19.7,25.2,23.7,24.9
Tyler O'Neill,RHB,BAL,Logan Gilbert,R,52.8,14.9,18.5,35.3,24.9
Colson Montgomery,LHB,CWS,Grant Holmes,R,39,17.7,17.7,37.7,24.8
Pete Crow-Armstrong,LHB,CHC,Tomoyuki Sugano,R,37.7,17.1,25.8,27.9,24.5
Bobby Witt Jr.,RHB,KC,Nathan Eovaldi,R,38.9,17,16,38.9,24.4
Michael Harris II,LHB,ATL,Erick Fedde,R,26.5,30,14.8,27.1,24.4
Christian Yelich,LHB,MIL,J.T. Ginn,R,32.7,18,17.1,38.4,24.3
Julio Rodriguez,RHB,SEA,Trevor Rogers,L,25.8,29.2,8.3,36.2,24.3
Spencer Torkelson,RHB,DET,Taj Bradley,R,34.5,18.5,18.1,35.6,24.3
David Fry,RHB,CLE,Gerrit Cole,R,26.3,33.8,15.4,20.4,24.2
Nolan Arenado,RHB,ARI,Max Meyer,R,36,12.9,24.3,34.3,24
Gunnar Henderson,LHB,BAL,Logan Gilbert,R,23.8,14.5,9.1,55.3,24
Luke Keaschall,RHB,MIN,Troy Melton,R,41.2,23.9,16.4,26.2,24
Kody Clemens,LHB,MIN,Troy Melton,R,22.9,22.9,15.5,35.7,23.9
Will Benson,LHB,CIN,Lucas Giolito,R,57.9,15.7,16.5,30.7,23.9
Trevor Larnach,LHB,MIN,Troy Melton,R,55,18.7,9.6,35.7,23.8
Mark Vientos,RHB,NYM,Dustin May,R,46.6,18,13.6,34.5,23.7
Oneil Cruz,LHB,PIT,Eric Lauer,L,60.8,9.8,9.3,45.1,23.6
Adrian Del Castillo,LHB,ARI,Max Meyer,R,25.3,18.3,15.9,39.5,23.6
Colby Thomas,RHB,ATH,Robert Gasser,L,40.8,19.2,8.8,40.8,23.6
Gavin Sheets,LHB,SD,Chase Burns,R,20.2,16.8,16.8,42.3,23.5
Adley Rutschman,SHB,BAL,Logan Gilbert,R,13.3,25.6,13.6,36.5,23.5
Byron Buxton,RHB,MIN,Troy Melton,R,62.1,9.8,29.4,19.7,23.4
Vladimir Guerrero Jr.,RHB,TOR,Zack Wheeler,R,48.7,16.5,10.9,38.1,23.4
Kyle Manzardo,LHB,CLE,Gerrit Cole,R,37.9,12.4,12.1,46.5,23.4
Will Smith,RHB,LAD,Paul Skenes,R,14.4,29.1,17.1,26.2,23.3
Austin Riley,RHB,ATL,Erick Fedde,R,33.5,15.4,26.8,24.5,22.9
Masataka Yoshida,LHB,BOS,Nick Martinez,R,38.5,20,11.2,34.6,22.9
Curtis Mead,RHB,WSH,Adrian Houser,R,39.9,16.1,17.9,31.1,22.8
Jake McCarthy,LHB,COL,Colin Rea,R,44,22,9.2,31.1,22.6
Jose Altuve,RHB,HOU,Walbert Urena,R,31.6,35.7,8.1,17.5,22.5
Manny Machado,RHB,SD,Chase Burns,R,27.1,21,16.7,29.8,22.5
Matt Olson,LHB,ATL,Erick Fedde,R,15.3,25.7,21.7,22,22.5
Bryson Stott,LHB,PHI,Dylan Cease,R,13.4,24.8,21.8,22.1,22.1
Justin Foscue,RHB,TEX,Stephen Kolek,R,45.1,10.5,,55.6,22.1
Jacob Young,RHB,WSH,Adrian Houser,R,47.4,4.2,,62.6,21.9
Jonathan Aranda,LHB,TB,Payton Tolle,L,14.1,21.4,,51.4,21.8
Brandon Lowe,LHB,PIT,Eric Lauer,L,60.8,9.8,24.5,19.6,21.8
Miguel Vargas,RHB,CWS,Grant Holmes,R,31.1,16.6,12.7,35.6,21.6
Jesus Sanchez,LHB,TOR,Zack Wheeler,R,11,23.4,27.1,16.6,21.6
Ryan O'Hearn,LHB,PIT,Eric Lauer,L,43.4,9.8,9.8,43.1,21.5
Brice Turang,LHB,MIL,J.T. Ginn,R,18.5,15.3,16.8,36.8,21.4
Salvador Perez,RHB,KC,Nathan Eovaldi,R,38.8,7.4,24.4,30.2,21.3
Alec Burleson,LHB,STL,Freddy Peralta,R,11.2,19.3,28,20.1,21.3
Brent Rooker,RHB,ATH,Robert Gasser,L,28.8,21.6,12,28.6,21.2
Drew Romo,SHB,CWS,Grant Holmes,R,22.7,15.7,17.7,32.6,21.2
Gary Sanchez,RHB,MIL,J.T. Ginn,R,30.8,11.5,20,32.1,21.1
Cody Bellinger,LHB,NYY,Slade Cecconi,R,19.2,15.8,9.8,42.7,21.1
Zack Gelof,RHB,ATH,Robert Gasser,L,26.2,17.6,9.6,37.7,21.1
Paul Goldschmidt,RHB,NYY,Slade Cecconi,R,33.2,16.3,16.3,28.4,21
Ryan Vilade,RHB,TB,Payton Tolle,L,21.2,15.7,15.7,34.7,21
JJ Bleday,LHB,CIN,Lucas Giolito,R,42.2,18.5,18.5,18.5,20.9
Cole Young,LHB,SEA,Trevor Rogers,L,39.7,13.6,13.6,32.2,20.9
Jo Adell,RHB,LAA,Kai-Wei Teng,R,38.4,9.6,9,43.8,20.8
Randal Grichuk,RHB,CWS,Grant Holmes,R,33.2,9.2,9.2,46.2,20.8
Zach Neto,RHB,LAA,Kai-Wei Teng,R,40.9,12.2,18.8,27,20.8
Michael Busch,LHB,CHC,Tomoyuki Sugano,R,32.8,21.8,8,29.4,20.7
Jeremy Pena,RHB,HOU,Walbert Urena,R,58.8,8.8,8.8,35.8,20.6
Hunter Goodman,RHB,COL,Colin Rea,R,33.1,19.7,17.2,20.7,20.5
Evan Carter,LHB,TEX,Stephen Kolek,R,40.7,20.8,16.4,16,20.3
Josh Naylor,LHB,SEA,Trevor Rogers,L,49,8.9,13.6,32.2,20.1
Alex Bregman,RHB,CHC,Tomoyuki Sugano,R,33,10.1,9.6,41.4,20.1
Ceddanne Rafaela,RHB,BOS,Nick Martinez,R,23.6,15.8,9.6,37.3,20.1
Brett Baty,LHB,NYM,Dustin May,R,43.2,13.8,21,18.5,20.1
Masyn Winn,RHB,STL,Freddy Peralta,R,18,16.7,12.7,34.7,20.1
Brandon Valenzuela,SHB,TOR,Zack Wheeler,R,37.3,12.1,15.2,29.8,20
Pete Alonso,RHB,BAL,Logan Gilbert,R,44.2,,20.2,38.2,20
Gleyber Torres,RHB,DET,Taj Bradley,R,10.6,22.9,8.9,32.7,19.9
Ezequiel Tovar,RHB,COL,Colin Rea,R,19.8,22.1,14.2,23.6,19.9
Max Muncy,LHB,LAD,Paul Skenes,R,11.5,17.1,20.5,26.2,19.8
Adolis Garcia,RHB,PHI,Dylan Cease,R,28.2,19.1,16.4,21.1,19.7
Jake Burger,RHB,TEX,Stephen Kolek,R,36.8,19.8,10.5,23.3,19.6
JJ Wetherholt,LHB,STL,Freddy Peralta,R,29.8,24,8.9,21.8,19.5
Kerry Carpenter,LHB,DET,Taj Bradley,R,27.5,14.7,7.3,37.6,19.5
Owen Caissie,LHB,MIA,Zac Gallen,R,22.9,30.6,12.2,11.3,19.5
Vinnie Pasquantino,LHB,KC,Nathan Eovaldi,R,9.5,17.3,18.2,28.1,19.5
Samuel Basallo,LHB,BAL,Logan Gilbert,R,27,9.1,19.7,30.6,19.4
Maikel Garcia,RHB,KC,Nathan Eovaldi,R,50.9,12.7,5.7,32.3,19.3
