Matchup,CLE @ MIN
Pitcher,Connor Prielipp
Pitcher Team,MIN
Opposing Team,CLE

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,53.0,236,0.274,0.339,0.423,0.149,1.45,6,1.02,8.5%,22.0%,22.9%,19.4%,10.5%,9.17,63.0%,8.0%,8.3%,37.6%,24.2%,15.8%,12.7%
vsLHB,12.1,59,0.352,0.386,0.500,0.148,1.86,1,0.73,6.8%,24.3%,23.7%,17.7%,11.4%,10.22,61.0%,6.4%,12.2%,39.0%,34.1%,7.1%,12.2%
vsRHB,40.2,177,0.247,0.323,0.396,0.149,1.33,5,1.11,9.0%,21.2%,22.6%,20.0%,10.1%,8.85,63.7%,8.6%,6.9%,37.1%,20.7%,20.8%,12.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
David Fry RHB,,+630,21,13,1.60,2,2,0.182,0.308,0.727,0.545,0.423,15.4%,27.3%,23.1%,10.2%,87.4,269.7,3,2,12.5%,12.5%,25.0%,62.5%,25.0%,72.5,31.8%,27.3%,4.5%,100.0%,50.0%,37.5%,66.7%,12.5%,37.5%,50.0%,25.0%,25.0%,25.0%
Daniel Schneemann LHB,—,N/A,18,16,3.00,1,1,0.071,0.188,0.286,0.214,0.212,12.5%,43.3%,31.2%,21.0%,92.0,288.1,4,1,11.1%,11.1%,22.2%,44.4%,-,70.0,3.4%,27.6%,3.4%,96.7%,55.6%,55.6%,20.0%,-,33.3%,55.6%,22.2%,22.2%,29.4%
Chase DeLauter LHB,,+830,10,15,4.40,1,1,0.467,0.467,0.733,0.267,0.521,-,10.7%,13.3%,6.5%,88.8,266.4,1,1,7.7%,7.7%,7.7%,46.2%,30.8%,71.7,30.8%,30.8%,19.2%,92.9%,30.8%,7.7%,100.0%,23.1%,61.5%,38.5%,30.8%,30.8%,30.8%
Gabriel Arias RHB,,+750,4,17,2.60,0,0,0.294,0.294,0.294,-,0.262,-,45.9%,41.2%,23.6%,92.3,252.3,2,1,-,-,-,40.0%,50.0%,72.7,22.9%,20.0%,8.6%,94.6%,60.0%,20.0%,0.0%,40.0%,40.0%,30.0%,30.0%,40.0%,43.8%
Brayan Rocchio SHB,,+910,13,16,3.40,0,0,0.250,0.250,0.250,-,0.222,-,31.6%,31.2%,21.1%,85.7,214.0,1,0,-,-,45.5%,27.3%,36.4%,68.8,2.7%,16.2%,2.7%,97.4%,54.6%,27.3%,0.0%,27.3%,36.4%,63.6%,18.2%,18.2%,9.1%
Travis Bazzana LHB,,+830,6,15,4.60,0,0,0.143,0.200,0.214,0.071,0.187,6.7%,22.6%,20.0%,11.7%,90.3,260.3,1,0,-,-,-,36.4%,9.1%,69.3,19.2%,15.4%,3.8%,92.9%,45.5%,36.4%,0.0%,9.1%,54.5%,27.3%,36.4%,36.4%,42.9%
Patrick Bailey SHB,—,N/A,9,15,3.00,0,0,0.154,0.267,0.154,-,0.205,13.3%,42.9%,40.0%,20.7%,85.4,143.7,0,0,-,-,14.3%,14.3%,14.3%,73.8,41.7%,12.5%,4.2%,85.7%,28.6%,14.3%,0.0%,14.3%,42.9%,14.3%,28.6%,57.1%,42.9%
Austin Hedges RHB,,+900,8,14,3.40,0,0,0.071,0.071,0.071,-,0.064,-,22.6%,14.3%,13.2%,76.5,254.3,1,1,8.3%,-,8.3%,25.0%,8.3%,70.7,7.7%,19.2%,3.8%,89.7%,33.3%,33.3%,0.0%,-,33.3%,50.0%,33.3%,16.7%,30.0%
Kyle Manzardo LHB,,+550,6,14,3.40,0,0,0.100,0.286,0.100,-,0.203,21.4%,36.4%,21.4%,14.8%,87.9,251.6,1,0,-,-,12.5%,12.5%,37.5%,69.5,5.3%,31.6%,-,86.4%,62.5%,25.0%,0.0%,37.5%,37.5%,37.5%,50.0%,12.5%,50.0%
Steven Kwan LHB,,+1700,9,13,3.40,0,0,0.091,0.231,0.091,-,0.168,15.4%,26.7%,7.7%,10.0%,72.3,239.0,1,0,-,-,10.0%,20.0%,20.0%,61.6,-,36.4%,-,84.6%,50.0%,30.0%,0.0%,20.0%,30.0%,40.0%,20.0%,40.0%,15.4%
Kahlil Watson LHB,—,N/A,-,10,3.80,0,1,0.200,0.200,0.300,0.100,0.216,-,35.3%,30.0%,18.2%,95.3,327.3,4,2,14.3%,14.3%,14.3%,42.9%,42.9%,72.4,21.4%,42.9%,14.3%,82.4%,85.7%,57.1%,0.0%,28.6%,14.3%,14.3%,42.9%,42.9%,50.0%
Rhys Hoskins RHB,,+550,15,9,2.20,0,0,0.111,0.111,0.222,0.111,0.141,-,43.5%,66.7%,22.2%,88.3,220.9,0,0,-,-,33.3%,33.3%,33.3%,71.3,9.1%,9.1%,-,100.0%,66.6%,33.3%,0.0%,33.3%,-,33.3%,-,66.7%,22.2%
Cooper Ingle LHB,—,N/A,-,4,3.60,0,0,-,-,-,-,-,-,40.0%,50.0%,22.2%,85.4,249.5,0,0,-,-,-,-,-,67.6,-,20.0%,-,100.0%,50.0%,50.0%,0.0%,-,50.0%,50.0%,-,50.0%,50.0%
