Matchup,CLE @ MIL
Pitcher,Parker Messick
Pitcher Team,CLE
Opposing Team,MIL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,80.2,320,0.216,0.275,0.353,0.137,1.09,8,0.89,7.8%,27.1%,25.6%,20.8%,13.2%,9.15,59.7%,7.8%,6.1%,34.0%,24.5%,15.4%,18.4%
vsLHB,21.1,90,0.235,0.303,0.383,0.148,1.27,2,0.84,8.9%,27.3%,21.1%,16.8%,13.1%,8.02,66.7%,10.6%,4.8%,30.6%,30.6%,10.5%,22.6%
vsRHB,58.2,230,0.209,0.263,0.341,0.133,1.04,6,0.92,7.4%,27.0%,27.4%,22.4%,13.3%,9.66,57.0%,6.7%,6.7%,35.3%,22.0%,18.2%,16.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
William Contreras RHB,,+540,20,16,4.20,1,2,0.467,0.500,0.800,0.333,0.553,6.2%,7.1%,6.2%,3.9%,91.0,290.0,4,4,14.3%,14.3%,35.7%,50.0%,35.7%,73.7,42.1%,42.1%,26.3%,90.5%,28.6%,25.0%,28.6%,35.7%,50.0%,42.9%,7.1%,45.5%
Jake Bauers LHB,—,N/A,19,15,4.00,0,0,0.182,0.400,0.182,-,0.292,26.7%,22.2%,26.7%,8.8%,73.6,255.1,1,0,-,-,16.7%,33.3%,16.7%,77.8,77.8%,11.1%,5.6%,90.0%,33.3%,0.0%,16.7%,50.0%,33.3%,33.3%,33.3%,46.2%
David Hamilton LHB,—,N/A,7,12,3.20,0,0,0.182,0.250,0.182,-,0.202,8.3%,40.0%,41.7%,16.3%,84.4,148.6,0,0,-,-,16.7%,-,33.3%,70.5,5.6%,16.7%,-,100.0%,-,-,33.3%,33.3%,16.7%,66.7%,16.7%,23.1%
Christian Yelich LHB,—,N/A,19,13,4.80,0,0,0.091,0.231,0.091,-,0.168,15.4%,24.1%,30.8%,11.3%,87.6,286.0,1,0,-,-,14.3%,14.3%,42.9%,70.4,8.3%,16.7%,-,85.7%,-,-,42.9%,57.1%,57.1%,42.9%,-,14.3%
Andrew Vaughn RHB,,+520,19,17,2.20,1,1,0.625,0.647,1.188,0.562,0.765,5.9%,11.1%,5.9%,4.4%,96.0,269.4,3,2,13.3%,-,13.3%,60.0%,53.3%,70.8,17.4%,47.8%,21.7%,95.8%,20.0%,33.3%,46.7%,33.3%,33.3%,46.7%,20.0%,22.2%
Blake Perkins SHB,,+920,11,12,2.40,0,0,0.091,0.167,0.182,0.091,0.160,8.3%,23.1%,25.0%,9.2%,86.5,330.5,2,2,-,-,12.5%,50.0%,25.0%,71.0,13.0%,21.7%,13.0%,92.0%,25.0%,0.0%,12.5%,50.0%,25.0%,50.0%,25.0%,12.5%
Joey Ortiz RHB,,+1120,16,15,3.20,0,1,0.167,0.333,0.167,-,0.248,20.0%,16.7%,13.3%,7.8%,93.2,282.5,3,2,-,-,10.0%,50.0%,20.0%,71.4,14.8%,22.2%,11.1%,100.0%,40.0%,0.0%,30.0%,30.0%,10.0%,50.0%,40.0%,47.1%
Garrett Mitchell LHB,,+920,11,18,3.80,0,0,0.176,0.222,0.176,-,0.188,-,34.6%,27.8%,15.5%,87.7,277.8,0,0,-,-,-,25.0%,16.7%,76.7,76.5%,23.5%,17.6%,77.3%,-,-,16.7%,83.3%,41.7%,50.0%,8.3%,29.4%
Gary Sanchez RHB,,+490,18,16,3.00,0,0,0.200,0.250,0.200,-,0.207,6.2%,19.0%,12.5%,7.3%,81.0,224.1,1,1,-,-,-,23.1%,23.1%,70.8,20.0%,35.0%,15.0%,100.0%,7.7%,0.0%,15.4%,53.8%,30.8%,38.5%,30.8%,7.7%
Brice Turang LHB,,+790,19,16,4.40,1,1,0.133,0.188,0.333,0.200,0.227,6.2%,23.5%,37.5%,10.1%,86.9,302.6,1,1,11.1%,-,-,33.3%,44.4%,69.0,-,4.8%,4.8%,91.3%,22.2%,0.0%,22.2%,55.6%,22.2%,55.6%,22.2%,12.5%
Jackson Chourio RHB,,+490,16,15,4.40,2,3,0.533,0.533,1.000,0.467,0.661,-,13.6%,20.0%,7.7%,94.4,315.3,5,3,25.0%,-,-,66.7%,58.3%,75.6,56.2%,43.8%,31.2%,94.1%,25.0%,66.7%,33.3%,41.7%,8.3%,58.3%,33.3%,41.7%
Sal Frelick LHB,—,N/A,14,11,3.00,0,0,0.200,0.182,0.300,0.100,0.196,-,17.6%,-,7.7%,88.6,271.8,1,0,-,-,-,36.4%,27.3%,67.9,-,50.0%,21.4%,93.3%,27.3%,0.0%,27.3%,45.5%,27.3%,54.5%,18.2%,23.1%
