Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Christian Encarnacion-Strand","BAL","Jake Bennett","BOS","3","1.000","1.00","1.00","2.00","2","0","0","1","1","2","6","0.0","1.000","0"
"Wilyer Abreu","BOS","Brandon Young","BAL","3","0.667","1.00","1.33","2.00","0","1","0","1","2","1","6","33.3","0.667","0"
"Pete Alonso","BAL","Jake Bennett","BOS","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Salvador Perez","KC","Sandy Alcantara","MIA","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Bryan Reynolds","PIT","Blade Tidwell","SF","2","0.500","0.00","1.50","2.00","0","0","0","1","1","3","4","0.0","0.500","0"
"Luke Maile","KC","Sandy Alcantara","MIA","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.667","1"
"Logan O'Hoppe","TEX","Shane McClanahan","TB","4","0.500","0.67","0.25","0.75","1","1","0","0","1","1","3","25.0","0.500","0"
"Randy Arozarena","SEA","Jack Perkins","ATH","4","0.500","0.00","1.50","2.00","0","0","0","2","2","3","8","25.0","0.500","0"
"Taylor Trammell","HOU","Luis Castillo","CWS","4","0.500","0.67","0.25","0.75","1","1","0","0","1","3","3","25.0","0.600","1"
"Brayan Rocchio","CLE","Jose Soriano","TOR","6","0.500","0.60","0.17","0.67","2","1","0","0","1","1","4","16.7","0.500","0"
"Yordan Alvarez","HOU","Luis Castillo","CWS","24","0.500","0.41","0.67","1.17","6","1","0","5","6","8","28","8.3","0.556","3"
"Vladimir Guerrero Jr.","TOR","Tanner Bibee","CLE","9","0.444","0.43","0.33","0.78","3","0","0","1","1","1","7","11.1","0.545","1"
"Alejandro Kirk","TOR","Tanner Bibee","CLE","5","0.400","0.40","0.20","0.60","1","1","0","0","1","0","3","0.0","0.400","0"
"LaMonte Wade Jr.","HOU","Luis Castillo","CWS","5","0.400","0.50","0.80","1.20","0","1","0","1","2","1","6","40.0","0.400","0"
"Nathan Lukes","TOR","Tanner Bibee","CLE","5","0.400","0.50","0.20","0.60","1","1","0","0","1","3","3","20.0","0.400","0"
"Tommy Pham","CWS","Hunter Brown","HOU","5","0.400","0.40","0.20","0.60","1","1","0","0","1","0","3","0.0","0.500","1"
"Jeremy Pena","HOU","Luis Castillo","CWS","26","0.346","0.41","0.04","0.38","8","1","0","0","1","0","10","15.4","0.346","0"
"Coby Mayo","BAL","Jake Bennett","BOS","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"John Rave","KC","Sandy Alcantara","MIA","3","0.333","0.00","1.00","1.33","0","0","0","1","1","3","4","0.0","0.333","0"
"Nathaniel Lowe","CLE","Jose Soriano","TOR","9","0.333","0.50","0.11","0.44","2","1","0","0","1","1","4","33.3","0.455","2"
"Cam Smith","HOU","Luis Castillo","CWS","12","0.333","0.36","0.08","0.42","3","1","0","0","1","3","5","8.3","0.333","0"
"Jose Ramirez","CLE","Jose Soriano","TOR","13","0.308","0.13","0.69","1.00","1","0","0","3","3","5","13","15.4","0.308","0"
"Yandy Diaz","TB","Cal Quantrill","TEX","11","0.273","0.30","0.18","0.45","2","0","1","0","1","1","5","9.1","0.333","1"
"Jung Hoo Lee","SF","Lake Bachar","PIT","4","0.250","0.00","0.75","1.00","0","0","0","1","1","1","4","25.0","0.250","0"
"Junior Caminero","TB","Cal Quantrill","TEX","4","0.250","0.25","0.25","0.50","0","1","0","0","1","0","2","0.0","0.250","0"
"Andrew Vaughn","MIL","Kevin Gausman","CHC","12","0.250","0.25","0.33","0.58","1","1","0","1","2","2","7","25.0","0.250","0"
"Andrew Benintendi","CWS","Hunter Brown","HOU","12","0.250","0.33","0.33","0.58","1","1","0","1","2","2","7","41.7","0.400","3"
"Isaac Paredes","HOU","Luis Castillo","CWS","24","0.250","0.36","0.13","0.38","5","0","0","1","1","3","9","37.5","0.308","2"
"Ramon Urias","STL","Tarik Skubal","LAD","17","0.235","0.36","0.06","0.29","3","1","0","0","1","1","5","35.3","0.278","1"
"Cedric Mullins","TB","Cal Quantrill","TEX","9","0.222","0.17","0.33","0.56","1","0","0","1","1","2","5","22.2","0.273","1"
"George Springer","TOR","Tanner Bibee","CLE","9","0.222","0.20","0.33","0.56","1","0","0","1","1","1","5","33.3","0.222","0"
"Christian Yelich","MIL","Kevin Gausman","CHC","14","0.214","0.33","0.07","0.29","2","1","0","0","1","0","4","35.7","0.267","1"
"Joey Ortiz","MIL","Kevin Gausman","CHC","5","0.200","0.20","0.20","0.40","0","1","0","0","1","0","2","0.0","0.200","0"
"Ezequiel Duran","TEX","Shane McClanahan","TB","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","20.0","0.429","1"
"Gary Sanchez","MIL","Kevin Gausman","CHC","25","0.200","0.21","0.12","0.32","4","0","0","1","1","3","8","20.0","0.259","2"
"Jake Meyers","HOU","Luis Castillo","CWS","16","0.188","0.25","0.06","0.25","2","1","0","0","1","0","4","25.0","0.188","0"
"Jake Burger","TEX","Shane McClanahan","TB","6","0.167","0.00","0.50","0.67","0","0","0","1","1","1","4","66.7","0.286","1"
"Jake Bauers","MIL","Kevin Gausman","CHC","7","0.143","0.00","0.43","0.57","0","0","0","1","1","3","4","42.9","0.333","2"
"Josh Rojas","KC","Sandy Alcantara","MIA","11","0.091","0.00","0.27","0.36","0","0","0","1","1","1","4","27.3","0.286","3"
"Daulton Varsho","HOU","Luis Castillo","CWS","16","0.063","0.10","0.06","0.13","0","1","0","0","1","0","2","37.5","0.118","1"
