Split,Season
Range,Season
Dates,="6/23/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
9:38 PM,Ryan Johnson,vs,13.1,72,8.72,0.371,0.469,2.32,0.306,0.677,5,3.38,42,23.2%,9.7%,10.8%,12.4%,4.72,8,11.1%,60.3%,9.3%,57,42.1%,5,8.8%,35.1%,25.0%,19.3%
8:40 PM,Sean Sullivan,vs,7.0,35,6.96,0.355,0.465,1.86,0.355,0.710,2,2.57,22,10.1%,11.4%,10.0%,5.3%,5.14,2,5.7%,65.7%,10.7%,28,28.6%,0,-,57.1%,12.5%,21.4%
7:10 PM,Nick Lodolo,vs,42.2,196,5.80,0.309,0.394,1.59,0.206,0.515,8,1.69,85,21.0%,16.3%,15.0%,10.1%,6.75,17,8.7%,59.3%,5.8%,139,39.6%,12,8.6%,28.1%,17.9%,15.1%
9:45 PM,Aaron Civale,@,58.2,265,5.42,0.305,0.373,1.59,0.222,0.527,12,1.84,128,20.3%,15.1%,14.3%,9.2%,6.14,19,7.2%,66.2%,7.1%,204,48.0%,20,9.8%,33.3%,16.2%,27.0%
7:45 PM,Kyle Leahy,vs,70.0,314,4.37,0.297,0.357,1.57,0.163,0.459,9,1.16,130,22.4%,18.8%,19.0%,10.2%,7.59,26,8.3%,59.0%,8.6%,225,50.7%,26,11.6%,23.6%,17.0%,15.6%
7:10 PM,Kodai Senga,vs,24.0,114,6.89,0.292,0.407,1.88,0.260,0.552,7,2.62,53,29.6%,23.7%,24.1%,13.6%,10.12,17,14.9%,52.6%,6.4%,68,38.2%,8,11.8%,33.8%,30.4%,23.5%
6:40 PM,Luinder Avila,@,37.2,165,4.56,0.277,0.360,1.65,0.170,0.447,4,0.96,63,24.7%,20.0%,16.1%,10.3%,7.88,23,13.9%,54.5%,6.7%,109,31.2%,8,7.3%,27.5%,13.3%,15.6%
6:40 PM,George Kirby,@,90.0,375,3.43,0.276,0.315,1.31,0.128,0.405,9,0.90,142,21.3%,20.8%,18.6%,10.9%,7.80,21,5.6%,64.3%,7.7%,273,41.8%,17,6.2%,24.5%,11.9%,8.8%
7:10 PM,Edward Cabrera,@,67.1,286,5.18,0.267,0.344,1.40,0.198,0.465,14,1.87,120,27.0%,21.0%,18.9%,13.0%,8.02,25,8.7%,59.0%,6.8%,199,42.2%,25,12.6%,23.1%,28.3%,23.1%
6:40 PM,Sandy Alcantara,vs,103.1,432,4.03,0.259,0.307,1.24,0.137,0.396,12,1.05,159,21.4%,17.4%,17.4%,11.1%,6.53,24,5.6%,64.7%,7.3%,325,35.4%,20,6.2%,24.9%,12.3%,14.2%
6:45 PM,Jesus Luzardo,@,85.2,365,3.36,0.258,0.317,1.32,0.140,0.398,9,0.95,131,30.9%,26.6%,22.0%,14.2%,10.19,28,7.7%,59.8%,6.1%,235,28.9%,15,6.4%,20.9%,18.4%,13.6%
9:38 PM,Shane Baz,@,89.0,383,3.81,0.258,0.324,1.36,0.160,0.418,8,0.81,141,21.5%,19.8%,18.8%,10.1%,7.69,34,8.9%,59.7%,7.3%,270,40.4%,22,8.1%,25.2%,10.3%,17.0%
7:10 PM,Brandon Sproat,@,63.2,276,5.52,0.255,0.355,1.46,0.209,0.464,13,1.84,111,24.9%,22.8%,19.7%,11.1%,8.91,32,11.6%,58.5%,8.0%,176,42.0%,16,9.1%,29.5%,23.1%,14.8%
6:40 PM,Mitch Keller,vs,82.1,353,4.00,0.248,0.310,1.32,0.127,0.376,7,0.77,118,20.4%,18.1%,16.4%,9.7%,7.00,31,8.8%,60.2%,8.1%,251,40.6%,16,6.4%,20.3%,11.8%,15.9%
8:40 PM,Sonny Gray,@,69.1,283,3.88,0.248,0.307,1.18,0.160,0.408,8,1.04,107,21.4%,19.4%,19.4%,10.2%,7.14,17,6.0%,62.6%,8.1%,208,37.5%,15,7.2%,19.7%,14.6%,18.8%
6:40 PM,Cal Quantrill,@,29.1,125,4.57,0.245,0.306,1.26,0.127,0.373,3,0.92,41,19.0%,15.2%,11.2%,8.8%,5.83,10,8.0%,58.9%,5.2%,92,39.1%,9,9.8%,26.1%,8.3%,15.2%
9:45 PM,Robbie Ray,vs,79.2,337,4.96,0.231,0.322,1.33,0.190,0.422,14,1.58,124,25.3%,22.0%,16.6%,12.1%,8.36,38,11.3%,59.3%,6.0%,225,36.9%,26,11.6%,38.7%,16.1%,16.9%
7:40 PM,Sean Burke,vs,81.0,338,3.96,0.230,0.306,1.22,0.164,0.395,10,1.11,120,22.9%,24.0%,18.2%,10.8%,9.00,29,8.6%,63.8%,6.5%,223,36.3%,16,7.2%,30.5%,10.3%,20.2%
7:45 PM,Eduardo Rodriguez,@,88.1,363,4.14,0.226,0.296,1.23,0.152,0.378,9,0.92,124,19.0%,17.9%,17.0%,8.7%,6.62,35,9.6%,60.4%,5.7%,263,35.7%,21,8.0%,26.6%,11.4%,14.8%
6:45 PM,PJ Poulin,vs,29.1,126,5.52,0.224,0.322,1.43,0.178,0.402,4,1.23,43,15.6%,15.1%,12.1%,6.4%,5.83,18,14.3%,60.0%,7.1%,88,48.9%,9,10.2%,28.4%,16.0%,22.7%
7:40 PM,Kendry Rojas,vs,14.1,61,3.45,0.220,0.295,1.47,0.040,0.260,0,-,13,29.3%,23.0%,24.1%,12.8%,8.79,10,16.4%,62.3%,5.7%,36,36.1%,3,8.3%,22.2%,-,16.7%
6:40 PM,Shane McClanahan,vs,67.2,286,2.92,0.218,0.270,1.23,0.086,0.304,3,0.40,78,27.7%,24.1%,22.3%,13.4%,9.18,27,9.4%,59.9%,8.0%,188,42.0%,16,8.5%,26.1%,6.1%,16.5%
9:40 PM,JR Ritchie,@,35.2,154,5.99,0.217,0.324,1.37,0.186,0.403,7,1.77,52,22.2%,19.5%,18.2%,9.6%,7.57,21,13.6%,56.5%,7.3%,100,40.0%,7,7.0%,30.0%,23.3%,18.0%
7:40 PM,Justin Wrobleski,@,79.1,316,3.50,0.215,0.253,1.01,0.101,0.316,6,0.68,94,17.7%,15.8%,15.0%,8.8%,5.67,16,5.1%,63.1%,8.1%,248,44.4%,18,7.3%,30.2%,8.0%,10.1%
7:40 PM,Parker Messick,@,86.2,345,3.20,0.214,0.272,1.10,0.134,0.348,8,0.83,109,27.5%,26.4%,21.7%,13.2%,9.45,28,8.1%,60.0%,7.7%,225,34.7%,13,5.8%,23.6%,15.1%,17.8%
6:40 PM,Casey Mize,vs,52.1,206,2.66,0.211,0.267,1.01,0.137,0.347,3,0.52,66,27.8%,25.2%,22.5%,13.2%,8.94,13,6.3%,65.4%,6.4%,140,35.7%,11,7.9%,30.7%,4.7%,24.3%
4:07 PM,Peter Lambert,@,64.0,262,3.94,0.199,0.272,1.11,0.113,0.312,6,0.84,72,24.5%,21.8%,17.9%,11.8%,8.02,25,9.5%,61.5%,7.4%,174,38.5%,11,6.3%,34.5%,10.0%,13.2%
6:40 PM,Carlos Rodon,@,36.0,151,3.66,0.195,0.285,1.25,0.125,0.320,3,0.75,41,27.5%,27.2%,21.1%,13.0%,10.25,20,13.2%,59.2%,9.1%,89,38.2%,5,5.6%,28.1%,8.0%,19.1%
4:07 PM,Shane Bieber,vs,-,0,-,-,-,-,-,-,0,-,0,-,-,-,-,-,0,-,-,-,0,-,0,-,-,-,-
